subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
28,immediate,1,camel,child,T,1,942777.752792201,child,942779.216611158,942779.832528921
28,immediate,1,coal,butcher,,1,942780.052287398,butcher,942782.720410459,942783.920325761
28,immediate,1,cow,cape,S,1,942784.318616363,cape,942786.760150535,942787.296052373
28,immediate,1,coast,bee,,1,942787.601678007,bee,942789.239957223,942789.527917179
28,immediate,1,desk,basket,,1,942789.93483114,basket,942791.879795459,942793.159746005
28,immediate,1,breakfast,college,,1,942793.517857649,college,942794.599647206,942795.455538491
28,immediate,1,siren,building,T,1,942795.617708297,jail,942800.463217081,942800.903200987
28,immediate,1,liquor,jail,,1,942801.150601362,jail,942803.335071045,942803.735000655
28,immediate,1,bracelet,spring,,1,942803.9837062,spring,942805.590894355,942806.294827494
28,immediate,1,pipe,blade,S,1,942806.633487153,blade,942808.870667418,942809.59061998
28,immediate,2,dummy,stove,S,1,942984.419618543,stove,942985.659279657,942986.443189179
28,immediate,2,flesh,mail,T,1,942986.719106194,mail,942988.043113779,942988.515102726
28,immediate,2,stake,belly,,1,942988.802275777,belly,942992.026853182,942992.57077922
28,immediate,2,monkey,frog,,1,942993.385243427,frog,942994.8346871,942995.26664258
28,immediate,2,candy,toilet,,1,942995.451728324,toilet,942999.194406362,943000.202355102
28,immediate,2,page,ambulance,S,1,943000.568029428,ambulance,943001.746223488,943003.082133356
28,immediate,2,priest,doll,,1,943003.667735795,doll,943004.914009088,943005.329953595
28,immediate,2,sheep,salmon,,1,943005.484277288,salmon,943009.193735666,943009.83364725
28,immediate,2,pump,blood,,1,943010.550538217,blood,943011.721571951,943012.273522493
28,immediate,2,cloud,ferry,T,1,943012.650359586,ferry,943013.833461919,943014.553374034
28,immediate,3,dress,artist,,1,943188.969960259,artist,943192.781866345,943193.653807843
28,immediate,3,gorilla,market,S,1,943194.019239186,market,943194.973727867,943195.677636254
28,immediate,3,ditch,hair,,1,943196.002412331,hair,943200.533375712,943200.909327499
28,immediate,3,chicken,ambassador,,1,943201.118652765,ambassador,943202.725244478,943204.549084842
28,immediate,3,rabbi,lightning,T,1,943205.251673872,lightning,943206.508987382,943207.492947433
28,immediate,3,cream,mouse,,1,943207.834802404,mouse,943209.308834529,943209.900759377
28,immediate,3,kiss,tomb,S,1,943210.217956473,hair,943215.980385321,943216.820278915
28,immediate,3,stick,port,T,1,943218.100636648,port,943219.116203005,943219.780138594
28,immediate,3,chapel,club,,1,943220.10049297,club,943221.772047083,943222.204065647
28,immediate,3,pepper,stain,,1,943222.450292758,stain,943223.75587402,943224.339815719
28,immediate,4,butter,morphine,,1,943718.677808304,morphine,943722.107661747,943723.227608514
28,immediate,4,husband,admiral,S,1,943723.610425122,admiral,943724.707527789,943725.595430456
28,immediate,4,ski,wallet,,1,943725.993566815,wallet,943728.299293868,943729.443206082
28,immediate,4,clay,mansion,,1,943729.676606666,mansion,943731.187076401,943732.187011504
28,immediate,4,marble,king,T,1,943732.443053651,king,943733.314940516,943733.946854461
28,immediate,4,brat,purse,S,1,943734.409563843,purse,943735.450828831,943736.170736721
28,immediate,4,jeep,library,,1,943736.309411955,library,943737.930653026,943739.298545297
28,immediate,4,brick,fountain,T,1,943739.525825104,fountain,943741.154427527,943741.954353455
28,immediate,4,pocket,witch,,1,943742.24227387,witch,943743.922224355,943745.346173745
28,immediate,4,drill,hood,,1,943745.575340072,hood,943749.313964053,943749.721859608
28,immediate,5,gentleman,jewel,,1,943923.578128198,beast,943929.462275632,943930.45416269
28,immediate,5,bush,fruit,,1,943930.693934581,fruit,943932.534016827,943933.022020671
28,immediate,5,tape,basement,,1,943933.177071203,basement,943936.101823193,943937.077713163
28,immediate,5,closet,beast,T,1,943937.41006611,beast,943938.621674216,943939.301612024
28,immediate,5,bourbon,ring,S,1,943939.493232977,ring,943940.557559996,943940.845502747
28,immediate,5,plate,soil,T,1,943940.976449587,soil,943942.277462754,943942.733381266
28,immediate,5,cake,road,,1,943943.026286924,road,943944.757276384,943945.25321297
28,immediate,5,monk,umbrella,,1,943945.459425327,umbrella,943947.05311958,943948.397044894
28,immediate,5,string,fence,,1,943948.759149623,fence,943954.516645749,943955.476580285
28,immediate,5,wing,lunch,S,1,943955.775270467,lunch,943960.564252162,943961.52418368
28,immediate,6,paint,patch,,1,944131.661595097,patch,944134.425021838,944135.040963749
28,immediate,6,chin,eye,,1,944135.294302588,eye,944136.440906037,944136.648861236
28,immediate,6,gallery,clock,T,1,944136.844177353,clock,944137.808795591,944138.296739369
28,immediate,6,bench,necklace,,1,944138.477396167,necklace,944140.880594438,944142.304503078
28,immediate,6,shower,shark,S,1,944142.693710915,shark,944144.168403473,944144.720329263
28,immediate,6,court,body,,1,944144.943533582,body,944147.112229843,944147.944140891
28,immediate,6,swamp,scissors,S,1,944148.159958201,scissors,944149.456046795,944150.455964694
28,immediate,6,smoke,toad,,1,944150.643105085,toad,944158.007500804,944158.423430219
28,immediate,6,judge,bowl,T,1,944158.575795553,bowl,944160.439332226,944160.879326395
28,immediate,6,pie,pen,,1,944162.292174292,pin,944164.519064721,944164.847026754
28,immediate,7,pencil,horn,,1,944641.921000079,horn,944645.048017524,944645.383963009
28,immediate,7,finger,vice,,1,944645.687045613,vice,944647.791836227,944648.231773347
28,immediate,7,dice,suit,S,1,944648.403521847,suit,944649.575713452,944649.951670068
28,immediate,7,circus,palace,T,1,944650.086696923,palace,944651.039650731,944652.00760162
28,immediate,7,whip,duck,,1,944652.219859595,duck,944653.615480393,944653.959437702
28,immediate,7,magazine,tail,S,1,944654.452999688,tail,944655.863281917,944656.343253109
28,immediate,7,ant,knight,,1,944656.586179866,knight,944657.607203247,944658.143145834
28,immediate,7,tiger,knee,,1,944658.33603966,knee,944662.558898067,944663.030839323
28,immediate,7,peanut,ceiling,,1,944663.185654417,vice,944667.126596072,944667.510543384
28,immediate,7,carriage,chest,T,1,944667.668629553,chest,944668.798512094,944669.358466914
28,immediate,8,bolt,parade,,1,944843.354963118,parade,944846.291028796,944847.14693608
28,immediate,8,officer,moon,,1,944847.304325293,moon,944850.730745269,944851.218679689
28,immediate,8,frame,robin,T,1,944851.603972317,robin,944853.122572199,944853.562516262
28,immediate,8,cat,prince,S,1,944853.820475113,prince,944855.682421978,944856.378329105
28,immediate,8,beer,crown,,1,944856.653584177,,NaN,NaN
28,immediate,8,giant,boss,,1,944865.686195924,boss,944868.073601756,944868.521547381
28,immediate,8,scratch,light,,1,944868.652627032,light,944870.297455341,944870.897350662
28,immediate,8,television,costume,,1,944871.102439859,screen,944874.9691809,944875.905068793
28,immediate,8,sun,thumb,S,1,944876.102019693,thumb,944878.392930469,944879.504878692
28,immediate,8,cage,brass,T,1,944879.668410113,brass,944881.360738888,944882.056675595
28,immediate,9,coach,wedding,T,1,945057.821203763,wedding,945059.205412472,945060.053200474
28,immediate,9,lobster,garbage,S,1,945060.25403006,garbage,945061.45310805,945062.765008702
28,immediate,9,automobile,golf,,1,945063.137147606,wall,945067.32475193,945067.676676392
28,immediate,9,spider,star,,1,945067.903431595,star,945069.844560393,945070.412506814
28,immediate,9,key,ball,,1,945070.803226885,ball,945072.300411593,945072.772363716
28,immediate,9,spaghetti,scale,,1,945073.003026884,scale,945074.460268979,945075.16419125
28,immediate,9,note,photograph,,1,945075.336161001,book,945078.172052455,945078.48398782
28,immediate,9,carpet,portrait,T,1,945078.83588572,portrait,945084.05166862,945085.555552437
28,immediate,9,wall,cheese,S,1,945085.702016132,cheese,945090.051226117,945090.747207497
28,immediate,9,cotton,restaurant,,1,945090.93493437,portrai,945095.066931323,945096.466815355
28,immediate,10,ticket,colonel,T,1,945265.388043627,colonel,945267.48779678,945268.351701098
28,immediate,10,lemon,strawberry,,1,945268.687459742,strawberry,945269.711635272,945271.663505161
28,immediate,10,jury,cross,,1,945271.803877961,cross,945273.999390578,945274.623339183
28,immediate,10,floor,snake,S,1,945274.936962455,snake,945276.447236897,945276.943169861
28,immediate,10,sugar,crane,,1,945277.28677492,crane,945278.727041653,945279.454979478
28,immediate,10,rabbit,steel,,1,945279.669918424,steel,945281.726837607,945282.358791999
28,immediate,10,badge,shore,,1,945282.636348325,shore,945284.606673211,945285.134635666
28,immediate,10,nail,pudding,T,1,945285.319469372,pudding,945286.334575418,945287.2225134
28,immediate,10,cook,dentist,,1,945287.43596758,crane,945290.638312117,945291.390288737
28,immediate,10,lawyer,moose,S,1,945291.585638057,moose,945293.822119857,945294.414025689
