subject,group,list,cue,target,practice,test,onset
40,immediate,1,tree,square,T,1,856417.489247193
40,immediate,1,bank,helmet,S,NaN,856421.988968741
40,immediate,1,bourbon,rocket,,NaN,856426.488663122
40,immediate,1,page,sail,,NaN,856430.988322187
40,immediate,1,maiden,turkey,,1,856435.48810199
40,immediate,1,farm,jail,,1,856439.987740228
40,immediate,1,herd,tongue,,1,856444.487402915
40,immediate,1,lightning,choir,S,1,856448.987087335
40,immediate,1,peach,muscle,T,NaN,856453.486820956
40,immediate,1,cup,butter,,NaN,856457.986482134
40,immediate,1,pork,square,,NaN,856462.486198852
40,immediate,1,fruit,helmet,,1,856466.985863954
40,immediate,1,mail,rocket,T,1,856471.485556222
40,immediate,1,picture,sail,S,1,856475.985306444
40,immediate,1,morphine,turkey,S,NaN,856480.484944984
40,immediate,1,library,jail,T,NaN,856484.984633328
40,immediate,1,blanket,tongue,,NaN,856489.484347631
40,immediate,1,mustard,choir,,NaN,856493.984069782
40,immediate,1,president,muscle,,1,856498.483709831
40,immediate,1,station,butter,,1,856502.983403004
40,immediate,2,dirt,elephant,,NaN,856638.640751488
40,immediate,2,shell,vodka,,1,856643.140443756
40,immediate,2,hound,trail,T,NaN,856647.640214202
40,immediate,2,cherry,belly,T,1,856652.13987538
40,immediate,2,king,string,,1,856656.639520862
40,immediate,2,pie,barn,S,1,856661.139212526
40,immediate,2,ambassador,stove,,NaN,856665.638982973
40,immediate,2,coast,bubble,S,NaN,856670.138644754
40,immediate,2,chain,anchor,,NaN,856674.638327967
40,immediate,2,hospital,heel,,1,856679.138077586
40,immediate,2,shovel,elephant,T,1,856683.637720955
40,immediate,2,mechanic,vodka,,NaN,856688.137414129
40,immediate,2,island,trail,,1,856692.63714292
40,immediate,2,cocktail,belly,,NaN,856697.136787798
40,immediate,2,building,string,T,NaN,856701.636489726
40,immediate,2,garden,barn,,NaN,856706.13622878
40,immediate,2,toilet,stove,S,1,856710.635905352
40,immediate,2,pigeon,bubble,,1,856715.135596413
40,immediate,2,salt,anchor,,1,856719.635267854
40,immediate,2,beef,heel,S,NaN,856724.134961329
40,immediate,3,balloon,spot,T,1,856843.193461475
40,immediate,3,highway,pond,T,NaN,856847.693189361
40,immediate,3,root,pile,S,NaN,856852.192846011
40,immediate,3,pound,badge,,1,856856.692539487
40,immediate,3,castle,channel,S,1,856861.192230547
40,immediate,3,thorn,fence,,1,856865.691946661
40,immediate,3,date,fuel,,NaN,856870.191654022
40,immediate,3,coffin,powder,,NaN,856874.691335725
40,immediate,3,scout,chapel,,1,856879.190999016
40,immediate,3,bridge,shield,,NaN,856883.690736561
40,immediate,3,janitor,spot,,NaN,856888.190386571
40,immediate,3,feast,pond,,1,856892.690107816
40,immediate,3,college,pile,,1,856897.189808234
40,immediate,3,circle,badge,T,NaN,856901.689479977
40,immediate,3,hat,channel,,NaN,856906.189189148
40,immediate,3,bucket,fence,,NaN,856910.688857873
40,immediate,3,poison,fuel,T,1,856915.188537161
40,immediate,3,cigarette,powder,S,1,856919.688254181
40,immediate,3,basket,chapel,S,NaN,856924.187916264
40,immediate,3,animal,shield,,1,856928.687612457
40,immediate,4,soldier,chocolate,,NaN,857355.441731219
40,immediate,4,robin,plate,,NaN,857359.941419563
40,immediate,4,gentleman,wallet,T,1,857364.44106263
40,immediate,4,ceiling,poet,T,NaN,857368.940831265
40,immediate,4,spark,honeymoon,,1,857373.440493953
40,immediate,4,shore,owl,,1,857377.940185617
40,immediate,4,briefcase,soil,S,NaN,857382.439893883
40,immediate,4,spring,restaurant,,NaN,857386.939567739
40,immediate,4,cereal,eye,S,1,857391.439257894
40,immediate,4,bomb,bullet,,1,857395.938962236
40,immediate,4,thread,chocolate,,1,857400.438667483
