sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
4,0,C,rifle,1,NaN,2769173.69301427,2769197.54976774,2769199.11767708,floor,NaN
4,0,C,medal,2,NaN,2769201.99117732,2769204.49340933,2769212.89295758,mousse,NaN
4,0,C,floor,3,NaN,2769213.79040544,2769216.21279082,2769217.19665228,rifle,NaN
4,0,C,jeep,4,NaN,2769218.12347405,2769220.03659168,2769221.08451438,crane,NaN
4,0,C,uniform,5,NaN,2769221.57322456,2769222.10846502,2769223.07640859,light,NaN
4,0,C,record,6,NaN,2769224.07306534,2769232.00396295,2769232.99585293,ocean,NaN
4,0,C,goat,7,NaN,2769233.50579199,NaN,2769263.71396274,,NaN
4,0,C,light,8,NaN,0,0,0,,NaN
4,0,C,string,9,NaN,0,0,0,,NaN
4,0,C,crane,10,NaN,0,0,0,,NaN
4,0,C,bracelet,11,NaN,0,0,0,,NaN
4,0,C,moose,12,NaN,0,0,0,,NaN
4,0,C,ocean,13,NaN,0,0,0,,NaN
4,0,C,fountain,14,NaN,0,0,0,,NaN
4,0,C,drum,15,NaN,0,0,0,,NaN
4,1,T,mistress,16,NaN,2769479.00654766,2769482.67871307,2769484.10260648,badge,NaN
4,1,T,bishop,17,NaN,2769484.87280086,2769485.52653701,2769486.15850216,cook,NaN
4,1,T,medicine,18,NaN,2769486.90602483,2769488.14240739,2769489.29437035,saddle,NaN
4,1,T,park,19,NaN,2769489.73920256,2769491.59020646,2769492.19018249,key,NaN
4,1,T,pigeon,20,NaN,2769492.68897677,2769495.59003894,2769496.44595267,tunne,NaN
4,1,T,envelope,21,NaN,2769497.0387203,2769498.36586095,2769499.78976039,square,NaN
4,1,T,saddle,22,NaN,2769500.18849668,2769503.68557707,2769505.49346245,pigeon,NaN
4,1,T,tunnel,23,NaN,2769506.07146766,2769506.87740885,2769507.67735808,peak,NaN
4,1,T,cook,24,NaN,2769508.28796274,2769519.27677751,2769521.61260259,medicine,NaN
4,1,T,necklace,25,NaN,2769522.5870428,2769526.06037358,2769528.74826008,envelope,NaN
4,1,T,square,26,NaN,2769529.48657974,2769532.67606255,2769534.30793806,badge,NaN
4,1,T,badge,27,NaN,2769535.05291616,2769539.52368909,2769540.11564083,cook,NaN
4,1,T,key,28,NaN,2769540.5191958,2769547.70724574,2769549.28317123,medicine,NaN
4,1,T,tomb,29,NaN,2769549.71861208,NaN,2769569.0194341,,NaN
4,1,T,cellar,30,NaN,0,0,0,,NaN
4,2,S,trophy,31,NaN,2769753.73867131,2769758.16813379,2769759.08005882,spot,NaN
4,2,S,physician,32,NaN,2769759.73834683,2769760.02404029,2769760.93598584,glass,NaN
