sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
55,0,C,dummy,1,NaN,3537516.722,3537517.96,3537518.568,dummy,NaN
55,0,C,wire,2,NaN,3537519.022,3537519.488,3537519.928,knee,NaN
55,0,C,paint,3,NaN,3537520.155,3537522.727,3537523.519,wire,NaN
55,0,C,table,4,NaN,3537523.972,3537524.447,3537524.903,nest,NaN
55,0,C,knee,5,NaN,3537525.088,3537528.399,3537529.447,pumpkin,NaN
55,0,C,pumpkin,6,NaN,3537529.671,3537533.199,3537533.807,admiral,NaN
55,0,C,beer,7,NaN,3537534.021,3537537.951,3537538.399,tree,NaN
55,0,C,parade,8,NaN,3537538.638,3537548.63,3537549.198,test,NaN
55,0,C,nest,9,NaN,3537549.404,NaN,3537567.529,,NaN
55,0,C,frame,10,NaN,3537567.536,NaN,3537579.385,,NaN
55,0,C,city,11,NaN,3537579.402,NaN,3537579.689,,NaN
55,0,C,squirrel,12,NaN,3537579.702,NaN,3537606.802,,NaN
55,0,C,helmet,13,NaN,0,0,0,,NaN
55,0,C,train,14,NaN,0,0,0,,NaN
55,0,C,admiral,15,NaN,0,0,0,,NaN
55,1,S,bat,16,NaN,3537796.354,3537797.713,3537798.705,president,NaN
55,1,S,hand,17,NaN,3537798.937,3537799.137,3537799.521,heel,NaN
55,1,S,dirt,18,NaN,3537799.737,3537799.921,3537800.641,pond,NaN
55,1,S,pond,19,NaN,3537800.921,3537801.025,3537801.489,dirt,NaN
55,1,S,clown,20,NaN,3537801.721,3537802.921,3537803.545,circle,NaN
55,1,S,circle,21,NaN,3537803.72,3537803.961,3537804.928,sword,NaN
55,1,S,sword,22,NaN,3537805.22,3537806.176,3537806.496,cook,NaN
55,1,S,blanket,23,NaN,3537806.737,3537806.912,3537807.4,smoke,NaN
55,1,S,president,24,NaN,3537807.603,3537810.424,3537810.648,bat,NaN
55,1,S,heel,25,NaN,3537810.853,3537815.848,3537816.216,dirt,NaN
55,1,S,chapel,26,NaN,3537816.52,3537819.232,3537819.584,hand,NaN
55,1,S,shell,27,NaN,3537819.803,3537822.624,3537822.92,rat,NaN
55,1,S,smoke,28,NaN,3537823.136,3537829.255,3537830.023,statue,NaN
55,1,S,cook,29,NaN,3537830.319,3537860.838,3537861.326,pond,NaN
55,1,S,statue,30,NaN,3537861.617,NaN,3537886.417,,NaN
55,2,T,camera,31,NaN,3538097.118,3538098.177,3538098.745,hockey,NaN
55,2,T,ski,32,NaN,3538099.068,3538099.345,3538099.681,cane,NaN
55,2,T,pen,33,NaN,3538099.901,3538099.953,3538100.801,fountain,NaN
55,2,T,sheep,34,NaN,3538101.068,3538101.281,3538102.441,portrait,NaN
55,2,T,fountain,35,NaN,3538102.701,3538102.841,3538103.497,camera,NaN
55,2,T,portrait,36,NaN,3538103.751,3538103.841,3538104.177,ski,NaN
55,2,T,horn,37,NaN,3538104.451,3538104.809,3538105.241,bread,NaN
55,2,T,park,38,NaN,3538105.484,3538107.681,3538108.648,monument,NaN
55,2,T,metal,39,NaN,3538108.901,NaN,3538134.995,,NaN
55,2,T,hockey,40,NaN,3538135.016,NaN,3538135.755,,NaN
55,2,T,cane,41,NaN,3538135.765,NaN,3538136.059,,NaN
55,2,T,gift,42,NaN,3538136.065,NaN,3538174.497,,NaN
55,2,T,shark,43,NaN,3538174.513,NaN,3538187.214,,NaN
55,2,T,bread,44,NaN,0,0,0,,NaN
55,2,T,clay,45,NaN,0,0,0,,NaN
55,3,S,porch,46,NaN,3538370.184,3538370.795,3538373.154,lightning,NaN
55,3,S,lightning,47,NaN,3538373.433,3538373.578,3538374.162,porch,NaN
55,3,S,ceiling,48,NaN,3538374.433,3538374.506,3538374.954,flag,NaN
55,3,S,pile,49,NaN,3538375.183,3538375.674,3538375.986,rock,NaN
55,3,S,gentleman,50,NaN,3538376.217,3538376.554,3538378.098,magician,NaN
55,3,S,thread,51,NaN,3538378.416,3538378.69,3538379.002,chin,NaN
55,3,S,pony,52,NaN,3538379.316,3538379.546,3538379.962,drug,NaN
55,3,S,butterfly,53,NaN,3538380.183,3538381.418,3538381.954,pile,NaN
55,3,S,salmon,54,NaN,3538382.249,3538382.93,3538383.682,potato,NaN
55,3,S,potato,55,NaN,3538384.083,3538393.721,3538394.433,salmon,NaN
55,3,S,flag,56,NaN,3538394.682,3538394.937,3538396.009,butterfly,NaN
55,3,S,drug,57,NaN,3538396.232,3538401.937,3538402.657,ceiling,NaN
55,3,S,magician,58,NaN,3538402.915,3538425.656,3538425.936,rock,NaN
55,3,S,rock,59,NaN,3538426.13,NaN,3538460.231,,NaN
55,3,S,chin,60,NaN,0,0,0,,NaN
55,4,T,button,61,NaN,3538672.081,3538673.339,3538673.899,milk,NaN
55,4,T,laundry,62,NaN,3538674.314,3538674.427,3538674.97,wheel,NaN
55,4,T,milk,63,NaN,3538675.23,3538675.522,3538676.298,laundry,NaN
55,4,T,gown,64,NaN,3538676.664,3538676.906,3538678.562,button,NaN
55,4,T,medicine,65,NaN,3538678.814,3538679.65,3538680.066,brick,NaN
55,4,T,wheel,66,NaN,3538680.58,3538681.018,3538681.298,roof,NaN
55,4,T,saddle,67,NaN,3538681.63,3538685.234,3538685.722,cat,NaN
55,4,T,cat,68,NaN,3538686.046,3538686.194,3538686.514,worm,NaN
55,4,T,worm,69,NaN,3538686.73,3538694.258,3538694.513,bat,NaN
55,4,T,medal,70,NaN,3538694.662,NaN,3538762.164,,NaN
55,4,T,chart,71,NaN,0,0,0,,NaN
55,4,T,brick,72,NaN,0,0,0,,NaN
55,4,T,roof,73,NaN,0,0,0,,NaN
55,4,T,spot,74,NaN,0,0,0,,NaN
55,4,T,foot,75,NaN,0,0,0,,NaN
55,5,S,vest,76,NaN,3538944.679,3538945.412,3538945.948,banner,NaN
55,5,S,sun,77,NaN,3538946.179,3538946.308,3538946.892,steel,NaN
55,5,S,banner,78,NaN,3538947.096,3538947.332,3538947.564,sun,NaN
55,5,S,steel,79,NaN,3538947.863,3538948.004,3538948.564,vest,NaN
55,5,S,toothbrush,80,NaN,3538948.779,3538949.076,3538949.612,aisle,NaN
55,5,S,aisle,81,NaN,3538949.796,3538950.02,3538951.572,toothbrush,NaN
55,5,S,dame,82,NaN,3538951.862,3538951.996,3538952.66,mansion,NaN
55,5,S,hose,83,NaN,3538953.079,3538953.82,3538954.572,cabinet,NaN
55,5,S,blouse,84,NaN,3538954.812,3538954.988,3538955.308,fork,NaN
55,5,S,fork,85,NaN,3538955.545,3538955.788,3538956.788,policeman,NaN
55,5,S,policeman,86,NaN,3538957.179,3538958.396,3538959.675,preist,NaN
55,5,S,priest,87,NaN,3538959.912,3538960.099,3538960.683,nurse,NaN
55,5,S,mansion,88,NaN,3538960.945,3538963.219,3538963.531,fork,NaN
55,5,S,nurse,89,NaN,3538963.762,3539008.937,3539009.265,dame,NaN
55,5,S,cabinet,90,NaN,3539009.525,3539009.929,3539010.209,hose,NaN
55,6,T,sponge,91,NaN,3539250.86,3539252.18,3539252.78,sponge,NaN
55,6,T,rope,92,NaN,3539253.026,3539253.204,3539253.572,bowl,NaN
55,6,T,thorn,93,NaN,3539253.793,3539254.156,3539254.868,square,NaN
55,6,T,spring,94,NaN,3539255.576,3539256.58,3539257.876,flood,NaN
55,6,T,essay,95,NaN,3539258.259,3539258.588,3539259.028,thorn,NaN
55,6,T,paper,96,NaN,3539259.292,3539260.252,3539260.7,essay,NaN
55,6,T,scale,97,NaN,3539261.026,3539261.388,3539261.771,paper,NaN
55,6,T,vault,98,NaN,3539261.976,3539263.283,3539263.843,cross,NaN
