subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
61,delay,1,sponge,priest,S,1,179507.407006554,,NaN,NaN,1
61,delay,1,dress,nail,S,NaN,179511.90672115,,NaN,NaN,1
61,delay,1,duck,belly,S,NaN,179516.406436952,,NaN,NaN,1
61,delay,1,picture,mouth,S,1,179520.906152453,,NaN,NaN,1
61,delay,2,bracelet,bedroom,S,1,179662.596989714,,NaN,NaN,1
61,delay,2,potato,orange,S,NaN,179667.096691631,,NaN,NaN,1
61,delay,2,glass,steel,S,1,179671.596398076,,NaN,NaN,1
61,delay,2,hawk,beach,S,NaN,179676.096095466,,NaN,NaN,1
61,delay,3,heel,soil,S,1,179845.868109577,,NaN,NaN,1
61,delay,3,bubble,shore,S,NaN,179850.367829606,,NaN,NaN,1
61,delay,3,chicken,whip,S,NaN,179854.867519751,,NaN,NaN,1
61,delay,3,alley,elbow,S,1,179859.367212009,,NaN,NaN,1
61,delay,4,cake,helmet,S,NaN,179998.924548748,,NaN,NaN,1
61,delay,4,partner,window,S,1,180003.42424976,,NaN,NaN,1
61,delay,4,ball,forehead,S,1,180007.923945339,,NaN,NaN,1
61,delay,4,toothbrush,spike,S,NaN,180012.423646351,,NaN,NaN,1
61,delay,5,corn,blood,S,1,180202.294065426,,NaN,NaN,1
61,delay,5,mole,ditch,S,NaN,180206.793777908,,NaN,NaN,1
61,delay,5,desk,brat,S,1,180211.293451753,,NaN,NaN,1
61,delay,5,medal,floor,S,NaN,180215.79315518,,NaN,NaN,1
61,delay,6,crowd,collar,S,NaN,180670.626908143,,NaN,NaN,1
61,delay,6,tooth,cloud,S,1,180675.126629681,,NaN,NaN,1
61,delay,6,newspaper,button,S,1,180679.62629598,,NaN,NaN,1
61,delay,6,pile,costume,S,NaN,180684.125966202,,NaN,NaN,1
61,delay,7,salmon,lawyer,S,NaN,180858.913211953,,NaN,NaN,1
61,delay,7,cane,envelope,S,1,180863.4128861,,NaN,NaN,1
61,delay,7,peach,coal,S,1,180867.912574132,,NaN,NaN,1
61,delay,7,sting,cup,S,NaN,180872.412229262,,NaN,NaN,1
61,delay,8,jury,apple,S,1,181012.468655151,,NaN,NaN,1
61,delay,8,menu,pepper,S,NaN,181016.968323865,,NaN,NaN,1
61,delay,8,planet,pearl,S,NaN,181021.467998615,,NaN,NaN,1
61,delay,8,bottle,roof,S,1,181025.967667932,,NaN,NaN,1
61,delay,9,frame,hockey,S,1,181206.65443014,,NaN,NaN,1
61,delay,9,rabbit,hardware,S,NaN,181211.154103683,,NaN,NaN,1
61,delay,9,witch,shoe,S,1,181215.653778736,,NaN,NaN,1
61,delay,9,library,sand,S,NaN,181220.153466768,,NaN,NaN,1
61,delay,10,ferry,nose,S,NaN,181354.893555712,,NaN,NaN,1
61,delay,10,gift,lobster,S,1,181359.39322835,,NaN,NaN,1
61,delay,10,ribbon,coffee,S,1,181363.892899478,,NaN,NaN,1
61,delay,10,square,foot,S,NaN,181368.392571814,,NaN,NaN,1
61,delay,1,sponge,priest,S,1,179546.537852556,,NaN,NaN,2
61,delay,1,dress,nail,S,NaN,179551.037566246,,NaN,NaN,2
61,delay,1,duck,belly,S,NaN,179555.53728054,,NaN,NaN,2
61,delay,1,picture,mouth,S,1,179560.037003587,,NaN,NaN,2
61,delay,2,bracelet,bedroom,S,1,179702.044377922,,NaN,NaN,2
61,delay,2,potato,orange,S,NaN,179706.54407833,,NaN,NaN,2
61,delay,2,glass,steel,S,1,179711.043776927,,NaN,NaN,2
61,delay,2,hawk,beach,S,NaN,179715.543477637,,NaN,NaN,2
61,delay,3,heel,soil,S,1,179882.865643718,,NaN,NaN,2
61,delay,3,bubble,shore,S,NaN,179887.365351069,,NaN,NaN,2
61,delay,3,chicken,whip,S,NaN,179891.86504061,,NaN,NaN,2
61,delay,3,alley,elbow,S,1,179896.364747357,,NaN,NaN,2
61,delay,4,cake,helmet,S,NaN,180044.171526192,,NaN,NaN,2
61,delay,4,partner,window,S,1,180048.671222977,,NaN,NaN,2
61,delay,4,ball,forehead,S,1,180053.170922782,,NaN,NaN,2
61,delay,4,toothbrush,spike,S,NaN,180057.67058908,,NaN,NaN,2
61,delay,5,corn,blood,S,1,180242.507932919,,NaN,NaN,2
61,delay,5,mole,ditch,S,NaN,180247.007626385,,NaN,NaN,2
61,delay,5,desk,brat,S,1,180251.507297815,,NaN,NaN,2
61,delay,5,medal,floor,S,NaN,180256.006979206,,NaN,NaN,2
61,delay,6,crowd,collar,S,NaN,180713.257184091,,NaN,NaN,2
61,delay,6,tooth,cloud,S,1,180717.756849182,,NaN,NaN,2
61,delay,6,newspaper,button,S,1,180722.256547779,,NaN,NaN,2
61,delay,6,pile,costume,S,NaN,180726.756193551,,NaN,NaN,2
61,delay,7,salmon,lawyer,S,NaN,180896.410479404,,NaN,NaN,2
61,delay,7,cane,envelope,S,1,180900.910149929,,NaN,NaN,2
61,delay,7,peach,coal,S,1,180905.409821661,,NaN,NaN,2
61,delay,7,sting,cup,S,NaN,180909.909494902,,NaN,NaN,2
61,delay,8,jury,apple,S,1,181055.448859151,,NaN,NaN,2
61,delay,8,menu,pepper,S,NaN,181059.948532091,,NaN,NaN,2
61,delay,8,planet,pearl,S,NaN,181064.448203823,,NaN,NaN,2
61,delay,8,bottle,roof,S,1,181068.947877969,,NaN,NaN,2
61,delay,9,frame,hockey,S,1,181238.835398982,,NaN,NaN,2
61,delay,9,rabbit,hardware,S,NaN,181243.335071318,,NaN,NaN,2
61,delay,9,witch,shoe,S,1,181247.834743955,,NaN,NaN,2
61,delay,9,library,sand,S,NaN,181252.334413876,,NaN,NaN,2
61,delay,10,ferry,nose,S,NaN,181399.590303308,,NaN,NaN,2
61,delay,10,gift,lobster,S,1,181404.089968097,,NaN,NaN,2
61,delay,10,ribbon,coffee,S,1,181408.589659148,,NaN,NaN,2
61,delay,10,square,foot,S,NaN,181413.089311259,,NaN,NaN,2
