sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,wheat,bedroom,1,3970753.43362102,NaN,NaN,NaN,NaN,,NaN,19,3970948.70425052,3970951.91998072,3970952.35193494,room,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,cave,forest,2,3970757.44999772,NaN,NaN,NaN,NaN,,NaN,13,3970928.95550627,3970932.04106082,3970932.84097594,pencil,0
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,umbrella,tomb,3,3970761.4664363,NaN,NaN,NaN,NaN,,NaN,20,3970952.57064226,3970953.96784064,3970954.63178948,tomb,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,book,bomb,4,3970765.48284469,NaN,NaN,NaN,NaN,,NaN,4,3970902.17391205,NaN,3970905.25402973,,0
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,trophy,emperor,5,3970769.49924191,NaN,NaN,NaN,NaN,,NaN,25,3970967.70299,3970974.29481255,3970975.18271269,emperor,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,apple,honeymoon,6,3970773.51562555,NaN,NaN,NaN,NaN,,NaN,17,3970940.53809382,3970942.98442803,3970944.09637696,honeymoon,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,eye,station,7,3970777.5320276,NaN,NaN,NaN,NaN,,NaN,16,3970937.90493184,3970939.7766213,3970940.08858449,land,0
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,newspaper,slave,8,3970781.54837985,NaN,NaN,NaN,NaN,,NaN,23,3970960.70341983,3970963.86332317,3970964.31927784,slave,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,statue,soup,9,3970785.56484378,NaN,NaN,NaN,NaN,,NaN,18,3970945.38775027,NaN,3970948.6845194,,0
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,desk,carriage,10,3970789.58122803,NaN,NaN,NaN,NaN,,NaN,2,3970896.34067274,3970898.09082751,3970899.01875102,carriage,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,wallet,drain,11,3970793.59766449,NaN,NaN,NaN,NaN,,NaN,3,3970899.30744544,3970901.4426236,3970901.94657463,drane,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,mustard,robin,12,3970797.61405024,NaN,NaN,NaN,NaN,,NaN,21,3970954.88715911,3970957.69568954,3970958.29562935,robin,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,suitcase,weed,13,3970801.6304535,NaN,NaN,NaN,NaN,,NaN,1,3970894.27441948,3970895.40298539,3970895.92289837,weed,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,balloon,deer,14,3970805.64688785,NaN,NaN,NaN,NaN,,NaN,9,3970916.93961676,3970918.26575135,3970918.64972401,deer,1
72,immediate,pilot4,2015-03-10-1308m56s,3970593.82333602,1,N,C,leaf,porch,15,3970809.66323467,NaN,NaN,NaN,NaN,,NaN,15,3970935.2717744,3970937.12877448,3970937.65671599,porch,1
