subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
40,immediate,1,tree,square,T,1,856531.531459434,square,856536.063332095,856538.807187192,1
40,immediate,1,peach,muscle,T,NaN,856539.030665126,muscle,856540.551143407,856542.110975146,1
40,immediate,1,mail,rocket,T,1,856542.330435814,turkey,856548.478668099,856549.262617384,1
40,immediate,1,library,jail,T,NaN,856550.129885489,jail,856555.342286585,856557.278148864,1
40,immediate,2,hound,trail,T,NaN,856731.651102085,trail,856733.252351304,856734.092251043,1
40,immediate,2,cherry,belly,T,1,856734.450620278,belly,856735.660239865,856736.260117798,1
40,immediate,2,shovel,elephant,T,1,856736.550467574,stove,856740.339928263,856742.699801597,1
40,immediate,2,building,string,T,NaN,856743.183355675,car,856744.483702285,856744.979683056,1
40,immediate,3,balloon,spot,T,1,856957.235690317,spot,856958.679765067,856959.151693552,1
40,immediate,3,highway,pond,T,NaN,856959.401884243,pond,856960.647623311,856961.183571495,1
40,immediate,3,circle,badge,T,NaN,856961.551749514,badge,856963.895460208,856964.663387212,1
40,immediate,3,poison,fuel,T,1,856965.068148046,fuel,856966.543373593,856966.999257761,1
40,immediate,4,gentleman,wallet,T,1,857448.452080005,wallet,857450.54026458,857451.412184431,1
40,immediate,4,ceiling,poet,T,NaN,857451.784772721,poet,857452.828137107,857453.548053411,1
40,immediate,4,circus,plate,T,1,857453.751299522,plate,857454.843996089,857455.659946773,1
40,immediate,4,mansion,bullet,T,NaN,857456.034468083,soil,857465.299401228,857465.739369667,1
40,immediate,5,dove,note,T,1,857672.486653432,note,857674.871719728,857675.975623832,1
40,immediate,5,meal,orange,T,NaN,857676.269368771,orange,857679.039500759,857679.959386335,1
40,immediate,5,crane,truck,T,1,857680.285760511,truck,857682.231288499,857684.199162438,1
40,immediate,5,seed,breast,T,NaN,857685.068765321,breast,857688.678949178,857689.750882673,1
40,immediate,6,cow,fly,T,NaN,857862.523617478,fly,857864.205106387,857864.605084775,1
40,immediate,6,jewel,bird,T,1,857865.089779831,bird,857867.084981689,857867.676955184,1
40,immediate,6,drug,officer,T,NaN,857867.839596686,officer,857868.900869588,857869.932807598,1
40,immediate,6,record,bowl,T,1,857870.156092653,player,857872.868664745,857873.73255761,1
40,immediate,7,key,pudding,T,1,858399.420101849,pudding,858401.095190418,858402.191107379,1
40,immediate,7,monk,dial,T,NaN,858402.50290089,dial,858403.926990726,858404.302927694,1
40,immediate,7,bracelet,necklace,T,NaN,858404.66941447,necklace,858405.94286782,858407.190824851,1
40,immediate,7,cloth,magician,T,1,858407.469224851,towel,858410.054678173,858411.7025167,1
40,immediate,8,snake,poster,T,NaN,858585.640665462,coffee,858587.324756584,858588.204625547,1
