sub_num,list,practice,target,study_order,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score
31,0,C,mole,1,NaN,NaN,NaN,NaN,,NaN
31,0,C,candy,2,NaN,NaN,NaN,NaN,,NaN
31,0,C,cellar,3,NaN,NaN,NaN,NaN,,NaN
31,0,C,cannon,4,NaN,NaN,NaN,NaN,,NaN
31,0,C,pigeon,5,NaN,NaN,NaN,NaN,,NaN
31,0,C,record,6,NaN,NaN,NaN,NaN,,NaN
31,0,C,needle,7,NaN,NaN,NaN,NaN,,NaN
31,0,C,tomato,8,NaN,NaN,NaN,NaN,,NaN
31,0,C,peanut,9,NaN,NaN,NaN,NaN,,NaN
31,0,C,poison,10,NaN,NaN,NaN,NaN,,NaN
31,0,C,road,11,NaN,NaN,NaN,NaN,,NaN
31,0,C,circus,12,NaN,NaN,NaN,NaN,,NaN
31,0,C,floor,13,NaN,NaN,NaN,NaN,,NaN
31,0,C,dove,14,NaN,NaN,NaN,NaN,,NaN
31,0,C,hawk,15,NaN,NaN,NaN,NaN,,NaN
31,1,S,prisoner,16,1,3379994.84267232,NaN,NaN,,NaN
31,1,S,flood,17,2,3379998.85900918,NaN,NaN,,NaN
31,1,S,platform,18,3,3380002.87529019,NaN,NaN,,NaN
31,1,S,marble,19,4,3380006.89158297,NaN,NaN,,NaN
31,1,S,rocket,20,5,3380010.90790564,NaN,NaN,,NaN
31,1,S,store,21,6,3380014.92422106,NaN,NaN,,NaN
31,1,S,bench,22,7,3380018.94054675,NaN,NaN,,NaN
31,1,S,squirrel,23,8,3380022.95682625,NaN,NaN,,NaN
31,1,S,wallet,24,9,3380026.97312779,NaN,NaN,,NaN
31,1,S,breast,25,10,3380030.98943234,NaN,NaN,,NaN
31,1,S,pile,26,11,3380035.00575863,NaN,NaN,,NaN
31,1,S,boot,27,12,3380039.02204447,NaN,NaN,,NaN
31,1,S,truck,28,13,3380043.03835658,NaN,NaN,,NaN
31,1,S,armor,29,14,3380047.05461887,NaN,NaN,,NaN
31,1,S,brake,30,15,3380051.0709512,NaN,NaN,,NaN
31,2,T,garbage,31,1,3380264.06831849,3380266.54165259,3380268.39752286,strawberry,NaN
31,2,T,strawberry,32,2,3380268.75119222,3380269.62149348,3380270.29346149,patch,NaN
31,2,T,patch,33,3,3380270.63439442,3380270.7974113,3380273.16525116,ambulence,NaN
31,2,T,ambulance,34,4,3380273.46742364,3380273.64521713,3380274.51720149,copper,NaN
31,2,T,copper,35,5,3380274.75059275,3380274.82919456,3380275.21318201,cup,NaN
31,2,T,cup,36,6,3380275.66722267,3380275.99715691,3380276.84510068,mirror,NaN
31,2,T,reed,37,7,3380277.11708456,3380278.39703206,3380278.80497558,belt,NaN
31,2,T,button,38,8,3380279.06692366,3380281.92486279,3380283.01272828,garbage,NaN
31,2,T,church,39,9,3380283.24986153,3380288.60446932,3380289.3324459,wallet,NaN
31,2,T,collar,40,10,3380289.58261109,3380299.2919278,3380300.07585681,church,NaN
31,2,T,mirror,41,11,3380300.36496476,3380329.97830386,3380330.21823795,cup,NaN
31,2,T,monkey,42,12,3380330.62884375,3380348.41734092,3380349.10523949,collar,NaN
31,2,T,belly,43,13,3380349.3271008,NaN,3380354.12820097,,NaN
31,2,T,journal,44,14,0,0,0,,NaN
31,2,T,elbow,45,15,0,0,0,,NaN
31,3,S,clown,46,1,3380563.85703721,NaN,NaN,,NaN
31,3,S,key,47,2,3380567.87331973,NaN,NaN,,NaN
31,3,S,bullet,48,3,3380571.88961221,NaN,NaN,,NaN
31,3,S,crab,49,4,3380575.90591617,NaN,NaN,,NaN
31,3,S,hospital,50,5,3380579.92217273,NaN,NaN,,NaN
31,3,S,pen,51,6,3380583.93845585,NaN,NaN,,NaN
31,3,S,chair,52,7,3380587.95474773,NaN,NaN,,NaN
31,3,S,policeman,53,8,3380591.97101456,NaN,NaN,,NaN
31,3,S,television,54,9,3380595.98730161,NaN,NaN,,NaN
31,3,S,audience,55,10,3380600.00360707,NaN,NaN,,NaN
31,3,S,duck,56,11,3380604.01988536,NaN,NaN,,NaN
31,3,S,window,57,12,3380608.0361872,NaN,NaN,,NaN
31,3,S,bird,58,13,3380612.05246761,NaN,NaN,,NaN
31,3,S,meal,59,14,3380616.06873957,NaN,NaN,,NaN
31,3,S,paint,60,15,3380620.08500911,NaN,NaN,,NaN
31,4,T,dollar,61,1,3380832.58143147,3380837.30349427,3380838.11941965,wood,NaN
31,4,T,wood,62,2,3380838.38085851,3380838.75137242,3380840.06329274,mistress,NaN
31,4,T,mistress,63,3,3380840.3306807,3380840.55929282,3380842.69518002,jail,NaN
31,4,T,jail,64,4,3380843.03040382,3380843.31912299,3380844.31109598,thumb,NaN
31,4,T,thumb,65,5,3380844.86358004,3380845.19105664,3380845.84702405,hammer,NaN
31,4,T,hammer,66,6,3380846.26342743,3380846.53497484,3380848.71085764,ambassador,NaN
31,4,T,steam,67,7,3380848.99649133,3380852.10272088,3380853.10262066,dentist,NaN
31,4,T,admiral,68,8,3380853.32941415,3380861.90218021,3380863.07817258,admiral,NaN
31,4,T,ambassador,69,9,3380863.3951265,NaN,3380922.5967025,,NaN
31,4,T,dentist,70,10,0,0,0,,NaN
31,4,T,witch,71,11,0,0,0,,NaN
31,4,T,dial,72,12,0,0,0,,NaN
31,4,T,channel,73,13,0,0,0,,NaN
31,4,T,bus,74,14,0,0,0,,NaN
31,4,T,morgue,75,15,0,0,0,,NaN
31,5,S,spray,76,1,3381131.00251408,NaN,NaN,,NaN
31,5,S,crane,77,2,3381135.01879509,NaN,NaN,,NaN
31,5,S,whistle,78,3,3381139.0350915,NaN,NaN,,NaN
31,5,S,planet,79,4,3381143.05139062,NaN,NaN,,NaN
31,5,S,beast,80,5,3381147.06761338,NaN,NaN,,NaN
31,5,S,hill,81,6,3381151.08390194,NaN,NaN,,NaN
31,5,S,stick,82,7,3381155.10018235,NaN,NaN,,NaN
31,5,S,minister,83,8,3381159.11644887,NaN,NaN,,NaN
31,5,S,vice,84,9,3381163.13272898,NaN,NaN,,NaN
31,5,S,tape,85,10,3381167.14900184,NaN,NaN,,NaN
31,5,S,mate,86,11,3381171.16527047,NaN,NaN,,NaN
31,5,S,bomb,87,12,3381175.18155601,NaN,NaN,,NaN
31,5,S,wolf,88,13,3381179.19784065,NaN,NaN,,NaN
31,5,S,glass,89,14,3381183.21410838,NaN,NaN,,NaN
31,5,S,gift,90,15,3381187.230374,NaN,NaN,,NaN
