subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
67,delay,1,laundry,knee,,1,187618.746504284,,NaN,NaN
67,delay,1,muscle,nurse,S,1,187626.778944115,nurse,187629.915091911,187630.883101845
67,delay,1,pepper,ribbon,T,1,187631.061964036,ribbon,187632.539006551,187633.778981545
67,delay,1,cabin,moose,,1,187634.161753311,moose,187635.498959352,187636.170931234
67,delay,1,beam,bite,,1,187636.294912735,,NaN,NaN
67,delay,1,earth,highway,,1,187644.327664382,gold,187646.570702608,187647.082654737
67,delay,1,butcher,duck,,1,187647.277444043,duck,187651.410645123,187651.898610286
67,delay,1,ship,garlic,,1,187652.24376751,,NaN,NaN
67,delay,1,platform,gorilla,T,1,187660.276496216,gorilla,187662.538341562,187663.714301713
67,delay,1,nose,admiral,S,1,187663.909564329,,NaN,NaN
67,delay,2,neck,dough,S,1,187681.958567586,dough,187685.04184173,187685.521771796
67,delay,2,light,arm,,1,187685.891288474,,NaN,NaN
67,delay,2,skin,hurricane,T,1,187693.924031971,gold,187696.017526045,187696.497531877
67,delay,2,hand,stomach,,1,187696.690491334,stomach,187698.457496753,187699.729442795
67,delay,2,vice,axe,,1,187700.023580365,,NaN,NaN
67,delay,2,hook,jeep,,1,187708.056319334,,NaN,NaN
67,delay,2,spray,body,,1,187716.089062832,,NaN,NaN
67,delay,2,magazine,bow,T,1,187724.121804216,,NaN,NaN
67,delay,2,jewel,hospital,,1,187732.154539865,,NaN,NaN
67,delay,2,avenue,salmon,S,1,187740.187277929,,NaN,NaN
67,delay,3,butter,hostage,,1,187758.236295675,prison,187762.224071122,187762.98396633
67,delay,3,rash,colonel,S,1,187763.368893949,admiral,187769.103844102,187771.0397547
67,delay,3,tent,key,,1,187771.451622641,key,187772.96776845,187773.415755238
67,delay,3,deer,cannon,T,1,187773.568132911,jeep,187774.671742471,187775.239746188
67,delay,3,rocket,patch,,1,187775.817965607,,NaN,NaN
67,delay,3,bat,collar,,1,187783.850697936,,NaN,NaN
67,delay,3,planet,gold,T,1,187791.883436905,gold,187793.759305684,187794.351245653
67,delay,3,umbrella,cellar,,1,187796.349766862,,NaN,NaN
67,delay,3,scar,marble,S,1,187804.382502813,,NaN,NaN
67,delay,3,rifle,blade,,1,187812.415235745,,NaN,NaN
67,delay,4,bell,garbage,S,1,187830.464245039,ribbon,187833.21438427,187834.478332646
67,delay,4,toilet,bank,,1,187835.063541534,,NaN,NaN
67,delay,4,castle,shark,T,1,187843.096268429,shark,187844.718101171,187845.678090799
67,delay,4,dress,bird,,1,187846.22937201,,NaN,NaN
67,delay,4,bolt,swamp,,1,187854.262103131,swamp,187860.605698553,187861.677698386
67,delay,4,skirt,bean,,1,187862.328188706,,NaN,NaN
67,delay,4,knight,alcohol,,1,187870.360892358,,NaN,NaN
67,delay,4,cent,ski,S,1,187878.393626196,ski,187879.949250809,187881.709217557
67,delay,4,sack,shower,T,1,187881.893358903,shower,187883.725190252,187884.613202686
67,delay,4,blouse,pie,,1,187884.793145219,,NaN,NaN
67,delay,5,pipe,piano,,1,187902.842118592,,NaN,NaN
67,delay,5,elephant,net,,1,187910.87451405,,NaN,NaN
67,delay,5,throne,salad,T,1,187918.907241851,,NaN,NaN
67,delay,5,mustard,button,,1,187926.939974783,button,187931.348090657,187932.4040535
67,delay,5,organ,sock,S,1,187932.772869268,,NaN,NaN
67,delay,5,circus,ambassador,T,1,187940.805592239,,NaN,NaN
67,delay,5,eye,bucket,S,1,187957.837648411,,NaN,NaN
67,delay,5,shepherd,whistle,,1,187965.870385871,,NaN,NaN
67,delay,5,cook,hat,,1,187973.903108239,,NaN,NaN
67,delay,5,beard,lieutenant,,1,187981.935829097,,NaN,NaN
67,delay,6,audience,morphine,,1,187999.984803074,morphine,188001.962410813,188003.298390415
67,delay,6,novel,officer,,1,188003.467538587,officer,188005.802350309,188006.994311529
67,delay,6,bloom,barn,T,1,188007.167255839,barn,188010.41826698,188011.354199311
67,delay,6,mirror,movie,S,1,188011.650280228,movie,188016.794060445,188017.594027604
67,delay,6,tape,knife,,1,188017.716470848,jacket,188021.289991279,188022.281936863
67,delay,6,apple,tree,,1,188022.399444163,,NaN,NaN
67,delay,6,ground,wheel,,1,188030.432170756,,NaN,NaN
67,delay,6,forest,jury,T,1,188038.46489584,,NaN,NaN
67,delay,6,wreck,heel,S,1,188046.497620622,,NaN,NaN
67,delay,6,bottle,hockey,,1,188054.530346612,,NaN,NaN
67,delay,7,barrel,port,,1,188072.579268066,,NaN,NaN
67,delay,7,morgue,glove,S,1,188080.611715141,,NaN,NaN
67,delay,7,chair,lawyer,,1,188088.64444596,,NaN,NaN
67,delay,7,seat,boss,T,1,188096.677166818,,NaN,NaN
67,delay,7,animal,pork,,1,188104.70988828,,NaN,NaN
67,delay,7,anchor,shovel,,1,188112.742621514,shovel,188125.863548537,188126.847498567
67,delay,7,sponge,brush,,1,188127.191529566,,NaN,NaN
67,delay,7,rock,envelope,,1,188135.224257065,,NaN,NaN
67,delay,7,moon,pond,T,1,188143.256979131,,NaN,NaN
67,delay,7,wire,beer,S,1,188151.289706629,beer,188156.182816803,188156.734763908
67,delay,8,hardware,camel,,1,188166.87218312,jail,188179.166280241,188181.238254115
67,delay,8,hose,coal,,1,188182.304031494,coal,188184.742167825,188185.182122535
67,delay,8,horse,dame,T,1,188185.403793904,gallary,188190.054062661,188191.326022891
67,delay,8,cloud,sand,,1,188191.486676541,sand,188201.493754756,188201.957772196
67,delay,8,prison,store,S,1,188202.119195277,store,188204.725673221,188205.573696112
67,delay,8,seal,record,S,1,188205.768919788,,NaN,NaN
67,delay,8,trail,sword,,1,188229.800437147,sword,188234.885022553,188235.900986495
67,delay,8,spot,stake,T,1,188236.033304043,,NaN,NaN
67,delay,8,breast,note,,1,188244.066028825,,NaN,NaN
67,delay,8,cage,beef,,1,188252.098751796,,NaN,NaN
67,delay,9,racket,hotel,,1,188270.147709172,hotel,188273.292088875,188274.932114762
67,delay,9,channel,mate,,1,188275.230337345,,NaN,NaN
67,delay,9,shop,cup,T,1,188283.263062127,,NaN,NaN
67,delay,9,spider,plane,S,1,188291.295798983,plane,188294.459629665,188296.291544629
67,delay,9,passage,bed,,1,188296.462065943,,NaN,NaN
67,delay,9,brain,pocket,,1,188304.494795253,,NaN,NaN
67,delay,9,lane,screw,S,1,188312.527517922,,NaN,NaN
67,delay,9,cord,tiger,,1,188320.560243911,,NaN,NaN
67,delay,9,lunch,wing,T,1,188328.592971712,,NaN,NaN
67,delay,9,mule,nest,,1,188336.625694683,,NaN,NaN
67,delay,10,orange,briefcase,T,1,188354.67468315,briefcase,188356.866220262,188358.738129297
67,delay,10,shrimp,mistress,S,1,188359.073999628,mistress,188360.530091846,188361.842013849
67,delay,10,robin,blanket,,1,188362.207102907,blanket,188364.01795136,188365.161944386
67,delay,10,pony,gallery,,1,188365.323526544,,NaN,NaN
67,delay,10,fly,boot,,1,188373.356253137,,NaN,NaN
67,delay,10,thread,trophy,S,1,188381.388978523,,NaN,NaN
67,delay,10,cheek,gentleman,,1,188389.421710248,,NaN,NaN
67,delay,10,chin,reed,T,1,188397.454435936,,NaN,NaN
67,delay,10,bedroom,pigeon,,1,188405.487157398,,NaN,NaN
67,delay,10,cocktail,arrow,,1,188413.519883991,,NaN,NaN
