sub_num,list,practice,target,study_order,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score
3,0,C,palm,1,NaN,NaN,NaN,NaN,,NaN
3,0,C,cage,2,NaN,NaN,NaN,NaN,,NaN
3,0,C,screw,3,NaN,NaN,NaN,NaN,,NaN
3,0,C,ambulance,4,NaN,NaN,NaN,NaN,,NaN
3,0,C,steel,5,NaN,NaN,NaN,NaN,,NaN
3,0,C,cook,6,NaN,NaN,NaN,NaN,,NaN
3,0,C,pony,7,NaN,NaN,NaN,NaN,,NaN
3,0,C,cord,8,NaN,NaN,NaN,NaN,,NaN
3,0,C,scout,9,NaN,NaN,NaN,NaN,,NaN
3,0,C,cheek,10,NaN,NaN,NaN,NaN,,NaN
3,0,C,note,11,NaN,NaN,NaN,NaN,,NaN
3,0,C,clown,12,NaN,NaN,NaN,NaN,,NaN
3,0,C,hose,13,NaN,NaN,NaN,NaN,,NaN
3,0,C,medal,14,NaN,NaN,NaN,NaN,,NaN
3,0,C,brick,15,NaN,NaN,NaN,NaN,,NaN
3,1,S,board,16,1,2764900.03452373,NaN,NaN,,NaN
3,1,S,hand,17,2,2764904.050863,NaN,NaN,,NaN
3,1,S,fly,18,3,2764908.0671102,NaN,NaN,,NaN
3,1,S,glass,19,4,2764912.08345369,NaN,NaN,,NaN
3,1,S,pen,20,5,2764916.09975825,NaN,NaN,,NaN
3,1,S,aisle,21,6,2764920.11604047,NaN,NaN,,NaN
3,1,S,maiden,22,7,2764924.13237612,NaN,NaN,,NaN
3,1,S,garden,23,8,2764928.14868248,NaN,NaN,,NaN
3,1,S,physician,24,9,2764932.16499278,NaN,NaN,,NaN
3,1,S,mouse,25,10,2764936.18125145,NaN,NaN,,NaN
3,1,S,suitcase,26,11,2764940.19760762,NaN,NaN,,NaN
3,1,S,wood,27,12,2764944.2139149,NaN,NaN,,NaN
3,1,S,instrument,28,13,2764948.23022217,NaN,NaN,,NaN
3,1,S,bush,29,14,2764952.24654604,NaN,NaN,,NaN
3,1,S,pork,30,15,2764956.2628337,NaN,NaN,,NaN
3,2,T,jewel,31,1,2765168.72710243,2765171.84813816,2765173.2720041,mansion,NaN
3,2,T,fort,32,2,2765174.44325537,2765175.03194203,2765175.93586178,breast,NaN
