subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
33,delay,1,journal,platform,,1,353199.419612557,ballroom,353208.270562269,353209.646487163
33,delay,1,rifle,trash,,1,353209.951864336,trash,353212.854407055,353213.590239693
33,delay,1,snow,glove,,1,353213.984912536,plow,353215.934129683,353216.302057472
33,delay,1,kiss,hook,T,1,353216.534733254,knife,353218.829928864,353219.50991277
33,delay,1,snake,cotton,S,1,353219.684523668,cotton,353221.453908889,353222.101758584
33,delay,1,admiral,seat,S,1,353222.417651766,platform,353225.0856213,353227.43752711
33,delay,1,tide,pudding,,1,353227.767321199,pudding,353229.981372487,353230.925293749
33,delay,1,bean,throne,T,1,353231.150420969,throne,353232.405239562,353232.965178154
33,delay,1,bourbon,mule,,1,353233.250272793,day,353237.700908466,353237.996890686
33,delay,1,fuel,moon,,1,353238.349944113,log,353241.988697079,353242.444636485
33,delay,2,gallery,beer,S,1,353252.649263541,beer,353255.259933974,353255.867982876
33,delay,2,candy,newspaper,T,1,353256.03205573,newspaper,353258.899755777,353260.22766333
33,delay,2,library,avenue,,1,353260.431715973,throne,353264.107434494,353264.843380927
33,delay,2,pie,feast,,1,353265.031399819,feast,353267.043278058,353267.947247
33,delay,2,ring,channel,,1,353268.397851582,wedding,353270.675076797,353271.571001546
33,delay,2,orchestra,elephant,,1,353271.847597111,elephants,353273.090964878,353274.994810364
33,delay,2,football,salad,,1,353275.19736887,feast,353278.4666655,353279.722574661
33,delay,2,hotel,husband,,1,353279.947072835,lobby,353281.386474709,353282.010402213
33,delay,2,rocket,dentist,T,1,353282.363567927,thread,353286.290225114,353287.458106358
33,delay,2,cross,forest,S,1,353287.629877188,forest,353288.938072696,353289.729976224
33,delay,3,rash,dough,,1,353299.946019392,gum,353305.505142397,353305.833155596
33,delay,3,horse,lung,T,1,353306.278604651,lung,353309.056905494,353309.5768809
33,delay,3,string,patch,,1,353309.794990505,patch,353310.832819038,353311.504766901
33,delay,3,metal,whale,,1,353311.811547959,wire,353315.21658136,353315.62457285
33,delay,3,bubble,store,S,1,353315.961230915,run,353320.416330285,353320.584255598
33,delay,3,surf,wall,T,1,353320.977599716,tide,353322.480222002,353323.064185413
33,delay,3,soup,portrait,,1,353323.36075412,mirror,353327.08791714,353328.183800294
33,delay,3,restaurant,farm,,1,353328.360409412,land,353336.34338621,353337.815330088
33,delay,3,lemon,cave,,1,353338.059741336,grass,353339.711230085,353340.423130872
33,delay,3,sweat,meal,S,1,353340.576237063,meal,353342.295122563,353342.551024178
33,delay,4,mail,land,S,1,353352.975684503,land,353356.742271915,353357.06224062
33,delay,4,truck,soap,,1,353357.308399254,feast,353359.614111778,353361.189998699
33,delay,4,sponge,corpse,,1,353361.391448525,corpse,353362.478029393,353363.13387891
33,delay,4,lieutenant,photograph,,1,353363.307999308,painting,353364.621848691,353367.109675096
33,delay,4,palm,thread,T,1,353367.441091306,thread,353368.421592364,353369.405525711
33,delay,4,juice,wire,,1,353370.02421468,box,353372.261409095,353372.73337199
33,delay,4,bowl,blade,,1,353372.9240266,cut,353374.621290276,353374.965194755
33,delay,4,drug,basement,,1,353375.190526929,mule,353377.293149396,353377.965047153
33,delay,4,cottage,movie,S,1,353378.140299473,cheese,353379.469000277,353380.940888314
33,delay,4,mirror,band,T,1,353381.090116087,pain,353382.9167989,353383.324751754
33,delay,5,necklace,court,,1,353394.156210977,court,353396.212061218,353396.731995573
33,delay,5,robin,aisle,T,1,353396.922344715,aisle,353397.987964801,353398.435909517
33,delay,5,shed,vodka,,1,353398.672254538,bard,353400.299787893,353400.755780424
33,delay,5,jeep,swamp,S,1,353400.98873149,swamp,353402.347721622,353404.547590983
33,delay,5,storm,spoon,,1,353404.871821148,clouds,353406.123500241,353406.899444875
33,delay,5,chart,crowd,S,1,353407.054977303,box,353411.955187055,353412.587147282
33,delay,5,finger,jury,,1,353412.75460232,crossed,353414.251069063,353416.762930851
33,delay,5,steak,cream,T,1,353416.954329511,lunch,353418.610777286,353419.218773667
33,delay,5,scout,garbage,,1,353419.537469185,throne,353425.618406441,353426.058401442
33,delay,5,passage,cane,,1,353426.320333636,time,353427.706309394,353428.090315305
33,delay,6,cigarette,coal,,1,353438.269849008,crime,353442.601466247,353443.129405554
33,delay,6,bite,city,T,1,353443.302508128,size,353444.305419733,353445.233311771
33,delay,6,sand,turtle,S,1,353445.452357703,castles,353446.857209091,353448.537139871
33,delay,6,menu,pump,,1,353449.435429583,lunch,353451.984949361,353452.648879593
33,delay,6,frame,nest,,1,353453.001817414,size,353454.168835379,353454.576774348
33,delay,6,bird,spaghetti,T,1,353454.71836874,lungs,353457.88865298,353458.736558275
33,delay,6,fly,cherry,S,1,353458.968116925,box,353461.62441589,353461.896407098
33,delay,6,aunt,cereal,,1,353462.16788215,meal,353465.792173982,353466.056136995
33,delay,6,brain,coast,,1,353466.417590189,knife,353470.656012815,353471.503904829
33,delay,6,smoke,lamp,,1,353471.667235445,shame,353478.62346568,353479.183418761
33,delay,7,cellar,duck,T,1,353489.433019041,ducks,353492.606683351,353493.310612992
33,delay,7,mansion,bush,,1,353493.532383988,bedroom,353496.990468009,353498.158331142
33,delay,7,bear,magician,,1,353498.56537544,mailman,353502.038183504,353503.662026792
33,delay,7,honeymoon,missile,,1,353503.965023911,missile,353505.829948786,353507.549805325
33,delay,7,colonel,paint,S,1,353507.781424948,painting,353509.037788085,353514.717471956
33,delay,7,mountain,detective,,1,353515.064263289,range,353516.469392375,353516.941272262
33,delay,7,chain,weed,,1,353517.114116154,command,353518.549241778,353519.32514838
33,delay,7,turkey,cabin,,1,353519.630607051,dinner,353521.141037788,353522.077001487
33,delay,7,bucket,trail,S,1,353522.230399864,list,353523.252952279,353523.740908779
33,delay,7,bell,spider,T,1,353523.946951794,channel,353526.020820423,353526.820738864
33,delay,8,ribbon,hammer,,1,353537.14641638,hammer,353539.404076247,353540.0279627
33,delay,8,passenger,mattress,,1,353540.179166658,plane,353541.707952643,353543.307856837
33,delay,8,clock,card,S,1,353543.512303087,card,353544.907760427,353545.475714235
33,delay,8,forehead,moose,T,1,353545.595481246,moose,353548.483599053,353549.123523785
33,delay,8,wedding,squirrel,,1,353549.311900666,missile,353552.675317972,353554.387204572
33,delay,8,king,tree,T,1,353554.678173736,trees,353556.035130634,353557.595041457
33,delay,8,tiger,gun,S,1,353557.811295616,king,353559.714938262,353560.186844108
33,delay,8,heel,dirt,,1,353561.027737523,knees,353563.762677904,353566.538509346
33,delay,8,costume,plane,,1,353566.76069206,party,353568.194448511,353569.370379985
33,delay,8,orange,circle,,1,353569.510498652,vein,353571.578272409,353573.506131546
33,delay,9,planet,hurricane,,1,353583.793212935,plain,353587.52939511,353588.017319011
33,delay,9,leather,parade,S,1,353588.375875693,parade,353590.233221821,353591.177136443
33,delay,9,mole,witch,,1,353591.375648403,witch,353592.809090934,353593.425018616
33,delay,9,palace,bedroom,T,1,353593.725499246,bedroom,353595.840922091,353598.048774974
33,delay,9,shoulder,flesh,,1,353598.308541423,flesh,353599.85666939,353602.120532794
33,delay,9,rope,train,T,1,353602.341564872,chain,353603.680465953,353604.144486679
33,delay,9,thunder,coach,,1,353604.52477385,storm,353606.832276018,353607.416222827
33,delay,9,machine,shell,,1,353607.707888048,gun,353609.008159498,353609.192132146
33,delay,9,chest,vice,S,1,353609.474404828,plate,353612.767975299,353613.351930259
33,delay,9,tooth,boat,,1,353613.507476571,rub,353615.215816483,353615.511836735
33,delay,10,trophy,cup,T,1,353625.856960672,cup,353627.303159511,353627.519106391
33,delay,10,wind,pepper,,1,353628.273160257,tunner,353632.254859643,353634.246731839
33,delay,10,briefcase,apartment,,1,353634.422691988,apartment,353636.686640815,353638.550512549
33,delay,10,clown,spray,,1,353638.755759597,costume,353640.678418231,353641.638345172
33,delay,10,ambulance,wreck,S,1,353641.855541996,noise,353644.294205555,353644.870160996
33,delay,10,cabinet,statue,S,1,353645.021972267,cane,353647.294042558,353647.581977266
33,delay,10,arm,radio,,1,353647.755140813,lenghts,353649.573946354,353652.837686001
33,delay,10,ceiling,judge,,1,353653.038106835,spade,353655.853548606,353657.221451341
33,delay,10,canal,animal,T,1,353657.404466232,animal,353658.413427131,353659.069356033
33,delay,10,cat,hardware,,1,353659.420977806,lung,353662.989133247,353663.517099116
