sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
13,0,C,camp,1,NaN,2852723.4851668,2852724.6280013,2852725.17189963,blood,NaN
13,0,C,truck,2,NaN,2852725.70160845,2852726.29987271,2852726.82781301,camp,NaN
13,0,C,blood,3,NaN,2852727.25149905,2852727.88378989,2852729.08372747,truck,NaN
13,0,C,passage,4,NaN,2852729.40127844,2852729.98767831,2852730.64364481,tank,NaN
13,0,C,turkey,5,NaN,2852731.00112981,2852731.95558536,2852733.57151218,turkey,NaN
13,0,C,tank,6,NaN,2852734.00087022,2852734.49143917,2852735.44341414,passage,NaN
13,0,C,wheel,7,NaN,2852735.75072043,2852738.04325857,2852738.45123348,camp,NaN
13,0,C,skin,8,NaN,2852738.91709687,2852741.08311321,2852741.58706212,stain,NaN
13,0,C,surf,9,NaN,2852741.86683546,2852742.9949987,2852743.49096588,wheel,NaN
13,0,C,giant,10,NaN,2852743.79998937,2852746.42681679,2852746.94678592,cannon,NaN
13,0,C,coach,11,NaN,2852747.26634629,2852751.13857635,2852751.48252141,tree,NaN
13,0,C,cook,12,NaN,2852751.83259939,2852780.40903862,2852781.08898172,tank,NaN
13,0,C,stain,13,NaN,2852782.17987292,NaN,2852813.5804556,,NaN
13,0,C,cannon,14,NaN,0,0,0,,NaN
13,0,C,lung,15,NaN,0,0,0,,NaN
13,1,S,ranch,16,NaN,2852995.72739432,2852996.82162907,2852997.86153503,ranch,NaN
13,1,S,peach,17,NaN,2852998.37717658,2852999.01343822,2852999.70945043,peach,NaN
13,1,S,forehead,18,NaN,2853000.11035881,2853000.79739893,2853001.50132586,leaf,NaN
13,1,S,jelly,19,NaN,2853001.79352502,2853003.17328088,2853004.08520048,jelly,NaN
13,1,S,fruit,20,NaN,2853004.40994507,2853004.9651865,2853006.10908019,peanut,NaN
13,1,S,shed,21,NaN,2853006.34311679,2853007.62900283,2853008.88493419,chapel,NaN
13,1,S,leaf,22,NaN,2853009.17618646,2853009.5009066,2853010.67684705,shed,NaN
13,1,S,chapel,23,NaN,2853010.89272063,2853011.46079418,2853014.74859936,mountain,NaN
13,1,S,robin,24,NaN,2853015.07568205,2853015.62060787,2853016.66852755,emperor,NaN
13,1,S,peanut,25,NaN,2853016.99215621,2853019.8203752,2853020.95628534,lawyer,NaN
13,1,S,mountain,26,NaN,2853021.20844694,2853022.43624739,2853023.33214919,nurse,NaN
13,1,S,lawyer,27,NaN,2853023.79154883,2853024.38012804,2853025.54005492,robin,NaN
13,1,S,nurse,28,NaN,2853025.90804026,2853028.28391286,2853029.84384228,ranch,NaN
13,1,S,squirrel,29,NaN,2853030.24100082,2853037.85945742,2853040.48326697,squirrel,NaN
13,1,S,emperor,30,NaN,2853041.20666363,2853051.25074986,2853052.07465275,fruit,NaN
13,2,T,pumpkin,31,NaN,2853296.48355705,2853297.31774627,2853298.5736399,thunder,NaN
13,2,T,thunder,32,NaN,2853298.86669601,2853299.43760359,2853300.07754686,cloud,NaN
13,2,T,parade,33,NaN,2853300.59985379,2853301.06950354,2853301.87743904,arrow,NaN
13,2,T,cereal,34,NaN,2853302.26636832,2853305.87727875,2853306.62122273,parade,NaN
13,2,T,missile,35,NaN,2853306.91596344,2853308.09314237,2853308.54109267,seat,NaN
13,2,T,arrow,36,NaN,2853309.19906947,2853309.8290533,2853311.55693359,pumpkin,NaN
13,2,T,flame,37,NaN,2853311.86549677,2853312.47686118,2853313.39680749,queen,NaN
13,2,T,corpse,38,NaN,2853314.08196136,2853316.22869845,2853317.65260574,arrow,NaN
13,2,T,movie,39,NaN,2853317.89830178,2853320.30847504,2853321.07642308,parade,NaN
13,2,T,sponge,40,NaN,2853321.26463512,2853322.1563503,2853323.33230796,corpse,NaN
13,2,T,seat,41,NaN,2853323.54778793,2853324.09228694,2853324.70025618,cloth,NaN
13,2,T,cloud,42,NaN,2853325.13094929,2853326.86020389,2853327.44408062,bloom,NaN
13,2,T,bloom,43,NaN,2853327.76405391,2853328.82001117,2853330.77194147,missile,NaN
13,2,T,cloth,44,NaN,2853331.03046208,2853331.85186839,2853332.76380609,flame,NaN
13,2,T,queen,45,NaN,2853333.08022997,2853338.05158622,2853338.72349053,movie,NaN
13,2,,,NaN,NaN,2853338.96299419,2853344.15518125,2853344.62718601,flame,NaN
13,3,S,envelope,46,NaN,2853566.72546612,2853567.41544049,2853568.87933433,honeymoon,NaN
13,3,S,toilet,47,NaN,2853569.69185971,2853570.42326677,2853570.84723896,smile,NaN
13,3,S,whale,48,NaN,2853571.0917415,2853571.94314353,2853573.66308314,envelope,NaN
13,3,S,lightning,49,NaN,2853573.97478915,2853574.55903354,2853574.93501027,test,NaN
13,3,S,orchestra,50,NaN,2853575.37467608,2853575.82299463,2853576.07095935,bat,NaN
13,3,S,honeymoon,51,NaN,2853576.9745193,2853577.99089238,2853579.83074605,whale,NaN
13,3,S,sack,52,NaN,2853579.9742576,2853581.31068999,2853581.79865099,flooe,NaN
