sub_num,list,practice,target,study_order,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score
5,0,C,train,1,NaN,NaN,NaN,NaN,,NaN
5,0,C,metal,2,NaN,NaN,NaN,NaN,,NaN
5,0,C,dough,3,NaN,NaN,NaN,NaN,,NaN
5,0,C,stove,4,NaN,NaN,NaN,NaN,,NaN
5,0,C,bottle,5,NaN,NaN,NaN,NaN,,NaN
5,0,C,factory,6,NaN,NaN,NaN,NaN,,NaN
5,0,C,horse,7,NaN,NaN,NaN,NaN,,NaN
5,0,C,lieutenant,8,NaN,NaN,NaN,NaN,,NaN
5,0,C,ditch,9,NaN,NaN,NaN,NaN,,NaN
5,0,C,cart,10,NaN,NaN,NaN,NaN,,NaN
5,0,C,tongue,11,NaN,NaN,NaN,NaN,,NaN
5,0,C,goat,12,NaN,NaN,NaN,NaN,,NaN
5,0,C,shrimp,13,NaN,NaN,NaN,NaN,,NaN
5,0,C,queen,14,NaN,NaN,NaN,NaN,,NaN
5,0,C,root,15,NaN,NaN,NaN,NaN,,NaN
5,1,S,sting,16,1,3032332.39506598,NaN,NaN,,NaN
5,1,S,garden,17,2,3032336.41144047,NaN,NaN,,NaN
5,1,S,soldier,18,3,3032340.42780078,NaN,NaN,,NaN
5,1,S,candle,19,4,3032344.4441801,NaN,NaN,,NaN
5,1,S,monk,20,5,3032348.46054372,NaN,NaN,,NaN
5,1,S,bow,21,6,3032352.4769333,NaN,NaN,,NaN
5,1,S,butter,22,7,3032356.49326765,NaN,NaN,,NaN
5,1,S,cotton,23,8,3032360.50964787,NaN,NaN,,NaN
5,1,S,finger,24,9,3032364.5260112,NaN,NaN,,NaN
5,1,S,drain,25,10,3032368.54239746,NaN,NaN,,NaN
5,1,S,bear,26,11,3032372.55874327,NaN,NaN,,NaN
5,1,S,pipe,27,12,3032376.57511022,NaN,NaN,,NaN
5,1,S,hair,28,13,3032380.59150825,NaN,NaN,,NaN
5,1,S,beer,29,14,3032384.60784924,NaN,NaN,,NaN
