subject,group,list,cue,target,practice,test,onset
32,immediate,1,pool,square,,NaN,947601.922347332
32,immediate,1,thunder,chest,S,NaN,947606.421961116
32,immediate,1,foot,soup,T,NaN,947610.921573996
32,immediate,1,smile,brake,,NaN,947615.421188082
32,immediate,1,cocktail,toilet,,1,947619.920798547
32,immediate,1,lion,steel,T,1,947624.420414746
32,immediate,1,collar,desk,S,1,947628.920028531
32,immediate,1,pier,brush,,NaN,947633.419639901
32,immediate,1,turkey,hawk,,1,947637.919250365
32,immediate,1,spray,officer,,1,947642.418857811
32,immediate,1,toast,square,T,1,947646.91847552
32,immediate,1,beach,chest,,1,947651.418116471
32,immediate,1,spring,soup,,1,947655.917696147
32,immediate,1,flood,brake,,1,947660.417305102
32,immediate,1,pocket,toilet,T,NaN,947664.91692764
32,immediate,1,plate,steel,,NaN,947669.416535086
32,immediate,1,surf,desk,,NaN,947673.916144343
32,immediate,1,missile,brush,S,1,947678.415752694
32,immediate,1,mountain,hawk,S,NaN,947682.915369799
32,immediate,1,hat,officer,,NaN,947687.414975132
32,immediate,2,bush,clay,,NaN,947843.268005949
32,immediate,2,ground,prisoner,,NaN,947847.767602528
32,immediate,2,lemon,earth,S,1,947852.267225368
32,immediate,2,admiral,jury,S,NaN,947856.766796291
32,immediate,2,shed,ceiling,,1,947861.266407962
32,immediate,2,planet,wheel,T,1,947865.765986733
32,immediate,2,bloom,cheese,,NaN,947870.265579992
32,immediate,2,needle,duck,T,NaN,947874.765167515
32,immediate,2,organ,market,,1,947879.264762586
32,immediate,2,breakfast,hood,,1,947883.764352826
32,immediate,2,bat,clay,T,1,947888.263947594
32,immediate,2,ship,prisoner,,1,947892.763535722
32,immediate,2,pork,earth,,NaN,947897.263125359
32,immediate,2,dial,jury,,1,947901.762715297
32,immediate,2,key,ceiling,,NaN,947906.262295577
32,immediate,2,neck,wheel,,NaN,947910.761887327
32,immediate,2,magician,cheese,S,1,947915.261483
32,immediate,2,photograph,duck,,1,947919.761074146
32,immediate,2,prince,market,S,NaN,947924.260654728
32,immediate,2,messenger,hood,T,NaN,947928.760244666
32,immediate,3,reed,belly,T,NaN,948094.478244412
32,immediate,3,strawberry,eye,,NaN,948098.977832842
32,immediate,3,pillow,cigar,,NaN,948103.477408895
32,immediate,3,ring,bowl,,NaN,948107.976997023
32,immediate,3,ferry,nest,,1,948112.476571869
32,immediate,3,giant,cigarette,T,1,948116.976153356
32,immediate,3,rocket,blade,S,1,948121.475734843
32,immediate,3,lieutenant,queen,,1,948125.975334441
32,immediate,3,gallery,mouse,,1,948130.474881819
32,immediate,3,mechanic,scout,S,NaN,948134.974492585
32,immediate,3,cloud,belly,,1,948139.47405415
32,immediate,3,ant,eye,S,1,948143.973635335
32,immediate,3,satellite,cigar,T,1,948148.47322467
32,immediate,3,statue,bowl,,1,948152.972828494
32,immediate,3,fuel,nest,S,NaN,948157.472377381
32,immediate,3,bus,cigarette,,NaN,948161.971977582
32,immediate,3,peach,blade,,NaN,948166.471545788
32,immediate,3,wing,queen,,NaN,948170.971145688
32,immediate,3,road,mouse,T,NaN,948175.470709667
32,immediate,3,wedding,scout,,1,948179.970317415
32,immediate,4,janitor,skirt,S,NaN,948653.724931397
32,immediate,4,suitcase,chair,T,1,948658.224497188
32,immediate,4,storm,blouse,,1,948662.724060564
32,immediate,4,nose,brick,,NaN,948667.223626959
32,immediate,4,boss,guitar,S,1,948671.723189731
32,immediate,4,cow,basket,T,NaN,948676.222758842
32,immediate,4,castle,wine,,1,948680.722323727
32,immediate,4,music,hook,,NaN,948685.221885594
32,immediate,4,trail,peanut,,NaN,948689.721453196
32,immediate,4,pipe,mustard,,1,948694.221022609
32,immediate,4,film,skirt,,1,948698.720582664
32,immediate,4,butter,chair,,NaN,948703.220152983
32,immediate,4,detective,blouse,,NaN,948707.719713944
32,immediate,4,spider,brick,S,1,948712.219284564
32,immediate,4,mayor,guitar,,NaN,948716.718848544
32,immediate,4,butcher,basket,,1,948721.21841675
32,immediate,4,bracelet,wine,T,NaN,948725.717984352
32,immediate,4,essay,hook,,1,948730.21754984
32,immediate,4,pepper,peanut,T,1,948734.717118046
32,immediate,4,pudding,mustard,S,NaN,948739.21670557
32,immediate,5,station,bell,,NaN,948872.220556253
32,immediate,5,fireplace,whale,T,1,948876.720123251
32,immediate,5,cottage,board,,1,948881.219684212
32,immediate,5,paint,trash,T,NaN,948885.719257851
32,immediate,5,beast,bomb,,NaN,948890.218812171
32,immediate,5,cross,closet,,NaN,948894.718390036
32,immediate,5,wheat,tomb,S,1,948899.217940131
32,immediate,5,portrait,brat,,1,948903.717514675
32,immediate,5,vice,passage,,1,948908.217068996
32,immediate,5,cookie,deer,S,NaN,948912.716633277
32,immediate,5,gorilla,bell,T,1,948917.21620269
32,immediate,5,tomato,whale,,NaN,948921.715766368
32,immediate,5,slave,board,,NaN,948926.215363249
32,immediate,5,stake,trash,,1,948930.714896742
32,immediate,5,policeman,bomb,,1,948935.214468268
32,immediate,5,pie,closet,S,1,948939.714030437
32,immediate,5,priest,tomb,,NaN,948944.213616149
32,immediate,5,chicken,brat,S,NaN,948948.713164433
32,immediate,5,king,passage,T,NaN,948953.212738072
32,immediate,5,wreck,deer,,1,948957.712321068
32,immediate,6,ranch,potato,,NaN,949098.098936316
32,immediate,6,ambulance,porch,T,1,949102.598489127
32,immediate,6,button,note,,NaN,949107.098068199
32,immediate,6,movie,ankle,,NaN,949111.597623727
32,immediate,6,river,thorn,S,1,949116.097191932
32,immediate,6,dirt,powder,T,NaN,949120.596761346
32,immediate,6,weed,circle,S,NaN,949125.096331362
32,immediate,6,mattress,cabin,,1,949129.595899266
32,immediate,6,costume,pumpkin,,1,949134.095465057
32,immediate,6,band,barn,,1,949138.595036281
32,immediate,6,hair,potato,,1,949143.094606297
32,immediate,6,monk,porch,,NaN,949147.594188086
32,immediate,6,minister,note,S,1,949152.093739388
32,immediate,6,muscle,ankle,T,1,949156.593319366
32,immediate,6,leather,thorn,,NaN,949161.092880327
32,immediate,6,aisle,powder,,1,949165.592470567
32,immediate,6,dame,circle,,1,949170.092013116
32,immediate,6,globe,cabin,,NaN,949174.591608186
32,immediate,6,flame,pumpkin,T,NaN,949179.091158884
32,immediate,6,racket,barn,S,NaN,949183.590729505
32,immediate,7,soldier,salad,,1,949637.530570775
32,immediate,7,page,scratch,,NaN,949642.030145017
32,immediate,7,camel,herd,T,NaN,949646.529711412
32,immediate,7,banana,net,,NaN,949651.02928173
32,immediate,7,orange,corner,,1,949655.528852652
32,immediate,7,tree,path,S,1,949660.028422065
32,immediate,7,platform,milk,,NaN,949664.527994195
32,immediate,7,mansion,bean,S,NaN,949669.02755576
32,immediate,7,pump,coffee,,1,949673.527136039
32,immediate,7,dollar,ditch,T,1,949678.02669851
32,immediate,7,cent,salad,S,NaN,949682.526269432
32,immediate,7,forehead,scratch,S,1,949687.02584126
32,immediate,7,prison,herd,,1,949691.525407956
32,immediate,7,tail,net,,1,949696.024981897
32,immediate,7,chain,corner,,NaN,949700.524562478
32,immediate,7,grass,path,,NaN,949705.02412676
32,immediate,7,cord,milk,T,1,949709.523700398
32,immediate,7,poison,bean,,1,949714.023270415
32,immediate,7,wallet,coffee,T,NaN,949718.522844054
32,immediate,7,table,ditch,,NaN,949723.022416485
32,immediate,8,cup,cart,,NaN,949882.123920325
32,immediate,8,chapel,shovel,,1,949886.623505133
32,immediate,8,bench,arm,,NaN,949891.123073036
32,immediate,8,flag,bee,,NaN,949895.622634299
32,immediate,8,ticket,battle,S,NaN,949900.122205825
32,immediate,8,football,monkey,T,1,949904.621767994
32,immediate,8,television,shoulder,S,1,949909.121288809
32,immediate,8,iron,menu,,1,949913.620895349
32,immediate,8,coal,restaurant,,1,949918.120414354
32,immediate,8,hammer,rice,T,NaN,949922.620027837
32,immediate,8,novel,cart,S,1,949927.119545935
32,immediate,8,seed,shovel,T,NaN,949931.619158211
32,immediate,8,barrel,arm,T,1,949936.118721587
32,immediate,8,gravy,bee,,1,949940.618289792
32,immediate,8,bubble,battle,,1,949945.117808796
32,immediate,8,bedroom,monkey,,NaN,949949.617416544
32,immediate,8,sign,shoulder,,NaN,949954.116985655
32,immediate,8,glass,menu,,NaN,949958.616549031
32,immediate,8,president,restaurant,S,NaN,949963.116109389
32,immediate,8,apartment,rice,,1,949967.615639863
32,immediate,9,spoon,blanket,,1,950137.665933879
32,immediate,9,breast,partner,,NaN,950142.165560341
32,immediate,9,sword,shower,S,1,950146.665066064
32,immediate,9,arrow,salmon,,1,950151.164644231
32,immediate,9,rain,salt,T,NaN,950155.664187081
32,immediate,9,siren,wire,,NaN,950160.16374442
