subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
18,delay,1,ball,spider,,1,586714.796789475,spider,586721.761546258,586722.81745487
18,delay,1,copper,toast,,1,586723.11247826,toast,586724.401395059,586725.321286166
18,delay,1,finger,peanut,T,1,586725.528950992,peanut,586726.937231699,586729.681055232
18,delay,1,brat,skirt,,1,586730.111923472,skirt,586731.512973826,586732.816875935
18,delay,1,fly,bolt,S,1,586732.978346068,bolt,586734.120777741,586734.888641579
18,delay,1,choir,trophy,S,1,586735.061525914,trophy,586736.376596223,586738.672428552
18,delay,1,badge,bottle,T,1,586739.094537301,picture,586740.488324402,586741.848259481
18,delay,1,minister,portrait,,1,586742.044303946,wall,586745.576009258,586746.271932382
18,delay,1,cheek,jelly,,1,586747.577195804,jelly,586753.719465387,586755.719328652
18,delay,1,truck,chin,,1,586756.043188938,chin,586759.327166374,586760.190993119
18,delay,2,gallery,menu,S,1,586770.509029037,menu,586772.518286871,586773.766135181
18,delay,2,saddle,cord,,1,586774.691691584,horse,586778.389847442,586779.65380241
18,delay,2,ranch,corn,,1,586779.94128817,,NA,NA
18,delay,2,rabbit,gorilla,T,1,586787.973968436,gorilla,586789.429199349,586790.90906399
18,delay,2,building,owl,,1,586791.157062619,owl,586793.324922773,586793.788891746
18,delay,2,deck,toe,,1,586794.023500911,,NA,NA
18,delay,2,rope,mail,T,1,586802.056195966,arm,586803.932236194,586804.716172579
18,delay,2,cellar,nurse,,1,586805.289272673,,NA,NA
18,delay,2,picture,steel,,1,586813.321967124,bottle,586828.050660161,586828.890608691
18,delay,2,hill,film,S,1,586829.037385398,film,586831.162438748,586831.802427001
18,delay,3,pony,tiger,T,1,586842.053341435,tiger,586844.281614306,586845.161539558
18,delay,3,pencil,marble,S,1,586845.386086476,,NA,NA
18,delay,3,ship,pudding,,1,586853.418801453,dock,586859.160667834,586859.83256635
18,delay,3,necklace,trash,,1,586860.334901107,trash,586862.008470627,586862.832367133
18,delay,3,pepper,cookie,,1,586863.101346885,cookie,586865.696237645,586866.712160781
18,delay,3,tide,butter,,1,586866.934374753,high,586873.759685093,586874.383632188
18,delay,3,pie,goat,S,1,586875.200386782,,NA,NA
18,delay,3,record,liquor,,1,586884.233002453,cigar,586898.998099897,586899.95003438
18,delay,3,barrel,spaghetti,,1,586900.748358727,roll,586913.877142559,586914.541057019
18,delay,3,brass,janitor,T,1,586914.997228174,,NA,NA
18,delay,4,jewel,camel,,1,586933.046128891,camel,586934.251816644,586934.923755908
18,delay,4,crowd,pen,T,1,586935.195626714,pen,586936.675667028,586937.019598078
18,delay,4,colonel,palace,,1,586937.395452068,palace,586940.043438864,586941.5153113
18,delay,4,garbage,weed,,1,586941.795102775,t,586954.706504239,586954.706504239
18,delay,4,crab,swamp,S,1,586955.827323031,swamp,586968.481615634,586969.513521068
18,delay,4,steam,jail,T,1,586969.826213455,jail,586973.825275326,586974.329219512
18,delay,4,ferry,poet,,1,586974.592501671,,NA,NA
18,delay,4,shell,envelope,,1,586983.625119153,,NA,NA
18,delay,4,snow,worm,,1,586991.657801833,,NA,NA
18,delay,4,stain,football,S,1,587000.690434407,picture,587005.591192878,587007.007084864
18,delay,5,drug,wheel,,1,587017.206119992,ship,587027.421812641,587028.42970554
18,delay,5,bone,honeymoon,,1,587029.454809842,honeymoon,587030.957626341,587032.709471961
18,delay,5,mechanic,spring,S,1,587032.971195704,,NA,NA
18,delay,5,wreck,smile,T,1,587041.003906455,smile,587042.58076842,587043.276725955
18,delay,5,forest,dame,,1,587043.437037312,dame,587044.65266597,587045.060615253
18,delay,5,potato,river,,1,587045.253569447,ship,587047.636477212,587048.180436151
18,delay,5,horn,body,,1,587048.553308836,wall,587050.532315035,587051.052222804
18,delay,5,spice,cent,T,1,587051.269767261,cent,587052.844155621,587053.36408965
18,delay,5,breast,fork,S,1,587053.569577281,fork,587056.267922697,587056.803834496
18,delay,5,belly,gown,,1,587057.035970357,mustard,587063.259462333,587065.811296664
18,delay,6,surf,hound,,1,587076.084779917,hound,587079.514429012,587080.442318965
18,delay,6,admiral,rice,,1,587081.61735665,rice,587083.306178308,587083.890120309
18,delay,6,tomb,seat,S,1,587084.083828507,seat,587087.321912793,587087.841827504
18,delay,6,grass,tea,T,1,587088.083510063,mouse,587093.937477701,587095.073383524
18,delay,6,fort,wood,,1,587097.816072428,rock,587100.673049142,587104.07283266
18,delay,6,poison,band,,1,587104.932174618,,NA,NA
18,delay,6,alcohol,mountain,,1,587112.9648905,,NA,NA
18,delay,6,book,suit,,1,587123.997332611,closet,587126.98335727,587128.127261938
18,delay,6,cell,sign,S,1,587128.363671295,,NA,NA
18,delay,6,hand,rock,T,1,587140.396034323,aisle,587142.766325946,587143.510278366
18,delay,7,arrow,court,,1,587153.745299546,hand,587158.269295178,587160.565160107
18,delay,7,dummy,storm,T,1,587160.894411614,storm,587162.093083021,587162.877001296
18,delay,7,slave,mule,,1,587163.144233376,mule,587164.412954146,587165.028860439
18,delay,7,shoe,herd,S,1,587165.177404438,herd,587168.236667433,587169.492566507
18,delay,7,tree,nail,,1,587171.12693323,,NA,NA
18,delay,7,cream,ridge,S,1,587179.159618325,,NA,NA
18,delay,7,tunnel,blanket,,1,587191.192011236,,NA,NA
18,delay,7,snake,garden,T,1,587199.224718063,garden,587205.410285248,587206.44219702
18,delay,7,cup,policeman,,1,587206.790777361,policeman,587209.114048448,587210.52195336
18,delay,7,soup,club,,1,587211.090424084,club,587216.777532178,587217.385510861
18,delay,8,vest,forehead,S,1,587227.739446504,forhead,587229.752748434,587231.592604599
18,delay,8,tomato,squirrel,,1,587232.088775416,squirrel,587238.63212916,587239.984017703
18,delay,8,detective,strawberry,,1,587240.388118183,strawberry,587242.45591821,587244.935690488
18,delay,8,restaurant,battle,T,1,587245.47104931,battle,587246.655639428,587247.487610241
18,delay,8,hose,cow,,1,587247.687556935,cow,587250.335388584,587250.591341989
18,delay,8,automobile,spike,,1,587251.053940292,,NA,NA
18,delay,8,vodka,ditch,,1,587259.086652854,,NA,NA
18,delay,8,shrimp,wire,,1,587268.119257659,shell,587273.501891048,587274.381793359
18,delay,8,card,boat,T,1,587274.668737915,,NA,NA
18,delay,8,foot,lane,S,1,587282.701435385,sand,587292.004715697,587292.628644682
18,delay,9,dirt,deer,T,1,587303.133481116,deer,587304.627868643,587305.115809402
18,delay,9,branch,shop,,1,587305.316314204,shop,587307.131735556,587309.475530173
18,delay,9,moose,reed,S,1,587309.78263514,,NA,NA
18,delay,9,cocktail,coffee,,1,587317.815323555,coffee,587323.33861891,587324.626536005
18,delay,9,cake,kiss,,1,587324.881432959,kiss,587326.378467349,587326.890422756
18,delay,9,prisoner,blouse,T,1,587326.997931468,,NA,NA
18,delay,9,bomb,bishop,,1,587335.030627128,,NA,NA
18,delay,9,artist,sand,S,1,587343.063327315,sand,587345.993205207,587346.633137014
18,delay,9,chest,cigar,,1,587347.246329737,cigar,587353.528662732,587354.656613476
18,delay,9,husband,jacket,,1,587354.979050268,,NA,NA
18,delay,10,child,trail,,1,587374.027867375,trail,587375.551296447,587376.263240203
18,delay,10,brick,cage,,1,587376.527334622,cage,587378.591083309,587378.975046318
18,delay,10,machine,pork,S,1,587379.177137609,pork,587382.926805732,587383.846775922
18,delay,10,pillow,tobacco,,1,587384.193408468,tobacco,587385.790616177,587386.950506463
18,delay,10,shark,hawk,T,1,587387.209823307,hawk,587389.302392591,587390.174286095
18,delay,10,novel,plane,,1,587390.426247322,jail,587397.373883859,587398.877803294
18,delay,10,ski,whistle,,1,587399.358874101,,NA,NA
18,delay,10,ankle,soldier,S,1,587407.391578513,soldier,587409.317120428,587410.573008635
18,delay,10,pipe,mirror,,1,587410.72464049,mirror,587415.260730678,587416.980645812
18,delay,10,test,path,T,1,587417.17413125,,NA,NA
