subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
87,immediate,1,tomb,movie,S,NaN,113136.066301776,,NaN,NaN,1
87,immediate,1,pencil,knight,S,1,113140.565972765,,NaN,NaN,1
87,immediate,1,pile,coal,S,NaN,113145.065636208,,NaN,NaN,1
87,immediate,1,mayor,wood,S,1,113149.565355492,,NaN,NaN,1
87,immediate,2,sword,peanut,S,NaN,113323.785811954,,NaN,NaN,1
87,immediate,2,pond,jelly,S,1,113328.285481132,,NaN,NaN,1
87,immediate,2,cherry,ear,S,1,113332.785166609,,NaN,NaN,1
87,immediate,2,whistle,judge,S,NaN,113337.284838202,,NaN,NaN,1
87,immediate,3,banana,paint,S,NaN,113535.370210247,,NaN,NaN,1
87,immediate,3,lamp,bite,S,1,113539.869886066,,NaN,NaN,1
87,immediate,3,ambassador,child,S,1,113544.369545886,,NaN,NaN,1
87,immediate,3,fountain,bear,S,NaN,113548.869224119,,NaN,NaN,1
87,immediate,4,pier,barrel,S,1,114034.666804409,,NaN,NaN,1
87,immediate,4,helmet,dentist,S,NaN,114039.16645457,,NaN,NaN,1
87,immediate,4,hair,king,S,1,114043.666124955,,NaN,NaN,1
87,immediate,4,butter,powder,S,NaN,114048.165792926,,NaN,NaN,1
87,immediate,5,cent,liquor,S,NaN,114252.584067471,,NaN,NaN,1
87,immediate,5,furniture,date,S,1,114257.083689863,,NaN,NaN,1
87,immediate,5,pants,chocolate,S,NaN,114261.583413976,,NaN,NaN,1
87,immediate,5,rope,laundry,S,1,114266.083076514,,NaN,NaN,1
87,immediate,6,admiral,physician,S,1,114442.370105507,,NaN,NaN,1
87,immediate,6,sack,ring,S,NaN,114446.869756574,,NaN,NaN,1
87,immediate,6,toast,neck,S,1,114451.369423337,,NaN,NaN,1
87,immediate,6,crown,sponge,S,NaN,114455.869092213,,NaN,NaN,1
87,immediate,7,lane,wreck,S,1,114958.032146197,,NaN,NaN,1
87,immediate,7,drain,golf,S,NaN,114962.531819299,,NaN,NaN,1
87,immediate,7,goat,tower,S,1,114967.031489986,,NaN,NaN,1
87,immediate,7,giant,meal,S,NaN,114971.531156749,,NaN,NaN,1
87,immediate,8,willow,throne,S,1,115138.502187169,,NaN,NaN,1
87,immediate,8,spike,lieutenant,S,NaN,115143.001863893,,NaN,NaN,1
87,immediate,8,corpse,nail,S,1,115147.501530354,,NaN,NaN,1
87,immediate,8,planet,spot,S,NaN,115152.001227,,NaN,NaN,1
87,immediate,9,passenger,mole,S,NaN,115369.285201623,,NaN,NaN,1
87,immediate,9,garden,basket,S,1,115373.784875329,,NaN,NaN,1
87,immediate,9,straw,shark,S,NaN,115378.284545412,,NaN,NaN,1
87,immediate,9,hammer,necklace,S,1,115382.784210666,,NaN,NaN,1
87,immediate,10,organ,passage,S,NaN,115549.655242837,,NaN,NaN,1
87,immediate,10,janitor,cape,S,1,115554.154921674,,NaN,NaN,1
87,immediate,10,guitar,muscle,S,NaN,115558.654588437,,NaN,NaN,1
87,immediate,10,horn,sugar,S,1,115563.154261841,,NaN,NaN,1
87,immediate,1,tomb,movie,S,NaN,113174.646824077,,NaN,NaN,2
87,immediate,1,pencil,knight,S,1,113179.146497782,,NaN,NaN,2
87,immediate,1,pile,coal,S,NaN,113183.646164847,,NaN,NaN,2
87,immediate,1,mayor,wood,S,1,113188.145829497,,NaN,NaN,2
87,immediate,2,sword,peanut,S,NaN,113359.033210804,,NaN,NaN,2
87,immediate,2,pond,jelly,S,1,113363.532877869,,NaN,NaN,2
87,immediate,2,cherry,ear,S,1,113368.032551273,,NaN,NaN,2
87,immediate,2,whistle,judge,S,NaN,113372.532227393,,NaN,NaN,2
87,immediate,3,banana,paint,S,NaN,113572.467481628,,NaN,NaN,2
87,immediate,3,lamp,bite,S,1,113576.967156239,,NaN,NaN,2
87,immediate,3,ambassador,child,S,1,113581.466815154,,NaN,NaN,2
87,immediate,3,fountain,bear,S,NaN,113585.966483125,,NaN,NaN,2
87,immediate,4,pier,barrel,S,1,114074.480520429,,NaN,NaN,2
87,immediate,4,helmet,dentist,S,NaN,114078.980187796,,NaN,NaN,2
87,immediate,4,hair,king,S,1,114083.479856672,,NaN,NaN,2
87,immediate,4,butter,powder,S,NaN,114087.979524944,,NaN,NaN,2
87,immediate,5,cent,liquor,S,NaN,114289.997976733,,NaN,NaN,2
87,immediate,5,furniture,date,S,1,114294.49766221,,NaN,NaN,2
