subj_id,group,version,datetime,list,half,repeating,practice,condition,cue,target,prac_order,prac_resp,prac_score,final_order,final_resp,final_score
35,1,pilot3,2014-10-23-1105m10s,1,1,N,S,3,spark,whip,9,,,16,whip,
35,1,pilot3,2014-10-23-1105m10s,1,1,N,C,1,coffee,babe,,,,21,babe,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,S,13,drug,gift,16,,,14,gift,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,S,17,straw,button,10,,,12,button,
35,1,pilot3,2014-10-23-1105m10s,1,1,N,T,5,aspirin,foot,5,foot,,9,foot,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,S,15,potato,package,11,,,20,package,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,T,21,cheek,cage,3,cage,,10,cage,
35,1,pilot3,2014-10-23-1105m10s,1,1,N,T,5,diamond,cannon,4,cannon,,7,cannon,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,C,11,tail,laundry,,,,13,laundry,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,T,23,train,brain,8,brain,,23,brain,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,T,19,root,vice,1,vice,,8,vice,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,T,21,river,cane,6,cane,,2,cane,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,T,23,toothbrush,cotton,2,cotton,,6,cotton,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,C,11,barrel,horse,,,,5,horse,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,C,7,drum,leaf,,,,1,,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,C,9,sand,nest,,,,24,nest,
35,1,pilot3,2014-10-23-1105m10s,1,1,N,C,1,window,table,,,,11,table,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,C,7,wheat,piano,,,,22,,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,T,19,toast,wolf,7,,,19,,
35,1,pilot3,2014-10-23-1105m10s,1,1,N,S,3,basket,salad,12,,,17,salad,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,S,17,lobster,grass,15,,,18,grass,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,C,9,saddle,tongue,,,,15,tongue,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,S,13,cord,chart,14,,,3,chart,
35,1,pilot3,2014-10-23-1105m10s,1,1,R,S,15,restaurant,mayor,13,,,4,major,
35,1,pilot3,2014-10-23-1105m10s,1,2,R,T,12,gorilla,laundry,29,laundry,,26,laundry,
