subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
65,delay,1,toilet,golf,S,1,184760.940854545,,NaN,NaN,1
65,delay,1,mistress,bone,S,NaN,184765.440512556,,NaN,NaN,1
65,delay,1,feast,partner,S,1,184769.940161511,,NaN,NaN,1
65,delay,1,bullet,fruit,S,NaN,184774.439815899,,NaN,NaN,1
65,delay,2,patch,brass,S,1,184917.662151581,,NaN,NaN,1
65,delay,2,tree,sponge,S,NaN,184922.161801442,,NaN,NaN,1
65,delay,2,boat,dove,S,NaN,184926.661451907,,NaN,NaN,1
65,delay,2,lemon,gold,S,1,184931.161125613,,NaN,NaN,1
65,delay,3,chair,fountain,S,1,185123.563028378,,NaN,NaN,1
65,delay,3,boot,ferry,S,NaN,185128.062702386,,NaN,NaN,1
65,delay,3,soil,detective,S,NaN,185132.562350436,,NaN,NaN,1
65,delay,3,hair,skin,S,1,185137.061993355,,NaN,NaN,1
65,delay,4,wing,vest,S,1,185275.801370554,,NaN,NaN,1
65,delay,4,carpet,brain,S,NaN,185280.301035808,,NaN,NaN,1
65,delay,4,cocktail,aunt,S,NaN,185284.800692913,,NaN,NaN,1
65,delay,4,toe,nail,S,1,185289.300358772,,NaN,NaN,1
65,delay,5,planet,metal,S,NaN,185481.468965592,,NaN,NaN,1
65,delay,5,lieutenant,quarter,S,1,185485.968649863,,NaN,NaN,1
65,delay,5,tower,football,S,NaN,185490.468282519,,NaN,NaN,1
65,delay,5,suitcase,tooth,S,1,185494.967934191,,NaN,NaN,1
65,delay,6,hound,cart,S,NaN,185950.783099927,,NaN,NaN,1
65,delay,6,bite,dial,S,1,185955.282757938,,NaN,NaN,1
65,delay,6,basement,organ,S,1,185959.782413534,,NaN,NaN,1
65,delay,6,knee,moose,S,NaN,185964.282069431,,NaN,NaN,1
65,delay,7,stomach,root,S,1,186150.20120146,,NaN,NaN,1
65,delay,7,weed,wolf,S,NaN,186154.700859471,,NaN,NaN,1
65,delay,7,giant,guard,S,NaN,186159.200509332,,NaN,NaN,1
65,delay,7,purse,circus,S,1,186163.70016855,,NaN,NaN,1
65,delay,8,ant,port,S,NaN,186306.005962026,,NaN,NaN,1
65,delay,8,closet,blood,S,1,186310.505622753,,NaN,NaN,1
65,delay,8,prisoner,alley,S,1,186315.00527533,,NaN,NaN,1
65,delay,8,beef,market,S,NaN,186319.50493485,,NaN,NaN,1
65,delay,9,gorilla,wreck,S,1,186504.974091811,,NaN,NaN,1
65,delay,9,pipe,moon,S,NaN,186509.473744992,,NaN,NaN,1
65,delay,9,shield,willow,S,1,186513.973356519,,NaN,NaN,1
65,delay,9,drain,crown,S,NaN,186518.47301302,,NaN,NaN,1
65,delay,10,poison,spot,S,1,186663.195341156,,NaN,NaN,1
65,delay,10,piano,furniture,S,NaN,186667.694990112,,NaN,NaN,1
65,delay,10,forehead,pump,S,NaN,186672.194645406,,NaN,NaN,1
65,delay,10,bank,wind,S,1,186676.694301605,,NaN,NaN,1
65,delay,1,toilet,golf,S,1,184801.604421172,,NaN,NaN,2
65,delay,1,mistress,bone,S,NaN,184806.104031793,,NaN,NaN,2
65,delay,1,feast,partner,S,1,184810.603696746,,NaN,NaN,2
65,delay,1,bullet,fruit,S,NaN,184815.103351134,,NaN,NaN,2
65,delay,2,patch,brass,S,1,184965.025180442,,NaN,NaN,2
65,delay,2,tree,sponge,S,NaN,184969.524835435,,NaN,NaN,2
65,delay,2,boat,dove,S,NaN,184974.024488616,,NaN,NaN,2
65,delay,2,lemon,gold,S,1,184978.524143608,,NaN,NaN,2
65,delay,3,chair,fountain,S,1,185159.743589736,,NaN,NaN,2
65,delay,3,boot,ferry,S,NaN,185164.243243219,,NaN,NaN,2
65,delay,3,soil,detective,S,NaN,185168.742900022,,NaN,NaN,2
65,delay,3,hair,skin,S,1,185173.24255592,,NaN,NaN,2
