subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
53,immediate,1,table,tower,,1,20649.5996004187,tower,20651.9639121175,20652.7558600023
53,immediate,1,sponge,apartment,T,1,20653.1490080798,apartment,20654.2277740081,20655.7236692295
53,immediate,1,plug,gold,S,1,20655.9488075345,gold,20657.0195990423,20657.4035801131
53,immediate,1,scissors,wheel,,1,20657.6153310264,wheel,20659.0355216229,20659.7234153786
53,immediate,1,hospital,television,,1,20660.0651427964,television,20661.4273264939,20663.411183869
53,immediate,1,novel,purse,S,1,20663.9481772839,purse,20665.251094185,20667.2990237153
53,immediate,1,lemon,muscle,,1,20667.6312059157,wheel,20671.3867338894,20671.9946763748
53,immediate,1,pile,dove,,1,20672.3142007408,,NaN,NaN
53,immediate,1,brat,alley,T,1,20680.3469254759,table,20687.6656976463,20688.7776283985
53,immediate,1,pony,bee,,1,20688.9795871859,wheel,20693.0573805723,20693.8653458168
53,immediate,2,ribbon,sword,,1,20863.916482743,sword,20865.5107697992,20866.1507110844
53,immediate,2,carriage,dollar,T,1,20866.2159863905,dollar,20867.2226517129,20868.462545669
53,immediate,2,envelope,pie,,1,20868.6657981604,pie,20875.262166432,20875.6540893241
53,immediate,2,poster,owl,,1,20875.7985842302,pile,20877.9020340673,20878.6059533325
53,immediate,2,sack,desk,S,1,20878.765025198,desk,20879.749920615,20880.4458165609
53,immediate,2,president,hill,T,1,20880.6648784413,hill,20881.9018016473,20883.4376592228
53,immediate,2,moose,queen,,1,20883.7146326195,owl,20885.4375366741,20885.653502841
53,immediate,2,knee,snow,,1,20885.8311435547,sword,20888.1013764697,20888.7572756513
53,immediate,2,pound,newspaper,S,1,20888.8975812625,newspaper,20891.3091723192,20893.0850385515
53,immediate,2,ski,mansion,,1,20893.2305829697,hill,20897.8687587686,20898.6047178844
53,immediate,3,bat,bell,,1,21071.7172396474,spray,21074.6018313488,21075.4178177996
53,immediate,3,mail,spray,S,1,21075.7332675716,spray,21076.8177688405,21078.009635167
53,immediate,3,corn,suitcase,,1,21078.3997186209,,NaN,NaN
53,immediate,3,wedding,ear,T,1,21086.432437319,meal,21093.4487133591,21094.0166627024
53,immediate,3,chapel,clown,,1,21094.2818747419,clown,21099.1683590062,21099.7122960439
53,immediate,3,breast,meal,T,1,21100.098069767,meal,21100.9362770784,21101.4162216478
53,immediate,3,rope,court,,1,21101.6646179498,court,21102.9921230751,21103.8560260769
53,immediate,3,stake,gift,,1,21104.1310954407,sword,21111.5196017589,21112.7194926121
53,immediate,3,leather,floor,,1,21113.0470777261,floor,21114.4554363338,21114.9834079291
53,immediate,3,suit,dice,S,1,21115.4968949293,spray,21120.2152112547,21120.9990099512
53,immediate,4,brick,clay,S,1,21646.973217067,clay,21648.3265174913,21649.0704027325
53,immediate,4,tree,shepherd,,1,21649.439396034,mill,21651.8783154561,21652.5423179457
53,immediate,4,mustard,hostage,,1,21652.8557797721,hostage,21654.7421707665,21655.838064841
53,immediate,4,magician,instrument,T,1,21656.0888659353,instrument,21657.1099817445,21658.701849218
53,immediate,4,hound,rabbi,,1,21659.1052805219,pound,21661.8616865602,21662.6136382845
53,immediate,4,root,spike,,1,21662.8550155027,groot,21664.4215570449,21665.0935098075
53,immediate,4,collar,wing,T,1,21665.2881718145,dollar,21666.2694173321,21667.3093455777
53,immediate,4,cheese,wind,S,1,21667.5379904062,mill,21668.5972789354,21669.6612366917
53,immediate,4,ambulance,heel,,1,21670.4878480565,,NaN,NaN
53,immediate,4,bolt,racket,,1,21678.5205039711,cheese,21682.9564239679,21683.8602896255
53,immediate,5,soldier,prince,,1,21883.338471425,prince,21885.1279082684,21885.911900447
53,immediate,5,glove,drug,,1,21886.2046005274,drug,21887.8157670101,21888.3917330321
53,immediate,5,duck,tea,T,1,21888.5710731284,trail,21889.8076694372,21890.7915947271
53,immediate,5,meat,lung,S,1,21891.1208900901,lung,21893.5674147773,21894.1753762789
53,immediate,5,picture,alcohol,,1,21894.3706413705,frame,21895.5433025613,21896.2712401689
53,immediate,5,gallery,thumb,,1,21896.4038194755,,NaN,NaN
53,immediate,5,whale,trail,,1,21904.4365387773,trail,21906.3586370288,21907.3665580229
53,immediate,5,pier,bomb,,1,21907.7696032681,fort,21909.0224626377,21909.4224233376
53,immediate,5,frog,mechanic,S,1,21909.5861463196,tree,21910.9903373652,21911.6462833326
53,immediate,5,date,partner,T,1,21911.8359926809,prison,21912.9662203197,21914.3261601078
53,immediate,6,lobster,scratch,,1,22098.7220069738,trail,22100.8106610145,22101.9065955361
53,immediate,6,wall,crane,S,1,22102.4047262153,,NaN,NaN
53,immediate,6,laundry,book,,1,22110.4374551761,hall,22112.6659128612,22113.27388372
53,immediate,6,corridor,blanket,T,1,22113.5372207036,ball,22115.5297401001,22117.0417218035
53,immediate,6,spice,nose,,1,22117.4202539837,,NaN,NaN
53,immediate,6,pumpkin,cord,,1,22125.452962721,crave,22129.9288577493,22131.3127527945
53,immediate,6,morphine,crowd,S,1,22131.6191562973,lobster,22139.424276057,22140.4721989467
53,immediate,6,blood,eye,,1,22140.6684764236,eye,22142.4160879308,22142.6320091229
53,immediate,6,mouse,strawberry,,1,22143.084958261,owl,22146.4078376248,22146.6477988921
53,immediate,6,deer,cereal,T,1,22146.9179986043,tail,22148.0957030071,22148.6637033621
53,immediate,7,hawk,quarter,T,1,22664.4287448596,quarter,22665.9758283207,22666.7997828533
53,immediate,7,armor,beam,,1,22667.0782259291,station,22674.0073082505,22675.815234557
53,immediate,7,brass,sting,,1,22676.5108232256,crab,22678.543047503,22679.3030122839
53,immediate,7,prisoner,light,S,1,22680.4438711753,shed,22683.902704765,22684.5106496652
53,immediate,7,leopard,snake,,1,22684.6435492284,,NaN,NaN
53,immediate,7,chest,crab,,1,22692.676267021,vest,22694.7420533491,22695.3339769657
53,immediate,7,monkey,station,S,1,22695.6927036422,station,22697.3098882935,22699.7097478756
53,immediate,7,card,tape,,1,22700.0757016065,desk,22708.0532471186,22708.6532049208
53,immediate,7,automobile,candle,T,1,22709.0250165411,vehicle,22711.1330707088,22712.660999744
53,immediate,7,bone,palace,,1,22712.924717655,,NaN,NaN
53,immediate,8,ground,machine,,1,22902.8438418361,machine,22905.6250579541,22907.3129502005
53,immediate,8,organ,cabinet,,1,22907.8431397466,cabinet,22910.2328012223,22911.3447594423
53,immediate,8,flame,cream,S,1,22911.5095265031,cream,22912.7286309436,22913.8645130288
53,immediate,8,needle,mouth,,1,22914.1259924636,stack,22917.392333702,22918.0482826879
53,immediate,8,frame,pigeon,T,1,22918.3256696111,cream,22919.4002211914,22920.328123604
53,immediate,8,barrel,worm,,1,22920.6255010613,station,22925.4398491021,22927.7836489818
53,immediate,8,stick,missile,T,1,22928.0249169325,ground,22930.3115372681,22931.0314862685
53,immediate,8,bubble,barn,S,1,22931.2413494486,bee,22932.3194157022,22932.6634039327
53,immediate,8,ring,avenue,,1,22932.8745508559,ding,22937.0631343255,22937.4310820388
53,immediate,8,clock,coal,,1,22937.6575119349,farm,22943.7987146269,22944.3746426165
53,immediate,9,witch,cheek,T,1,23123.5769569763,sun,23128.0353604381,23128.395345201
53,immediate,9,shark,uniform,,1,23128.8762411831,trail,23131.2591597625,23132.0270699868
53,immediate,9,net,tomato,,1,23132.409309115,carriage,23134.8029371247,23136.2028262875
53,immediate,9,coach,bishop,,1,23136.6423195153,frog,23143.0424516627,23143.6503452493
53,immediate,9,wood,palm,S,1,23143.8750857237,crea,23145.3942860299,23146.210241089
53,immediate,9,branch,sun,S,1,23146.6415410593,sun,23150.9619558656,23151.3858983848
53,immediate,9,fountain,beach,,1,23152.1411196848,frog,23156.2016198164,23156.633579618
53,immediate,9,metal,stomach,,1,23156.9740818505,meal,23159.393427887,23160.0173617735
53,immediate,9,dough,canal,T,1,23160.257163969,station,23162.2012633385,23163.3291571183
53,immediate,9,bread,iron,,1,23163.6069101784,,NaN,NaN
53,immediate,10,minister,wheat,,1,23350.7429151142,carriage,23356.821265705,23358.2371486836
53,immediate,10,monk,basket,S,1,23358.7253188078,envelope,23363.1568699124,23366.5246872291
53,immediate,10,roof,beard,,1,23366.7246936886,,NaN,NaN
53,immediate,10,banner,dirt,T,1,23374.7574323084,sun,23377.0920039071,23377.3639983845
53,immediate,10,doll,lamp,,1,23377.7905114085,house,23378.9639021566,23379.6358561266
53,immediate,10,deck,admiral,T,1,23379.7903725602,desk,23381.3156903417,23381.8837030723
53,immediate,10,squirrel,skull,S,1,23382.1068808995,circle,23384.659541535,23385.9394548936
53,immediate,10,hair,janitor,,1,23386.1565387894,janitor,23387.5553736106,23389.1152685447
53,immediate,10,maiden,wolf,,1,23389.3396416748,pardon,23391.731134439,23395.7948999206
53,immediate,10,sheep,spider,,1,23396.0057990298,bail,23400.8825451981,23401.5705047559
