subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
32,immediate,1,cocktail,toilet,,1,947785.356501925,toilet,947787.342498564,947788.222419866
32,immediate,1,lion,steel,T,1,947788.855838009,,NaN,NaN
32,immediate,1,collar,desk,S,1,947796.888466636,desk,947798.685963043,947799.29393233
32,immediate,1,turkey,hawk,,1,947800.504805279,hawk,947804.533648725,947805.253630107
32,immediate,1,spray,officer,,1,947805.854344462,officer,947812.477256764,947813.205267319
32,immediate,1,toast,square,T,1,947813.453661258,square,947816.069133897,947817.565062412
32,immediate,1,beach,chest,,1,947818.153257595,chest,947819.70895606,947820.348879342
32,immediate,1,spring,soup,,1,947820.986347387,soup,947823.116824468,947823.83678623
32,immediate,1,flood,brake,,1,947824.252733013,,NaN,NaN
32,immediate,1,missile,brush,S,1,947832.285336889,brush,947837.340091321,947837.940108708
32,immediate,2,lemon,earth,S,1,948042.249769463,earth,948043.97051905,948045.402426682
32,immediate,2,shed,ceiling,,1,948045.865762187,ceiling,948047.522291067,948048.834211461
32,immediate,2,planet,wheel,T,1,948049.265448084,,NaN,NaN
32,immediate,2,organ,market,,1,948057.298042904,market,948059.145762996,948059.889696971
32,immediate,2,breakfast,hood,,1,948060.297757355,hood,948062.713599095,948063.257530293
32,immediate,2,bat,clay,T,1,948063.514128477,clay,948065.849452703,948066.34540597
32,immediate,2,ship,prisoner,,1,948066.697169777,prisoner,948069.353288444,948070.577205781
32,immediate,2,dial,jury,,1,948070.896785886,,NaN,NaN
32,immediate,2,magician,cheese,S,1,948078.929419343,cheese,948080.016841643,948081.00872584
32,immediate,2,photograph,duck,,1,948081.412472807,,NaN,NaN
32,immediate,3,ferry,nest,,1,948289.160118011,nest,948294.190752023,948294.886666109
32,immediate,3,giant,cigarette,T,1,948295.32587063,cigarette,948296.74264327,948298.430529391
32,immediate,3,rocket,blade,S,1,948298.825548104,blade,948300.054437793,948301.886375731
32,immediate,3,lieutenant,queen,,1,948302.291885494,queen,948304.366263407,948305.454243524
32,immediate,3,gallery,mouse,,1,948305.808219579,mouse,948307.262168197,948307.766084531
32,immediate,3,cloud,belly,,1,948308.174662586,stomach,948313.333878673,948315.845722458
32,immediate,3,ant,eye,S,1,948316.873836034,eye,948318.021640734,948318.34160479
32,immediate,3,satellite,cigar,T,1,948318.607004578,,NaN,NaN
32,immediate,3,statue,bowl,,1,948326.63958008,bowl,948331.845001644,948332.516906692
32,immediate,3,wedding,scout,,1,948332.888977968,scout,948334.596852504,948335.332792924
32,immediate,4,suitcase,chair,T,1,948828.22480779,chair,948829.773678439,948830.429653728
32,immediate,4,storm,blouse,,1,948831.474163721,blouse,948833.973493466,948835.157370585
32,immediate,4,boss,guitar,S,1,948835.557103569,guitar,948836.949358255,948839.3412145
32,immediate,4,castle,wine,,1,948839.973347371,wine,948841.765129181,948842.069078658
32,immediate,4,pipe,mustard,,1,948842.606420199,mustard,948843.797041521,948847.01286026
32,immediate,4,film,skirt,,1,948847.322666507,,NaN,NaN
32,immediate,4,spider,brick,S,1,948855.355194317,brick,948857.15639833,948857.772351512
32,immediate,4,butcher,basket,,1,948858.171592786,basket,948859.812301478,948860.540231138
32,immediate,4,essay,hook,,1,948860.838002378,hook,948862.284183525,948862.764072711
32,immediate,4,pepper,peanut,T,1,948863.104445657,peanut,948864.260081215,948866.763960423
32,immediate,5,fireplace,whale,T,1,949044.354053027,whale,949045.339583008,949046.507483884
32,immediate,5,cottage,board,,1,949047.586744801,board,949049.147412297,949049.755368302
32,immediate,5,wheat,tomb,S,1,949050.003200501,tomb,949051.251303156,949051.675268245
32,immediate,5,portrait,brat,,1,949052.002990414,,NaN,NaN
32,immediate,5,vice,passage,,1,949060.03556652,,NaN,NaN
32,immediate,5,gorilla,bell,T,1,949069.068043016,bomb,949070.78640166,949071.610350872
32,immediate,5,stake,trash,,1,949071.917762855,,NaN,NaN
32,immediate,5,policeman,bomb,,1,949079.950331717,bomb,949081.401910521,949081.977831634
32,immediate,5,pie,closet,S,1,949082.300105436,closet,949083.865779695,949084.729741959
