subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
29,delay,1,cake,fountain,S,NaN,942887.811694159,,NaN,NaN,1
29,delay,1,physician,medicine,S,1,942892.311274438,,NaN,NaN,1
29,delay,1,chain,tunnel,S,NaN,942896.810915087,,NaN,NaN,1
29,delay,1,chicken,knight,S,1,942901.310489632,,NaN,NaN,1
29,delay,2,bus,meal,S,1,943044.964530977,,NaN,NaN,1
29,delay,2,mattress,mayor,S,NaN,943049.464112162,,NaN,NaN,1
29,delay,2,cheese,crowd,S,1,943053.963707836,,NaN,NaN,1
29,delay,2,horn,weed,S,NaN,943058.463328261,,NaN,NaN,1
29,delay,3,spray,highway,S,1,943254.778972562,,NaN,NaN,1
29,delay,3,garden,root,S,NaN,943259.278558878,,NaN,NaN,1
29,delay,3,steak,roof,S,NaN,943263.778135837,,NaN,NaN,1
29,delay,3,medal,husband,S,1,943268.277731511,,NaN,NaN,1
29,delay,4,chapel,scale,S,1,943408.948004162,,NaN,NaN,1
29,delay,4,camel,wheat,S,NaN,943413.447588969,,NaN,NaN,1
29,delay,4,hand,stomach,S,1,943417.947169249,,NaN,NaN,1
29,delay,4,film,shirt,S,NaN,943422.446747415,,NaN,NaN,1
29,delay,5,frog,boss,S,1,943630.743766449,,NaN,NaN,1
29,delay,5,brandy,stake,S,NaN,943635.243390496,,NaN,NaN,1
29,delay,5,ceiling,pile,S,NaN,943639.742942402,,NaN,NaN,1
29,delay,5,babe,jacket,S,1,943644.242539887,,NaN,NaN,1
29,delay,6,photograph,screw,S,NaN,944126.214410313,,NaN,NaN,1
29,delay,6,radio,priest,S,1,944130.714022589,,NaN,NaN,1
29,delay,6,uniform,envelope,S,NaN,944135.213587776,,NaN,NaN,1
29,delay,6,alley,board,S,1,944139.713177412,,NaN,NaN,1
29,delay,7,menu,corner,S,NaN,944359.092817241,,NaN,NaN,1
29,delay,7,parade,cocktail,S,1,944363.592417442,,NaN,NaN,1
29,delay,7,land,monk,S,NaN,944368.091975083,,NaN,NaN,1
29,delay,7,belly,potato,S,1,944372.591581321,,NaN,NaN,1
29,delay,8,butterfly,ambulance,S,1,944526.676951655,,NaN,NaN,1
29,delay,8,beam,eye,S,NaN,944531.176543405,,NaN,NaN,1
29,delay,8,porch,choir,S,NaN,944535.676107385,,NaN,NaN,1
29,delay,8,bracelet,blanket,S,1,944540.175676797,,NaN,NaN,1
29,delay,9,steam,judge,S,NaN,944753.988591028,,NaN,NaN,1
29,delay,9,trail,kiss,S,1,944758.488158328,,NaN,NaN,1
29,delay,9,pigeon,cookie,S,NaN,944762.987725024,,NaN,NaN,1
29,delay,9,sack,barn,S,1,944767.487294136,,NaN,NaN,1
29,delay,10,novel,bird,S,NaN,944915.456346805,,NaN,NaN,1
29,delay,10,sail,mansion,S,1,944919.955869431,,NaN,NaN,1
29,delay,10,doll,organ,S,1,944924.455465407,,NaN,NaN,1
29,delay,10,key,flame,S,NaN,944928.955030896,,NaN,NaN,1
29,delay,1,cake,fountain,S,NaN,942928.908075628,,NaN,NaN,2
29,delay,1,physician,medicine,S,1,942933.407688809,,NaN,NaN,2
29,delay,1,chain,tunnel,S,NaN,942937.907295349,,NaN,NaN,2
29,delay,1,chicken,knight,S,1,942942.406900682,,NaN,NaN,2
29,delay,2,bus,meal,S,1,943093.310216459,,NaN,NaN,2
29,delay,2,mattress,mayor,S,NaN,943097.809822395,,NaN,NaN,2
29,delay,2,cheese,crowd,S,1,943102.309437689,,NaN,NaN,2
29,delay,2,horn,weed,S,NaN,943106.809023402,,NaN,NaN,2
29,delay,3,spray,highway,S,1,943292.892137417,,NaN,NaN,2
29,delay,3,garden,root,S,NaN,943297.391720413,,NaN,NaN,2
29,delay,3,steak,roof,S,NaN,943301.891302504,,NaN,NaN,2
29,delay,3,medal,husband,S,1,943306.390887613,,NaN,NaN,2
29,delay,4,chapel,scale,S,1,943456.176910755,,NaN,NaN,2
29,delay,4,camel,wheat,S,NaN,943460.676492543,,NaN,NaN,2
29,delay,4,hand,stomach,S,1,943465.176072219,,NaN,NaN,2
29,delay,4,film,shirt,S,NaN,943469.675643443,,NaN,NaN,2
