sub_num,version,datetime,exp_onset,list,practice,target,study_order,study_onset
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,organ,1,3369642.8954611
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,briefcase,2,3369646.9117566
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,trash,3,3369650.92804516
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,witch,4,3369654.94432074
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,globe,5,3369658.96062409
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,hostage,6,3369662.97690661
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,muscle,7,3369666.99319969
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,mustard,8,3369671.00950516
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,light,9,3369675.02579039
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,radio,10,3369679.04206658
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,tooth,11,3369683.05836328
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,sock,12,3369687.07467569
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,plug,13,3369691.09097119
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,canal,14,3369695.10727031
28,pilot1,2015-03-03-1312m03s,3369568.97549728,0,C,puppy,15,3369699.12355495
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,salad,16,3369867.20835578
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,cage,17,3369871.22467634
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,weed,18,3369875.24097878
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,beef,19,3369879.25729088
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,brandy,20,3369883.27358186
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,dust,21,3369887.28989335
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,shell,22,3369891.30620395
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,date,23,3369895.3225076
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,dentist,24,3369899.33880944
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,pump,25,3369903.3551152
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,dress,26,3369907.37142429
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,boat,27,3369911.38772763
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,kiss,28,3369915.40403642
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,hand,29,3369919.42036904
28,pilot1,2015-03-03-1312m03s,3369568.97549728,1,T,court,30,3369923.43666122
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,golf,31,3370165.9481071
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,tree,32,3370169.96442313
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,bush,33,3370173.98071742
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,castle,34,3370177.9970247
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,wall,35,3370182.01338328
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,circle,36,3370186.02960574
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,morgue,37,3370190.04592629
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,neck,38,3370194.06224081
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,dame,39,3370198.07850552
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,dove,40,3370202.09483211
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,magazine,41,3370206.11114301
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,camel,42,3370210.12743428
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,sand,43,3370214.14373491
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,fort,44,3370218.16004188
28,pilot1,2015-03-03-1312m03s,3369568.97549728,2,S,banana,45,3370222.17634614
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,artist,46,3370436.1567098
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,chocolate,47,3370440.17301043
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,brush,48,3370444.18931257
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,fence,49,3370448.20560656
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,trail,50,3370452.22190327
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,costume,51,3370456.23820028
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,suit,52,3370460.2544493
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,river,53,3370464.27078253
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,spike,54,3370468.2870726
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,king,55,3370472.30336659
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,nest,56,3370476.31976109
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,elbow,57,3370480.33595819
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,umbrella,58,3370484.35225218
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,mayor,59,3370488.36855946
28,pilot1,2015-03-03-1312m03s,3369568.97549728,3,T,lamp,60,3370492.3848296
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,avenue,61,3370735.36220679
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,surf,62,3370739.37844766
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,glove,63,3370743.39477757
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,brain,64,3370747.41106099
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,goat,65,3370751.42737823
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,bubble,66,3370755.44365139
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,smile,67,3370759.45995595
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,hill,68,3370763.47623756
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,land,69,3370767.49254725
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,beast,70,3370771.50883521
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,bed,71,3370775.52512799
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,guitar,72,3370779.5413927
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,clock,73,3370783.5577042
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,swamp,74,3370787.57398793
28,pilot1,2015-03-03-1312m03s,3369568.97549728,4,S,star,75,3370791.59030999
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,milk,76,3371003.50393231
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,lunch,77,3371007.52023264
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,apple,78,3371011.53651697
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,blade,79,3371015.5528004
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,guard,80,3371019.56909499
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,alley,81,3371023.58539925
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,passenger,82,3371027.60169173
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,ear,83,3371031.61798391
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,cabinet,84,3371035.63427428
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,whip,85,3371039.65058276
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,furniture,86,3371043.66687826
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,brake,87,3371047.68315233
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,instrument,88,3371051.6994587
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,worm,89,3371055.71569202
28,pilot1,2015-03-03-1312m03s,3369568.97549728,5,T,duck,90,3371059.73202948
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,island,91,3371301.34291516
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,rifle,92,3371305.35922092
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,hockey,93,3371309.37551763
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,corridor,94,3371313.3918089
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,book,95,3371317.40811256
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,bell,96,3371321.42440594
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,screw,97,3371325.44070748
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,fly,98,3371329.45698698
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,bottle,99,3371333.47328641
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,bourbon,100,3371337.48956893
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,path,101,3371341.50591031
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,tunnel,102,3371345.52214665
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,shop,103,3371349.53844849
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,flood,104,3371353.55474701
28,pilot1,2015-03-03-1312m03s,3369568.97549728,6,S,ticket,105,3371357.57105911
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,clay,106,3371569.60130024
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,emperor,107,3371573.61762049
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,planet,108,3371577.63391599
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,church,109,3371581.65019066
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,television,110,3371585.66648828
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,orchestra,111,3371589.68281728
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,menu,112,3371593.69909407
28,pilot1,2015-03-03-1312m03s,3369568.97549728,7,T,garbage,113,3371597.71537629
