subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
28,immediate,1,camel,child,T,1,942718.040900966,child,942720.45241713,942721.828299192,1
28,immediate,1,fireplace,college,T,NaN,942722.173591554,college,942723.828239729,942725.084080848,1
28,immediate,1,siren,building,T,1,942725.406667657,call,942728.907894046,942729.339842583,1
28,immediate,1,pound,bee,T,NaN,942729.57304395,bee,942734.387509968,942734.739451334,1
28,immediate,2,flesh,mail,T,1,942908.542306348,mail,942911.824081838,942912.447941701,1
28,immediate,2,candle,doll,T,NaN,942912.874993435,doll,942914.495863842,942914.943835425,1
28,immediate,2,glove,frog,T,NaN,942915.174823075,frog,942917.711688396,942918.191624876,1
28,immediate,2,cloud,ferry,T,1,942918.441228104,ferry,942919.927529854,942920.679439767,1
28,immediate,3,rabbi,lightning,T,1,943133.791025476,lightning,943136.15354705,943138.489380853,1
28,immediate,3,dame,stain,T,NaN,943138.807010188,stain,943140.313259853,943141.393208769,1
28,immediate,3,barn,hair,T,NaN,943141.640065826,hair,943143.569055394,943144.064975379,1
28,immediate,3,stick,port,T,1,943144.523184579,port,943146.320926369,943146.85680406,1
28,immediate,4,potato,library,T,NaN,943635.701116035,king,943640.065006167,943640.47292104,1
28,immediate,4,marble,king,T,1,943640.783691289,king,943642.752856493,943643.176742798,1
28,immediate,4,brick,fountain,T,1,943643.383482172,fountain,943645.616617436,943646.512526494,1
28,immediate,4,journal,mansion,T,NaN,943646.916534912,admiral,943649.712340981,943650.648278075,1
28,immediate,5,dial,fence,T,NaN,943868.899179228,ring,943872.833931587,943873.297856792,1
28,immediate,5,closet,beast,T,1,943873.998449431,beast,943875.553821969,943876.233726877,1
28,immediate,5,plate,soil,T,1,943876.698235545,soil,943879.857473548,943880.297419421,1
28,immediate,5,cafe,fruit,T,NaN,943880.597923681,fruit,943882.297305928,943882.809248054,1
28,immediate,6,balloon,toad,T,NaN,944059.850649778,toad,944064.285629726,944064.685504099,1
28,immediate,6,gallery,clock,T,1,944065.19989689,clock,944066.597396361,944067.109329129,1
28,immediate,6,neck,eye,T,NaN,944067.383042688,eye,944069.08527494,944069.60518784,1
28,immediate,6,judge,bowl,T,1,944069.916188396,bowl,944071.653093682,944072.06906626,1
28,immediate,7,shield,knight,T,NaN,944594.974766207,knight,944596.339164945,944597.091076065,1
28,immediate,7,circus,palace,T,1,944597.307564071,palace,944598.379070733,944599.626953454,1
28,immediate,7,carriage,chest,T,1,944599.907344087,chest,944601.170840555,944601.762817924,1
28,immediate,7,hook,duck,T,NaN,944601.890553152,duck,944603.370720844,944603.674651628,1
28,immediate,8,pony,boss,T,NaN,944767.527635861,boss,944770.16796097,944770.623875558,1
28,immediate,8,frame,robin,T,1,944770.860404144,robin,944773.767690579,944774.215645561,1
28,immediate,8,wire,moon,T,NaN,944774.426800601,brass,944779.879292588,944780.783265388,1
28,immediate,8,cage,brass,T,1,944780.909616061,brass,944783.311090505,944784.03103371,1
28,immediate,9,coach,wedding,T,1,945001.259064503,wedding,945004.496826118,945005.800715851,1
28,immediate,9,willow,scale,T,NaN,945005.97503032,scale,945008.520524133,945009.336441111,1
28,immediate,9,pile,ball,T,NaN,945009.658071077,ball,945012.760252558,945013.216199142,1
28,immediate,9,carpet,portrait,T,1,945013.424436866,portrait,945014.760124879,945016.599972895,1
28,immediate,10,ticket,colonel,T,1,945194.810324729,colonel,945196.716402282,945197.652313417,1
28,immediate,10,hockey,dentist,T,NaN,945198.093076984,dentist,945199.484181,945200.404106517,1
28,immediate,10,nail,pudding,T,1,945200.592877767,pudding,945201.764029523,945204.035865617,1
28,immediate,10,seal,crane,T,NaN,945204.159266678,crane,945205.907799569,945206.547702399,1
28,immediate,1,camel,child,T,1,942758.970960568,child,942760.401834241,942761.02576564,2
28,immediate,1,fireplace,college,T,NaN,942761.237142535,college,942762.537682713,942763.545596137,2
28,immediate,1,siren,building,T,1,942763.820235148,jail,942769.393261591,942770.153221663,2
28,immediate,1,pound,bee,T,NaN,942770.419727206,bee,942772.137124967,942772.513010651,2
28,immediate,2,flesh,mail,T,1,942945.08945245,mail,942950.901501308,942951.581437607,2
28,immediate,2,candle,doll,T,NaN,942952.671813999,doll,942953.829319724,942954.261281844,2
28,immediate,2,glove,frog,T,NaN,942954.488349757,frog,942955.941183733,942956.37315521,2
28,immediate,2,cloud,ferry,T,1,942956.60484072,ferry,942957.485103734,942958.213018016,2
28,immediate,3,rabbi,lightning,T,1,943171.504700303,lightning,943174.599028125,943175.710955823,2
28,immediate,3,dame,stain,T,NaN,943176.337301365,stain,943177.582849026,943178.198806633,2
28,immediate,3,barn,hair,T,NaN,943178.503807149,hair,943180.966659,943181.446584312,2
28,immediate,3,stick,port,T,1,943181.870198957,port,943183.070501826,943183.550462756,2
28,immediate,4,potato,library,T,NaN,943675.064614374,library,943678.622492211,943679.718409238,2
28,immediate,4,marble,king,T,1,943680.013885091,king,943681.182309692,943681.598290118,2
28,immediate,4,brick,fountain,T,1,943681.813785362,fountain,943686.597945715,943687.437869494,2
28,immediate,4,journal,mansion,T,NaN,943687.646610391,mansion,943690.941686603,943692.429593254,2
28,immediate,5,dial,fence,T,NaN,943907.046143681,ring,943910.167521185,943910.855453311,2
28,immediate,5,closet,beast,T,1,943911.695448627,beast,943913.11932165,943914.039253505,2
28,immediate,5,plate,soil,T,1,943914.511876928,soil,943915.647143446,943916.30311309,2
28,immediate,5,cafe,fruit,T,NaN,943916.545062177,fruit,943917.871016348,943918.422956627,2
28,immediate,6,balloon,toad,T,NaN,944096.364408094,toad,944099.427285361,944099.843219605,2
28,immediate,6,gallery,clock,T,1,944099.997111964,clock,944100.995184695,944101.443122472,2
28,immediate,6,neck,eye,T,NaN,944101.780317587,eye,944103.187037161,944103.418994633,2
28,immediate,6,judge,bowl,T,1,944103.613506036,bowl,944104.962945724,944105.370890782,2
