subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
15,delay,1,magazine,wood,,1,581700.403354625,,NA,NA
15,delay,1,ant,leopard,,1,581708.435752064,lepoard,581711.109389498,581712.613292935
15,delay,1,scar,soldier,,1,581713.235330872,solider,581715.581098637,581718.492927813
15,delay,1,peach,pipe,S,1,581721.85131172,,NA,NA
15,delay,1,spaghetti,cup,T,1,581729.884021264,cup,581732.060045373,581732.611991085
15,delay,1,essay,guard,S,1,581733.117081973,,NA,NA
15,delay,1,automobile,vice,T,1,581741.149811439,,NA,NA
15,delay,1,bee,bucket,,1,581749.18248446,,NA,NA
15,delay,1,suitcase,portrait,,1,581757.215166234,portrait,581759.962238506,581761.60207644
15,delay,1,bone,gorilla,,1,581763.981308961,,NA,NA
15,delay,2,arrow,passenger,,1,581782.030200321,passenger,581786.70447555,581790.04825598
15,delay,2,pound,lunch,S,1,581791.1124849,,NA,NA
15,delay,2,rope,soup,,1,581799.145168184,,NA,NA
15,delay,2,gate,boot,,1,581807.177875313,,NA,NA
15,delay,2,spoon,fork,T,1,581815.210570973,fork,581817.502541822,581818.014502058
15,delay,2,mule,barn,S,1,581818.643631802,,NA,NA
15,delay,2,jury,giant,T,1,581826.676326254,,NA,NA
15,delay,2,picture,sock,,1,581834.709020706,,NA,NA
15,delay,2,gallery,horn,,1,581842.741728741,,NA,NA
15,delay,2,earth,butcher,,1,581850.774398442,,NA,NA
15,delay,3,brat,deer,,1,581868.823307007,,NA,NA
15,delay,3,hook,cat,S,1,581876.855688447,,NA,NA
15,delay,3,audience,novel,T,1,581884.88836992,novel,581886.866038953,581887.945946819
15,delay,3,drain,whip,,1,581888.438090443,,NA,NA
15,delay,3,circus,balloon,,1,581896.470787008,balloon,581899.065244925,581903.080964015
15,delay,3,tobacco,hammer,,1,581903.886849837,peach,581906.616773791,581907.376696736
15,delay,3,artist,band,S,1,581910.169713171,,NA,NA
15,delay,3,wedding,factory,,1,581918.202394945,,NA,NA
15,delay,3,wheel,lightning,T,1,581926.235092113,,NA,NA
15,delay,3,shower,nose,,1,581934.267787471,,NA,NA
15,delay,4,pond,bracelet,S,1,581952.316689395,bracelet,581954.149727526,581955.629589451
15,delay,4,axe,sail,,1,581956.915994915,,NA,NA
15,delay,4,land,jacket,T,1,581964.948711401,jacket,581967.30883302,581968.660748124
15,delay,4,morphine,steam,,1,581969.265015041,,NA,NA
