sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,scissors,cord,1,2772376.19531656,NaN,NaN,NaN,NaN,,NaN,15,2772581.47167973,2772583.76468521,2772584.66065216,cross,1
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,snake,sweat,2,2772380.21184205,NaN,NaN,NaN,NaN,,NaN,9,2772555.2725323,2772558.08516334,2772559.59709426,sweat,1
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,glove,shower,3,2772384.22835033,NaN,NaN,NaN,NaN,,NaN,21,2772602.23765116,2772606.98032312,2772609.8362366,frog,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,hammer,city,4,2772388.24487642,NaN,NaN,NaN,NaN,,NaN,3,2772529.80670951,2772532.39761599,2772534.78154999,shower,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,saddle,admiral,5,2772392.26140433,NaN,NaN,NaN,NaN,,NaN,6,2772543.1396302,2772547.18934612,2772549.04527439,spiderman,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,frog,gentleman,6,2772396.27792015,NaN,NaN,NaN,NaN,,NaN,11,2772563.08894803,2772564.24502162,2772567.63695001,gentlmen,1
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,tent,dame,7,2772400.29445108,NaN,NaN,NaN,NaN,,NaN,2,2772521.09033235,2772526.8297032,2772529.32565317,detaint,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,wolf,meat,8,2772404.31102848,NaN,NaN,NaN,NaN,,NaN,19,2772595.22122227,2772597.06048137,2772597.57243311,meat,1
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,pie,gate,9,2772408.32750477,NaN,NaN,NaN,NaN,,NaN,10,2772560.1723769,2772562.29304714,2772562.72506099,gate,1
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,scale,cafe,10,2772412.34402784,NaN,NaN,NaN,NaN,,NaN,24,2772617.35383821,2772619.25206154,2772619.90803369,cave,1
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,paint,dentist,11,2772416.36055031,NaN,NaN,NaN,NaN,,NaN,13,2772574.18857608,2772575.94084741,2772576.77280095,pencil,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,spider,magician,12,2772420.37708395,NaN,NaN,NaN,NaN,,NaN,1,2772515.00721651,2772520.22184017,2772520.69379671,snow,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,ball,lawyer,13,2772424.39361306,NaN,NaN,NaN,NaN,,NaN,17,2772587.58813362,2772590.41259476,2772590.66854603,pen,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,muscle,mail,14,2772428.41010232,NaN,NaN,NaN,NaN,,NaN,12,2772568.60542432,2772572.9009159,2772573.42887182,snake,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,coffee,battle,15,2772432.4266592,NaN,NaN,NaN,NaN,,NaN,16,2772584.93822306,2772586.31662764,2772587.32458611,tea,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,net,king,16,2772436.4431859,NaN,NaN,NaN,NaN,,NaN,5,2772539.48971481,2772541.15745971,2772542.75739022,pencil,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,crane,cabinet,17,2772440.45976452,NaN,NaN,NaN,NaN,,NaN,7,2772549.40605925,2772550.64529154,2772551.10124752,cave,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,balloon,fuel,18,2772444.47626163,NaN,NaN,NaN,NaN,,NaN,18,2772591.05469687,2772592.93256293,2772594.86047726,ball,1
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,cage,deck,19,2772448.49277263,NaN,NaN,NaN,NaN,,NaN,8,2772551.4059877,2772554.44520352,2772554.94917143,gate,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,spoon,rash,20,2772452.50931683,NaN,NaN,NaN,NaN,,NaN,22,2772610.23739821,2772613.38016893,2772613.96413813,small,0
36,delay,pilot4,2015-02-27-1400m31s,2772220.12024009,1,N,C,shovel,snow,21,2772456.52583236,NaN,NaN,NaN,NaN,,NaN,25,2772620.23703054,2772624.11595401,2772625.45193886,waek,0
