sub_num,list,practice,target,study_order,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score
30,0,C,wood,1,NaN,NaN,NaN,NaN,,NaN
30,0,C,ball,2,NaN,NaN,NaN,NaN,,NaN
30,0,C,brain,3,NaN,NaN,NaN,NaN,,NaN
30,0,C,rice,4,NaN,NaN,NaN,NaN,,NaN
30,0,C,blouse,5,NaN,NaN,NaN,NaN,,NaN
30,0,C,scale,6,NaN,NaN,NaN,NaN,,NaN
30,0,C,scar,7,NaN,NaN,NaN,NaN,,NaN
30,0,C,table,8,NaN,NaN,NaN,NaN,,NaN
30,0,C,skirt,9,NaN,NaN,NaN,NaN,,NaN
30,0,C,essay,10,NaN,NaN,NaN,NaN,,NaN
30,0,C,fruit,11,NaN,NaN,NaN,NaN,,NaN
30,0,C,goat,12,NaN,NaN,NaN,NaN,,NaN
30,0,C,toe,13,NaN,NaN,NaN,NaN,,NaN
30,0,C,toothbrush,14,NaN,NaN,NaN,NaN,,NaN
30,0,C,horse,15,NaN,NaN,NaN,NaN,,NaN
30,1,T,boss,16,1,3642060.42998281,3642060.76788024,3642061.31179961,dice,NaN
30,1,T,cookie,17,2,3642061.67993376,3642062.2317515,3642062.79171514,boss,NaN
30,1,T,tape,18,3,3642063.1631065,3642068.02344763,3642068.59940241,shore,NaN
30,1,T,shore,19,4,3642069.07936412,3642069.90334076,3642073.67108336,ridge,NaN
30,1,T,ribbon,20,5,3642074.07896931,3642075.55900709,3642076.17492827,metal,NaN
30,1,T,ridge,21,6,3642076.76211863,3642077.05486879,3642078.44678562,copper,NaN
30,1,T,metal,22,7,3642078.84528841,3642079.71878183,3642080.39870019,tail,NaN
30,1,T,mattress,23,8,3642081.17847706,3642081.94262107,3642082.49458128,tape,NaN
30,1,T,trash,24,9,3642083.24496085,3642084.84642908,3642085.50238427,pants,NaN
30,1,T,feast,25,10,3642085.92809538,3642086.54232653,3642091.43803634,photograph,NaN
30,1,T,photograph,26,11,3642094.17749486,3642097.02176997,3642097.83766109,ribbon,NaN
30,1,T,pants,27,12,3642098.3105231,3642104.24533544,3642105.42922126,shore,NaN
30,1,T,dice,28,13,3642105.77667269,3642117.98852204,3642118.70845993,trash,NaN
30,1,T,copper,29,14,3642119.1590162,3642122.95623337,3642124.4600982,mattress,NaN
30,1,T,tail,30,15,3642124.79190138,3642139.77125095,3642140.69115516,copper,NaN
30,1,,,NaN,16,3642141.02404468,3642142.24305409,3642142.98703243,metal,NaN
30,2,S,crown,31,1,3642359.55800043,NaN,NaN,,NaN
30,2,S,diamond,32,2,3642363.57437824,NaN,NaN,,NaN
30,2,S,path,33,3,3642367.59075183,NaN,NaN,,NaN
30,2,S,skull,34,4,3642371.60712632,NaN,NaN,,NaN
30,2,S,knight,35,5,3642375.62349659,NaN,NaN,,NaN
30,2,S,pony,36,6,3642379.63987047,NaN,NaN,,NaN
30,2,S,clown,37,7,3642383.65623681,NaN,NaN,,NaN
30,2,S,strawberry,38,8,3642387.67261704,NaN,NaN,,NaN
30,2,S,pool,39,9,3642391.68898821,NaN,NaN,,NaN
30,2,S,ant,40,10,3642395.70535817,NaN,NaN,,NaN
30,2,S,sand,41,11,3642399.72176919,NaN,NaN,,NaN
30,2,S,dentist,42,12,3642403.73810263,NaN,NaN,,NaN
30,2,S,ski,43,13,3642407.75450549,NaN,NaN,,NaN
30,2,S,cane,44,14,3642411.77087062,NaN,NaN,,NaN
30,2,S,portrait,45,15,3642415.78722429,NaN,NaN,,NaN
30,3,T,wine,46,1,3642628.77162614,3642630.13451695,3642630.84642697,bolt,NaN
30,3,T,lobster,47,2,3642631.25478862,3642631.75037655,3642633.54226736,hurricane,NaN
30,3,T,satellite,48,3,3642633.9379313,3642634.39822177,3642635.43015969,forest,NaN
30,3,T,piano,49,4,3642635.90445125,3642636.47809963,3642637.54205758,channel,NaN
30,3,T,soil,50,5,3642638.17095991,3642639.74192278,3642640.90986484,soil,NaN
30,3,T,tooth,51,6,3642641.37070135,3642641.94178043,3642642.46174718,wine,NaN
30,3,T,finger,52,7,3642642.93727086,3642643.39769384,3642643.88565536,ring,NaN
30,3,T,forest,53,8,3642644.32048942,3642645.94957226,3642647.19747066,lobster,NaN
30,3,T,hurricane,54,9,3642647.62024753,3642649.70933377,3642650.80525802,finger,NaN
30,3,T,bolt,55,10,3642651.21998347,3642651.75720429,3642653.44510314,piano,NaN
30,3,T,babe,56,11,3642653.9697835,3642659.52479084,3642660.02071532,babe,NaN
30,3,T,bullet,57,12,3642660.38598376,3642670.16416628,3642671.23606728,diamond,NaN
30,3,T,ring,58,13,3642671.75181364,NaN,3642718.8296145,,NaN
30,3,T,menu,59,14,0,0,0,,NaN
30,3,T,channel,60,15,0,0,0,,NaN
30,4,S,dame,61,1,3642927.08312873,NaN,NaN,,NaN
30,4,S,porch,62,2,3642931.0995159,NaN,NaN,,NaN
30,4,S,meal,63,3,3642935.11589311,NaN,NaN,,NaN
30,4,S,leather,64,4,3642939.13225945,NaN,NaN,,NaN
30,4,S,horn,65,5,3642943.14863303,NaN,NaN,,NaN
30,4,S,candle,66,6,3642947.16500994,NaN,NaN,,NaN
30,4,S,gift,67,7,3642951.18137628,NaN,NaN,,NaN
30,4,S,judge,68,8,3642955.1977562,NaN,NaN,,NaN
30,4,S,salad,69,9,3642959.21412496,NaN,NaN,,NaN
30,4,S,test,70,10,3642963.23049824,NaN,NaN,,NaN
30,4,S,guitar,71,11,3642967.24687273,NaN,NaN,,NaN
30,4,S,rock,72,12,3642971.26324028,NaN,NaN,,NaN
30,4,S,sign,73,13,3642975.27961719,NaN,NaN,,NaN
30,4,S,ear,74,14,3642979.295995,NaN,NaN,,NaN
30,4,S,ship,75,15,3642983.31236647,NaN,NaN,,NaN
30,5,T,factory,76,1,3643195.54684877,3643197.4052783,3643198.02919295,siren,NaN
30,5,T,quarter,77,2,3643198.46330017,3643200.27707233,3643201.0370376,crowd,NaN
30,5,T,president,78,3,3643201.46308133,3643201.88498104,3643202.39693742,kiss,NaN
30,5,T,costume,79,4,3643202.72964885,3643203.21289162,3643204.15681877,prince,NaN
30,5,T,grass,80,5,3643204.89615836,3643207.7646665,3643208.84456006,liquor,NaN
30,5,T,prince,81,6,3643209.36250143,3643211.46041513,3643212.26035102,grass,NaN
30,5,T,wing,82,7,3643212.7289531,3643213.73230177,3643214.05226417,cow,NaN
30,5,T,brake,83,8,3643214.54546119,3643231.18733832,3643231.83522459,brake,NaN
30,5,T,liquor,84,9,3643232.26082582,3643237.40293086,3643238.93879488,medicine,NaN
30,5,T,cow,85,10,3643239.36033176,3643276.35265101,3643276.89657339,kiss,NaN
30,5,T,medicine,86,11,3643277.22423617,NaN,3643285.62474924,,NaN
30,5,T,kiss,87,12,0,0,0,,NaN
30,5,T,crowd,88,13,0,0,0,,NaN
30,5,T,siren,89,14,0,0,0,,NaN
30,5,T,cream,90,15,0,0,0,,NaN
30,6,S,dial,91,1,3643495.62491314,NaN,NaN,,NaN
30,6,S,body,92,2,3643499.64129639,NaN,NaN,,NaN
30,6,S,alcohol,93,3,3643503.65767239,NaN,NaN,,NaN
30,6,S,dirt,94,4,3643507.67404356,NaN,NaN,,NaN
