subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
42,immediate,1,bear,rock,S,1,1885534.32008815,,NaN,NaN,1
42,immediate,1,pumpkin,cup,S,NaN,1885538.81973077,,NaN,NaN,1
42,immediate,1,mansion,morphine,S,NaN,1885543.3193592,,NaN,NaN,1
42,immediate,1,library,ferry,S,1,1885547.81902445,,NaN,NaN,1
42,immediate,2,drum,rain,S,1,1885825.99669965,,NaN,NaN,1
42,immediate,2,briefcase,restaurant,S,NaN,1885830.49633864,,NaN,NaN,1
42,immediate,2,cherry,castle,S,1,1885834.99597613,,NaN,NaN,1
42,immediate,2,sack,chart,S,NaN,1885839.49561995,,NaN,NaN,1
42,immediate,3,spot,magician,S,NaN,1886044.39591449,,NaN,NaN,1
42,immediate,3,salmon,passenger,S,1,1886048.89555439,,NaN,NaN,1
42,immediate,3,ticket,screw,S,NaN,1886053.39519429,,NaN,NaN,1
42,immediate,3,priest,lunch,S,1,1886057.89483359,,NaN,NaN,1
42,immediate,4,belly,tree,S,NaN,1886604.81783187,,NaN,NaN,1
42,immediate,4,path,wall,S,1,1886609.31745517,,NaN,NaN,1
42,immediate,4,audience,jail,S,NaN,1886613.81709688,,NaN,NaN,1
42,immediate,4,anchor,hotel,S,1,1886618.31673799,,NaN,NaN,1
42,immediate,5,steak,court,S,1,1886785.22007451,,NaN,NaN,1
42,immediate,5,butter,goat,S,NaN,1886789.71970475,,NaN,NaN,1
42,immediate,5,coffee,college,S,1,1886794.21934284,,NaN,NaN,1
42,immediate,5,colonel,deck,S,NaN,1886798.71898757,,NaN,NaN,1
42,immediate,6,duck,channel,S,NaN,1887011.60198921,,NaN,NaN,1
42,immediate,6,pen,roof,S,1,1887016.10161673,,NaN,NaN,1
42,immediate,6,brandy,camel,S,NaN,1887020.60126841,,NaN,NaN,1
42,immediate,6,machine,cereal,S,1,1887025.10090891,,NaN,NaN,1
42,immediate,7,turtle,package,S,NaN,1887527.27748177,,NaN,NaN,1
