subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
19,delay,1,ticket,gown,TRUE,NA,101659.150676525,gown,101661.095347421,101661.919267615,1
19,delay,1,ship,lung,TRUE,1,101662.53345711,,NA,NA,1
19,delay,1,pearl,herd,TRUE,1,101670.566191301,herd,101677.830370623,101678.790293146,1
19,delay,1,closet,alley,TRUE,NA,101679.098926699,alley,101680.430199236,101681.102195983,1
19,delay,2,cross,corn,TRUE,NA,101864.502640239,corn,101866.867294424,101867.235246568,1
19,delay,2,camp,glove,TRUE,1,101867.568772076,glove,101874.610829054,101875.258805273,1
19,delay,2,ball,guitar,TRUE,NA,101875.634861354,,NA,NA,1
19,delay,2,dove,suit,TRUE,1,101883.667607618,suit,101887.474089922,101887.962050228,1
19,delay,3,snake,aspirin,TRUE,NA,102029.690798374,asprin,102032.025642643,102033.673546722,1
19,delay,3,restaurant,swamp,TRUE,1,102034.006846148,,NA,NA,1
19,delay,3,peanut,drain,TRUE,NA,102042.03960177,drain,102044.856873827,102046.280776575,1
19,delay,3,barrel,scissors,TRUE,1,102046.872574298,scissors,102048.624657179,102049.952519772,1
19,delay,4,organ,moon,TRUE,NA,102228.076566621,crest,102230.350000211,102231.1739358,1
19,delay,4,judge,clock,TRUE,1,102231.909294655,clock,102234.877717737,102235.477683689,1
19,delay,4,heel,pigeon,TRUE,NA,102235.809013275,pigion,102237.485567882,102238.533513857,1
19,delay,4,camera,alcohol,TRUE,1,102238.875475029,alcohol,102241.365370463,102243.781199158,1
19,delay,5,minister,truck,TRUE,1,102378.04912317,s,102382.78908818,102382.78908818,1
19,delay,5,choir,essay,TRUE,NA,102382.948428564,essay,102385.652880296,102386.348818488,1
19,delay,5,mate,duck,TRUE,1,102386.698192371,f,102390.012644893,102390.012644893,1
19,delay,5,lane,planet,TRUE,NA,102390.164609995,planet,102393.732422204,102395.452287654,1
19,delay,6,cane,envelope,TRUE,1,102889.362372237,envelope,102893.423122177,102894.903054008,1
19,delay,6,spring,bank,TRUE,NA,102895.394943431,brick,102898.166921525,102898.830829126,1
