subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
36,delay,1,hall,brandy,S,1,854032.353706924,court,854035.59508281,854037.066987448
36,delay,1,bell,band,,1,854037.419730578,band,854039.626835789,854040.130810948
36,delay,1,tide,cell,T,1,854040.536154948,cell,854041.49072171,854041.898684827
36,delay,1,seat,honeymoon,,1,854042.136030165,cell,854044.538571828,854044.962522514
36,delay,1,banner,squirrel,,1,854045.185836546,squirel,854046.546450609,854048.482352128
36,delay,1,pocket,snow,T,1,854049.38551997,snow,854052.282135342,854052.666095071
36,delay,1,beef,ambassador,,1,854052.818649789,ambassador,854055.849973241,854057.817795263
36,delay,1,toast,chicken,,1,854058.001627553,cell,854062.457588692,854062.833559466
36,delay,1,pumpkin,hair,S,1,854063.067942489,hair,854064.713454689,854065.065419963
36,delay,1,horse,hook,,1,854065.251129432,hair,854066.929316751,854067.23328038
36,delay,2,palm,hammer,,1,854077.417292871,hair,854080.64857654,854080.976515485
36,delay,2,babe,cigar,S,1,854081.166704951,cigar,854082.480477061,854083.072403469
36,delay,2,barrel,audience,,1,854083.249891864,audience,854084.464330722,854085.648209797
36,delay,2,coast,liquor,T,1,854085.849717276,cell,854087.904185063,854088.656102765
36,delay,2,hardware,lieutenant,,1,854088.89948985,cell,854091.679961569,854092.327890348
36,delay,2,train,bourbon,,1,854092.549230912,station,854096.85566364,854097.631590767
36,delay,2,banana,emperor,S,1,854097.932212056,cell,854099.975497057,854100.567473873
36,delay,2,breast,city,T,1,854100.748660483,,NaN,NaN
36,delay,2,straw,court,,1,854108.781474149,snow,854110.886855789,854111.902796572
36,delay,2,patch,record,,1,854112.064581133,snow,854115.534622779,854115.966575399
36,delay,3,brick,fort,,1,854126.163947589,,NaN,NaN
36,delay,3,bread,spray,,1,854134.196386663,stove,854136.757416429,854137.333367341
36,delay,3,milk,sign,,1,854137.496174254,,NaN,NaN
36,delay,3,television,library,T,1,854145.528957132,library,854147.252865046,854148.220753172
36,delay,3,scale,string,S,1,854148.42874762,string,854149.764693027,854150.42864288
36,delay,3,ocean,fork,,1,854150.76193325,cell,854153.572468517,854154.012458387
36,delay,3,leaf,bloom,T,1,854154.228366329,bloom,854155.788351707,854156.436282599
36,delay,3,tape,spike,,1,854156.794832942,spike,854158.420191799,854158.988135042
36,delay,3,wheat,hurricane,S,1,854159.16135262,hurricane,854160.59608524,854161.932009518
36,delay,3,cheese,rocket,,1,854162.111154443,,NaN,NaN
36,delay,4,hood,detective,,1,854180.160251486,detective,854183.250839962,854184.666732872
36,delay,4,trophy,net,S,1,854184.809597431,net,854186.034665792,854186.23459854
36,delay,4,root,soup,T,1,854186.376152485,soup,854187.554586261,854187.90654912
36,delay,4,cigarette,morphine,,1,854188.12605265,drug,854191.234448523,854191.602343712
36,delay,4,passage,hospital,,1,854191.975735515,hospital,854194.346221448,854195.778154146
36,delay,4,garlic,page,,1,854196.058824027,paper,854200.337835868,854200.8018086
36,delay,4,policeman,slave,,1,854200.975161405,detective,854205.433588624,854206.993471074
36,delay,4,spice,monkey,T,1,854207.274722309,soup,854208.809401231,854209.23333773
36,delay,4,artist,storm,,1,854209.45790231,cage,854213.83312511,854214.177085732
36,delay,4,wolf,shop,S,1,854214.324261557,shop,854217.368908788,854217.824867814
36,delay,5,leather,ship,,1,854228.040317252,ship,854229.160304309,854229.752181516
36,delay,5,palace,jury,,1,854229.956496765,queen,854231.944124706,854232.576057162
36,delay,5,crown,queen,,1,854232.856303553,queen,854233.904000635,854234.495938815
36,delay,5,worm,cent,S,1,854234.756171013,cage,854237.327820923,854237.799746691
36,delay,5,partner,platform,T,1,854238.005948175,castle,854241.495595918,854242.48751007
36,delay,5,minister,giant,,1,854242.638959429,bishop,854244.527377572,854245.831315242
36,delay,5,garbage,jeep,,1,854246.038729845,cage,854248.991161349,854249.399089452
36,delay,5,lemon,spaghetti,T,1,854249.571821661,spaghetti,854250.679056635,854252.59093756
36,delay,5,shark,portrait,S,1,854252.838264338,portrait,854254.158873861,854256.702712297
36,delay,5,novel,floor,,1,854256.90465232,cage,854258.174688774,854258.510632672
36,delay,6,wood,scissors,,1,854268.654174272,scissors,854270.269980612,854271.637842297
36,delay,6,cellar,dress,,1,854271.820291227,bourbon,854275.333671602,854277.213533622
36,delay,6,carpet,avenue,,1,854277.653228589,avenue,854281.989333974,854283.357214373
36,delay,6,highway,tomb,T,1,854283.536154043,tomb,854284.669168164,854285.65308823
36,delay,6,stain,brain,S,1,854285.952659096,brain,854287.037034074,854287.452988863
36,delay,6,fuel,cherry,T,1,854287.735889083,cage,854290.412790236,854290.732793351
36,delay,6,smile,dummy,,1,854290.902319052,,NaN,NaN
36,delay,6,ankle,drug,S,1,854298.935101627,drug,854300.300274468,854300.820226632
36,delay,6,cream,cage,,1,854301.034953753,,NaN,NaN
36,delay,6,owl,shovel,,1,854309.067736328,cage,854312.475624889,854312.875536569
36,delay,7,button,nail,T,1,854323.200462488,nail,854324.954949503,854325.362870059
36,delay,7,newspaper,quarter,,1,854325.549938439,quarter,854327.010794914,854327.834733345
36,delay,7,suit,chest,,1,854328.033107965,husband,854331.098575318,854333.402443261
36,delay,7,husband,suitcase,,1,854333.766040769,suitcase,854334.762358249,854336.530239373
36,delay,7,ground,kiss,S,1,854336.699187642,kiss,854338.354171163,854338.778117321
