sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,lamp,bush,1,2691895.66630565,NaN,NaN,NaN,NaN,,NaN,7,2692099.95942794,NaN,2692110.00443247,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,shovel,racket,2,2691899.68283777,NaN,NaN,NaN,NaN,,NaN,17,2692200.43951592,NaN,2692210.54010297,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,cow,cook,3,2691903.69934817,NaN,NaN,NaN,NaN,,NaN,4,2692069.8104293,2692077.8969679,2692079.83301427,c,1
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,candle,cotton,4,2691907.71589781,NaN,NaN,NaN,NaN,,NaN,22,2692250.82123911,2692256.50189234,2692256.97387484,con,1
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,eye,shepherd,5,2691911.73239492,NaN,NaN,NaN,NaN,,NaN,20,2692230.70521779,NaN,2692240.70648227,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,cane,golf,6,2691915.7489192,NaN,NaN,NaN,NaN,,NaN,18,2692210.55587261,2692212.27870046,2692213.80662982,candel,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,sheep,cloth,7,2691919.7654637,NaN,NaN,NaN,NaN,,NaN,23,2692260.85423726,2692270.06962825,2692270.40560133,clo,1
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,gold,suit,8,2691923.7819904,NaN,NaN,NaN,NaN,,NaN,5,2692079.8434365,2692085.56890198,2692086.85685286,short,1
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,net,spot,9,2691927.79852706,NaN,NaN,NaN,NaN,,NaN,12,2692150.17448176,2692156.255647,2692158.87960627,spoon,1
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,cave,swamp,10,2691931.8150459,NaN,NaN,NaN,NaN,,NaN,16,2692190.32317492,2692193.64700518,2692194.65496154,candle,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,screw,stake,11,2691935.83157773,NaN,NaN,NaN,NaN,,NaN,11,2692140.09144983,2692143.76789637,2692145.68780514,sharved,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,turtle,hawk,12,2691939.84810412,NaN,NaN,NaN,NaN,,NaN,15,2692180.27350821,NaN,2692190.31512952,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,elephant,lock,13,2691943.86463535,NaN,NaN,NaN,NaN,,NaN,2,2692049.66107838,NaN,2692059.7131011,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,horse,cheek,14,2691947.88109986,NaN,NaN,NaN,NaN,,NaN,9,2692120.02545262,NaN,2692130.02634189,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,beard,gallery,15,2691951.89770142,NaN,NaN,NaN,NaN,,NaN,25,2692280.98694557,NaN,2692290.98784933,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,cloud,platform,16,2691955.91423868,NaN,NaN,NaN,NaN,,NaN,1,2692039.59475698,2692039.98574025,2692049.28148328,Nclave,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,plane,dough,17,2691959.93075179,NaN,NaN,NaN,NaN,,NaN,10,2692130.04180213,NaN,2692140.08385057,,0
31,delay,pilot4,2015-02-26-1538m29s,2691638.04922691,1,N,C,dice,gate,18,2691963.94728724,NaN,NaN,NaN,NaN,,NaN,21,2692240.7215688,2692247.07802411,2692247.93403419,dance,1
