subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
61,delay,1,mustard,skirt,T,1,179488.574867915,skirt,179490.264567783,179490.752516043,1
61,delay,1,jewel,deck,T,NaN,179491.457691148,,NaN,NaN,1
61,delay,1,dummy,cafe,T,NaN,179499.490529126,cafe,179501.424306811,179501.736260811,1
61,delay,1,purse,brass,T,1,179501.923702345,brass,179503.584235706,179504.016223839,1
61,delay,2,cabinet,card,T,NaN,179683.612278102,card,179685.124031911,179685.604049213,1
61,delay,2,whistle,highway,T,1,179689.311574869,highway,179693.755808987,179694.427791735,1
61,delay,2,boss,date,T,NaN,179694.77787796,date,179695.90776708,179696.171737189,1
61,delay,2,cat,morgue,T,1,179696.311111218,morgue,179698.227762214,179698.763713683,1
61,delay,3,ticket,statue,T,1,179827.619333074,,NaN,NaN,1
61,delay,3,sock,beard,T,NaN,179835.651803694,beard,179838.240499921,179838.616454578,1
61,delay,3,spider,bite,T,1,179838.784928404,bite,179840.288464191,179840.600401589,1
61,delay,3,smile,banner,T,NaN,179840.734798018,banner,179842.216363236,179842.696317149,1
61,delay,4,babe,vodka,T,NaN,180019.939819931,vodka,180021.220224575,180021.844173626,1
61,delay,4,ant,sweat,T,1,180022.505988968,scream,180029.428016316,180030.019978623,1
61,delay,4,trail,necklace,T,1,180030.288803779,necklace,180035.851856458,180036.715801634,1
61,delay,4,reed,slave,T,NaN,180036.888361983,skull,180040.051745013,180040.579742885,1
61,delay,5,scout,scar,T,1,180182.328824112,,NaN,NaN,1
61,delay,5,church,hat,T,NaN,180190.361244624,hat,180193.584209444,180193.744163695,1
61,delay,5,coast,mate,T,1,180193.977661771,mate,180196.120085449,180196.37611464,1
61,delay,5,wire,turtle,T,NaN,180196.577477156,turtle,180198.576101902,180199.14405219,1
61,delay,6,cigar,saddle,T,1,180691.642085449,,NaN,NaN,1
61,delay,6,island,brake,T,NaN,180699.674512903,brake,180702.172359313,180702.620299918,1
61,delay,6,dollar,essay,T,NaN,180703.22425616,essay,180704.764311357,180705.188263487,1
61,delay,6,star,plane,T,1,180705.457429439,plane,180709.356186729,180709.804152991,1
61,delay,7,wind,organ,T,NaN,180841.731136508,whistle,180846.69700206,180847.264948423,1
61,delay,7,clown,pen,T,1,180847.597043142,pen,180848.792925468,180848.992915144,1
61,delay,7,chain,vice,T,NaN,180849.18027065,vice,180852.576854428,180852.840800992,1
61,delay,7,hill,lamp,T,1,180852.97999572,lamp,180855.192793436,180855.608753333,1
61,delay,8,mechanic,hand,T,1,181033.483795329,hand,181035.396606719,181035.684541456,1
61,delay,8,pie,gorilla,T,NaN,181036.083286822,gorilla,181039.268512736,181039.948465381,1
61,delay,8,crown,wheat,T,NaN,181040.416304918,shield,181043.436445335,181043.924372766,1
61,delay,8,husband,factory,T,1,181044.382678493,,NaN,NaN,1
61,delay,9,rice,rash,T,NaN,181189.722344055,rash,181192.128960913,181192.464908518,1
61,delay,9,dove,trash,T,1,181192.721820033,trash,181195.992897637,181196.720824211,1
61,delay,9,hook,cloth,T,NaN,181197.021487901,cloth,181198.952781917,181199.35276127,1
61,delay,9,forest,tobacco,T,1,181199.554635432,tobacco,181202.280694425,181203.216654225,1
61,delay,10,wedding,cigarette,T,1,181375.908748111,cigarette,181378.724616424,181379.756571474,1
61,delay,10,tent,ski,T,NaN,181380.358047066,ski,181381.868508932,181382.108508377,1
61,delay,10,arm,furniture,T,NaN,181382.307905813,,NaN,NaN,1
