sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
5,0,C,train,1,NaN,3032148.20891542,3032149.02645581,3032149.8823737,stove,NaN
5,0,C,metal,2,NaN,3032150.09209323,3032150.77836755,3032151.25028751,metal,NaN
5,0,C,dough,3,NaN,3032151.49197847,3032151.72225153,3032152.48222948,horse,NaN
5,0,C,stove,4,NaN,3032152.74189561,3032152.83415455,3032153.81813896,factory,NaN
5,0,C,bottle,5,NaN,3032154.05846739,3032154.35412221,3032157.21794813,lieutenant,NaN
5,0,C,factory,6,NaN,3032157.82485109,3032159.64180953,3032160.25771652,steam,NaN
5,0,C,horse,7,NaN,3032160.59124716,3032160.92975432,3032161.32970143,cart,NaN
5,0,C,lieutenant,8,NaN,3032161.57456539,3032163.48159077,3032163.8975233,dough,NaN
5,0,C,ditch,9,NaN,3032164.37435217,3032172.33706645,3032173.16900607,stove,NaN
5,0,C,cart,10,NaN,3032173.45700217,NaN,3032227.52157438,,NaN
5,0,C,tongue,11,NaN,3032227.53625823,NaN,3032238.23651583,,NaN
5,0,C,goat,12,NaN,0,0,0,,NaN
5,0,C,shrimp,13,NaN,0,0,0,,NaN
5,0,C,queen,14,NaN,0,0,0,,NaN
5,0,C,root,15,NaN,0,0,0,,NaN
5,1,S,hair,16,NaN,3032417.05541211,3032417.91471881,3032418.73062411,hair,NaN
5,1,S,bow,17,NaN,3032419.02195379,3032419.09860312,3032419.41853745,bow,NaN
5,1,S,beer,18,NaN,3032419.68857529,3032419.92255863,3032420.50651593,beer,NaN
5,1,S,sting,19,NaN,3032420.83844317,3032421.50648001,3032422.18635159,pipe,NaN
5,1,S,pipe,20,NaN,3032422.47171682,3032422.5223969,3032423.19435984,drain,NaN
5,1,S,drain,21,NaN,3032423.55493459,3032425.85823364,3032426.51416408,monk,NaN
5,1,S,butter,22,NaN,3032426.87137627,3032426.9781437,3032428.07405527,soldier,NaN
5,1,S,monk,23,NaN,3032428.3545961,3032428.43404082,3032429.28200358,cotton,NaN
5,1,S,candle,24,NaN,3032429.67116124,3032434.22572275,3032434.89768117,butter,NaN
5,1,S,bear,25,NaN,3032435.27077403,3032439.60141149,3032439.89735366,bear,NaN
5,1,S,garden,26,NaN,3032440.28704831,3032440.62536319,3032441.46527665,garnder,NaN
5,1,S,finger,27,NaN,3032441.70360687,3032441.72927758,3032442.28116354,sting,NaN
5,1,S,soldier,28,NaN,3032442.52020913,3032446.23301895,3032446.91295815,butter,NaN
5,1,S,cotton,29,NaN,3032447.11985784,3032448.72885711,3032449.24880937,cent,NaN
5,1,S,cent,30,NaN,3032449.53637414,3032452.42463442,3032453.31259316,cotton,NaN
5,1,,,NaN,NaN,3032453.56939448,3032458.58429536,3032459.21624301,drain,NaN
5,1,,,NaN,NaN,3032459.66895415,3032460.27216916,3032460.7121352,pipe,NaN
5,1,,,NaN,NaN,3032460.98549514,3032473.84741913,3032474.90333472,bear,NaN
5,1,,,NaN,NaN,3032475.30111339,3032487.90257619,3032488.66252274,beer,NaN
5,2,T,boot,31,NaN,3032716.04992034,3032721.46492108,3032722.07284155,boot,NaN
5,2,T,aunt,32,NaN,3032722.31614738,3032723.18479166,3032724.0807345,aunt,NaN
5,2,T,juice,33,NaN,3032724.44930422,3032725.32068502,3032726.44059478,juice,NaN
5,2,T,pigeon,34,NaN,3032726.79914626,3032727.89653747,3032728.85645728,square,NaN
5,2,T,building,35,NaN,3032729.18230687,3032729.63241339,3032730.97633414,building,NaN
5,2,T,square,36,NaN,3032731.24881088,3032731.44831115,3032732.14422519,guard,NaN
5,2,T,guard,37,NaN,3032732.44872981,3032733.24822138,3032734.15212206,hockey,NaN
5,2,T,mail,38,NaN,3032734.39858881,NaN,3032806.09976824,,NaN
5,2,T,band,39,NaN,0,0,0,,NaN
5,2,T,dirt,40,NaN,0,0,0,,NaN
5,2,T,worm,41,NaN,0,0,0,,NaN
5,2,T,land,42,NaN,0,0,0,,NaN
5,2,T,scissors,43,NaN,0,0,0,,NaN
5,2,T,sugar,44,NaN,0,0,0,,NaN
5,2,T,hockey,45,NaN,0,0,0,,NaN
5,3,S,button,46,NaN,3032985.36332486,3032986.10541275,3032987.11326374,button,NaN
5,3,S,corner,47,NaN,3032987.46320147,3032988.08926011,3032989.60117031,butcher,NaN
5,3,S,butcher,48,NaN,3032989.91301731,3032990.47313911,3032991.32102822,corner,NaN
5,3,S,spark,49,NaN,3032991.66291181,3032992.28103103,3032993.29695577,spoon,NaN
5,3,S,patch,50,NaN,3032994.64600577,3032994.80084655,3032995.74479121,battle,NaN
5,3,S,battle,51,NaN,3032996.01257637,3032996.18476147,3032997.11272796,leaf,NaN
5,3,S,vodka,52,NaN,3032997.5457419,3032998.11270593,3032999.77654803,umbrella,NaN
5,3,S,fence,53,NaN,3033000.11227459,3033000.43256117,3033001.36848882,vodka,NaN
5,3,S,bourbon,54,NaN,3033001.72880882,3033002.12045399,3033003.36034022,bourbon,NaN
5,3,S,spoon,55,NaN,3033003.64533598,3033006.00021793,3033006.72014586,spark,NaN
5,3,S,umbrella,56,NaN,3033007.12841666,3033008.42408023,3033009.23201894,patch,NaN
5,3,S,leaf,57,NaN,3033009.94487072,3033016.83160577,3033017.89549792,corner,NaN
5,3,S,shovel,58,NaN,3033018.29424369,3033022.47922763,3033023.03921299,sun,NaN
5,3,S,sun,59,NaN,3033023.47719923,3033024.49514844,3033024.93509486,eye,NaN
5,3,S,eye,60,NaN,3033025.19373442,NaN,3033075.38130034,,NaN
5,4,T,bench,61,NaN,3033284.29123852,3033285.08788702,3033285.93580993,button,NaN
5,4,T,carriage,62,NaN,3033286.20778682,3033287.28773742,3033288.40766499,carriage,NaN
5,4,T,bullet,63,NaN,3033288.65759602,3033289.2396363,3033290.07956183,helmet,NaN
5,4,T,helmet,64,NaN,3033290.34080722,3033290.5675484,3033291.54347686,bullet,NaN
5,4,T,brick,65,NaN,3033291.80737727,3033291.9994603,3033293.40736979,hurricane,NaN
5,4,T,wallet,66,NaN,3033293.69056475,3033294.05534631,3033294.60731528,nove,NaN
5,4,T,hurricane,67,NaN,3033295.59042735,3033298.45508274,3033299.59898586,novel,NaN
5,4,T,blade,68,NaN,3033299.97343794,3033300.50294057,3033300.87093528,tea,NaN
5,4,T,plate,69,NaN,3033301.17334992,3033309.35044906,3033310.65437865,blade,NaN
5,4,T,cream,70,NaN,3033311.05595332,3033321.11776938,3033321.5817158,pump,NaN
5,4,T,pump,71,NaN,3033321.93848428,NaN,3033374.33896596,,NaN
5,4,T,racket,72,NaN,0,0,0,,NaN
5,4,T,novel,73,NaN,0,0,0,,NaN
5,4,T,tea,74,NaN,0,0,0,,NaN
5,4,T,owl,75,NaN,0,0,0,,NaN
5,5,S,cook,76,NaN,3033554.52129185,3033555.23204248,3033555.73600118,cook,NaN
5,5,S,giant,77,NaN,3033556.18783727,3033556.43197348,3033557.19190916,giant,NaN
5,5,S,sock,78,NaN,3033557.47110317,3033557.9118872,3033559.03982393,monkey,NaN
5,5,S,monkey,79,NaN,3033559.62092155,3033560.27977022,3033560.98369735,sock,NaN
5,5,S,babe,80,NaN,3033561.33744859,3033561.6316618,3033562.23959284,babe,NaN
5,5,S,basket,81,NaN,3033562.9040021,3033563.08757099,3033564.0795081,basket,NaN
5,5,S,liquor,82,NaN,3033564.37056974,3033564.559484,3033566.57536618,liquor,NaN
5,5,S,prisoner,83,NaN,3033566.85371774,3033567.35131656,3033568.72722956,prisoner,NaN
5,5,S,barrel,84,NaN,3033569.05355939,3033569.41521112,3033570.31910546,barrel,NaN
5,5,S,orange,85,NaN,3033570.72004746,3033570.8791014,3033571.71105942,orange,NaN
5,5,S,spice,86,NaN,3033572.18664891,3033572.2710309,3033572.93497744,spice,NaN
5,5,S,muscle,87,NaN,3033573.25323684,3033574.55894279,3033575.91881455,muscle,NaN
5,5,S,lawyer,88,NaN,3033576.18635884,3033576.92675126,3033578.37466186,lawyer,NaN
5,5,S,wine,89,NaN,3033578.78612255,3033579.79060676,3033580.27853477,wine,NaN
5,5,S,pencil,90,NaN,3033580.60270338,3033581.88648181,3033582.83835443,pencil,NaN
5,6,T,axe,91,NaN,3033855.71570421,3033856.87038652,3033857.47831847,axe,NaN
5,6,T,skull,92,NaN,3033857.88223062,3033858.53425881,3033860.6140594,skull,NaN
5,6,T,gold,93,NaN,3033861.08200013,3033861.64606373,3033862.43002266,gold,NaN
5,6,T,meal,94,NaN,3033862.7818928,3033863.04600179,3033863.79793164,meal,NaN
5,6,T,camera,95,NaN,3033864.11506696,3033864.66190426,3033865.78183213,turkey,NaN
5,6,T,fruit,96,NaN,3033866.11496252,3033866.51776962,3033867.54973199,priest,NaN
