subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
25,immediate,1,prisoner,suitcase,S,NA,625820.119700665,NA,NA,NA,1
25,immediate,1,audience,dove,S,1,625824.619362143,NA,NA,NA,1
25,immediate,1,pen,whistle,S,NA,625829.119099386,NA,NA,NA,1
25,immediate,1,lamp,salmon,S,1,625833.618790446,NA,NA,NA,1
25,immediate,2,suit,magician,S,1,626022.189371733,NA,NA,NA,1
25,immediate,2,mattress,bench,S,NA,626026.689070641,NA,NA,NA,1
25,immediate,2,furniture,aisle,S,NA,626031.18875838,NA,NA,NA,1
25,immediate,2,port,bedroom,S,1,626035.688462118,NA,NA,NA,1
25,immediate,3,restaurant,fort,S,1,626267.306162293,NA,NA,NA,1
25,immediate,3,cigarette,menu,S,NA,626271.805808981,NA,NA,NA,1
25,immediate,3,siren,portrait,S,NA,626276.305551657,NA,NA,NA,1
25,immediate,3,stain,jacket,S,1,626280.805252677,NA,NA,NA,1
25,immediate,4,snake,desk,S,NA,626778.371729754,NA,NA,NA,1
25,immediate,4,gown,hall,S,1,626782.871422021,NA,NA,NA,1
25,immediate,4,cellar,scale,S,1,626787.371120024,NA,NA,NA,1
25,immediate,4,building,steak,S,NA,626791.870815309,NA,NA,NA,1
25,immediate,5,envelope,palm,S,1,627008.322886416,NA,NA,NA,1
25,immediate,5,nose,carpet,S,NA,627012.822585022,NA,NA,NA,1
25,immediate,5,ski,smoke,S,1,627017.322281213,NA,NA,NA,1
25,immediate,5,cabin,shark,S,NA,627021.82197831,NA,NA,NA,1
25,immediate,6,brake,leather,S,NA,627200.309951677,NA,NA,NA,1
25,immediate,6,mole,boat,S,1,627204.809648774,NA,NA,NA,1
25,immediate,6,brandy,rock,S,NA,627209.309345871,NA,NA,NA,1
25,immediate,6,copper,bracelet,S,1,627213.809065002,NA,NA,NA,1
25,immediate,7,garlic,flesh,S,1,627740.940192681,NA,NA,NA,1
25,immediate,7,window,sting,S,NA,627745.439890079,NA,NA,NA,1
25,immediate,7,liquor,jury,S,1,627749.939587478,NA,NA,NA,1
25,immediate,7,automobile,monkey,S,NA,627754.439312043,NA,NA,NA,1
25,immediate,8,apartment,flame,S,1,627958.408887396,NA,NA,NA,1
25,immediate,8,page,cheek,S,NA,627962.908590529,NA,NA,NA,1
25,immediate,8,shepherd,bubble,S,NA,627967.408305133,NA,NA,NA,1
25,immediate,8,rope,vice,S,1,627971.907976271,NA,NA,NA,1
25,immediate,9,mirror,dough,S,NA,628182.210472635,NA,NA,NA,1
25,immediate,9,pool,aspirin,S,1,628186.710194483,NA,NA,NA,1
25,immediate,9,herd,hook,S,NA,628191.209868337,NA,NA,NA,1
25,immediate,9,instrument,card,S,1,628195.70956966,NA,NA,NA,1
25,immediate,10,shed,lightning,S,NA,628382.063680013,NA,NA,NA,1
25,immediate,10,stomach,chest,S,1,628386.563390391,NA,NA,NA,1
25,immediate,10,frame,cave,S,1,628391.063078735,NA,NA,NA,1
25,immediate,10,vodka,mustard,S,NA,628395.562769493,NA,NA,NA,1
25,immediate,1,prisoner,suitcase,S,NA,625857.000545135,NA,NA,NA,2
25,immediate,1,audience,dove,S,1,625861.500238308,NA,NA,NA,2
25,immediate,1,pen,whistle,S,NA,625865.999936612,NA,NA,NA,2
25,immediate,1,lamp,salmon,S,1,625870.499629483,NA,NA,NA,2
25,immediate,2,suit,magician,S,1,626065.769755495,NA,NA,NA,2
25,immediate,2,mattress,bench,S,NA,626070.269454705,NA,NA,NA,2
25,immediate,2,furniture,aisle,S,NA,626074.769159951,NA,NA,NA,2
25,immediate,2,port,bedroom,S,1,626079.268850709,NA,NA,NA,2
25,immediate,3,restaurant,fort,S,1,626307.170138961,NA,NA,NA,2
25,immediate,3,cigarette,menu,S,NA,626311.669846019,NA,NA,NA,2
25,immediate,3,siren,portrait,S,NA,626316.169537381,NA,NA,NA,2
25,immediate,3,stain,jacket,S,1,626320.669225724,NA,NA,NA,2
25,immediate,4,snake,desk,S,NA,626815.019250581,NA,NA,NA,2
25,immediate,4,gown,hall,S,1,626819.518947979,NA,NA,NA,2
25,immediate,4,cellar,scale,S,1,626824.018669828,NA,NA,NA,2
25,immediate,4,building,steak,S,NA,626828.518347304,NA,NA,NA,2
25,immediate,5,envelope,palm,S,1,627045.137069231,NA,NA,NA,2
25,immediate,5,nose,carpet,S,NA,627049.636769346,NA,NA,NA,2
25,immediate,5,ski,smoke,S,1,627054.13646433,NA,NA,NA,2
25,immediate,5,cabin,shark,S,NA,627058.636154786,NA,NA,NA,2
25,immediate,6,brake,leather,S,NA,627238.607380637,NA,NA,NA,2
25,immediate,6,mole,boat,S,1,627243.107067169,NA,NA,NA,2
25,immediate,6,brandy,rock,S,NA,627247.606764266,NA,NA,NA,2
25,immediate,6,copper,bracelet,S,1,627252.106469211,NA,NA,NA,2
25,immediate,7,garlic,flesh,S,1,627787.687054003,NA,NA,NA,2
25,immediate,7,window,sting,S,NA,627792.186761664,NA,NA,NA,2
25,immediate,7,liquor,jury,S,1,627796.6864488,NA,NA,NA,2
