sub_num,version,datetime,exp_onset,list,practice,target,study_order,study_onset
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,page,1,2930201.3646276
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,wing,2,2930205.38101999
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,cow,3,2930209.39744167
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,magazine,4,2930213.41384372
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,island,5,2930217.43024577
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,bracelet,6,2930221.44665115
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,test,7,2930225.46305471
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,tomato,8,2930229.47943231
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,juice,9,2930233.49585036
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,hose,10,2930237.512266
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,hound,11,2930241.52868827
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,stove,12,2930245.54507403
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,gun,13,2930249.5614794
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,hair,14,2930253.57786304
22,pilot1,2015-02-26-1107m35s,2930159.77261489,0,C,physician,15,2930257.59427143
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,star,16,2930424.50011576
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,toe,17,2930428.51652475
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,spice,18,2930432.53292318
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,tomb,19,2930436.54932765
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,bench,20,2930440.56573061
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,mule,21,2930444.58213327
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,wire,22,2930448.59854498
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,rabbit,23,2930452.61495277
22,pilot1,2015-02-26-1107m35s,2930159.77261489,1,T,minister,24,2930456.6313675
