sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
28,0,C,organ,1,NaN,3369767.48396937,3369770.60048917,3369772.86433134,witch,NaN
28,0,C,briefcase,2,NaN,3369773.18347334,3369773.81630902,3369774.33625974,puppy,NaN
28,0,C,trash,3,NaN,3369774.5667104,3369775.22420365,3369775.71217882,organ,NaN
28,0,C,witch,4,NaN,3369776.16649778,3369776.75214002,3369777.92806689,briefcase,NaN
28,0,C,globe,5,NaN,3369778.16636165,3369785.84764796,3369786.96756656,mustard,NaN
28,0,C,hostage,6,NaN,3369787.49887124,3369802.03082459,3369802.95071536,recall,NaN
28,0,C,muscle,7,NaN,3369803.19747904,3369822.94175021,3369823.67765178,memory,NaN
28,0,C,mustard,8,NaN,3369824.04558973,3369835.94105385,3369836.53296695,rock,NaN
28,0,C,light,9,NaN,3369836.84441549,NaN,3369857.54495389,,NaN
28,0,C,radio,10,NaN,0,0,0,,NaN
28,0,C,tooth,11,NaN,0,0,0,,NaN
28,0,C,sock,12,NaN,0,0,0,,NaN
28,0,C,plug,13,NaN,0,0,0,,NaN
28,0,C,canal,14,NaN,0,0,0,,NaN
28,0,C,puppy,15,NaN,0,0,0,,NaN
28,1,T,salad,16,NaN,3370065.92382564,3370067.53681369,3370068.30472128,salad,NaN
28,1,T,cage,17,NaN,3370068.60692575,3370069.21666472,3370069.82463667,cave,NaN
28,1,T,weed,18,NaN,3370070.10678826,3370070.66460475,3370071.2645506,date,NaN
28,1,T,beef,19,NaN,3370071.50666583,3370072.35252022,3370072.84842975,kiss,NaN
28,1,T,brandy,20,NaN,3370073.1732009,3370074.26443318,3370075.02436266,court,NaN
28,1,T,dust,21,NaN,3370075.27299084,3370078.60822973,3370079.05615316,beef,NaN
28,1,T,shell,22,NaN,3370079.30595402,3370079.88811596,3370080.51206708,wheat,NaN
28,1,T,date,23,NaN,3370080.72249836,3370082.16800189,3370082.52795811,hand,NaN
28,1,T,dentist,24,NaN,3370082.78899279,3370083.31193994,3370083.71990157,kiss,NaN
28,1,T,pump,25,NaN,3370083.97224277,3370088.03172772,3370088.28763373,can,NaN
28,1,T,dress,26,NaN,3370088.57179049,3370100.35905974,3370100.84704548,peach,NaN
28,1,T,boat,27,NaN,3370101.1206548,3370146.84459901,3370147.26854433,day,NaN
28,1,T,kiss,28,NaN,3370147.61644178,NaN,3370155.91730153,,NaN
28,1,T,hand,29,NaN,0,0,0,,NaN
28,1,T,court,30,NaN,0,0,0,,NaN
28,2,S,golf,31,NaN,3370336.08257683,3370336.91455351,3370337.77847494,circle,NaN
28,2,S,tree,32,NaN,3370338.049083,3370338.49845107,3370338.95441359,dame,NaN
28,2,S,bush,33,NaN,3370339.18229433,3370339.55439143,3370340.09035784,dove,NaN
28,2,S,castle,34,NaN,3370340.33218843,3370340.72232359,3370341.29832062,camel,NaN
28,2,S,wall,35,NaN,3370341.58207652,3370342.03428134,3370342.46621293,sand,NaN
28,2,S,circle,36,NaN,3370342.71530656,3370343.19421336,3370343.62615883,fort,NaN
28,2,S,morgue,37,NaN,3370343.89854899,3370345.04210491,3370345.6660515,banana,NaN
28,2,S,neck,38,NaN,3370346.18165351,3370348.48994956,3370349.19385899,morgue,NaN
28,2,S,dame,39,NaN,3370349.43135898,3370349.75384243,3370350.71378857,castle,NaN
28,2,S,dove,40,NaN,3370351.03118228,3370353.22566881,3370354.30559482,princess,NaN
28,2,S,magazine,41,NaN,3370354.51421895,3370361.82524852,3370362.20115311,fort,NaN
28,2,S,camel,42,NaN,3370362.71347495,3370377.06445968,3370377.48837663,wall,NaN
28,2,S,sand,43,NaN,3370377.72873452,3370391.27967343,3370391.82359379,tree,NaN
28,2,S,fort,44,NaN,3370392.04412789,3370401.54315338,3370401.90309058,bush,NaN
28,2,S,banana,45,NaN,3370402.17652091,3370425.3018812,3370425.93381405,canarty,NaN
28,3,T,artist,46,NaN,3370635.23821869,3370636.48273723,3370637.01866922,arist,NaN
28,3,T,chocolate,47,NaN,3370637.27134668,3370638.17062705,3370640.97844603,chocolate,NaN
28,3,T,brush,48,NaN,3370641.22098294,3370643.2103528,3370643.74631196,brush,NaN
28,3,T,fence,49,NaN,3370644.15405717,3370644.97024726,3370645.88217833,painting,NaN
28,3,T,trail,50,NaN,3370646.13718484,3370648.63409196,3370649.17006018,fence,NaN
28,3,T,costume,51,NaN,3370649.40354924,3370660.51344682,3370660.9773962,path,NaN
28,3,T,suit,52,NaN,3370661.31911695,3370673.07277647,3370674.5366685,painting,NaN
28,3,T,river,53,NaN,3370674.85117565,3370685.95205828,3370686.69602338,trail,NaN
28,3,T,spike,54,NaN,3370687.03337037,NaN,3370725.33482566,,NaN
28,3,T,king,55,NaN,0,0,0,,NaN
28,3,T,nest,56,NaN,0,0,0,,NaN
28,3,T,elbow,57,NaN,0,0,0,,NaN
28,3,T,umbrella,58,NaN,0,0,0,,NaN
28,3,T,mayor,59,NaN,0,0,0,,NaN
28,3,T,lamp,60,NaN,0,0,0,,NaN
28,4,S,avenue,61,NaN,3370903.41320169,3370904.8365557,3370905.38847259,goat,NaN
28,4,S,surf,62,NaN,3370905.62966387,3370906.42842624,3370906.84439647,ball,NaN
28,4,S,glove,63,NaN,3370907.11286112,3370909.65224171,3370910.42820499,avenue,NaN
28,4,S,brain,64,NaN,3370910.64586339,3370911.1961663,3370911.73212878,hill,NaN
28,4,S,goat,65,NaN,3370912.02907026,3370913.16408693,3370913.53203998,land,NaN
28,4,S,bubble,66,NaN,3370915.06213365,3370915.8759295,3370916.4278802,surf,NaN
28,4,S,smile,67,NaN,3370916.77862798,3370920.09973954,3370920.99564405,mountain,NaN
28,4,S,hill,68,NaN,3370921.26154058,3370962.45749016,3370963.08142408,round,NaN
28,4,S,land,69,NaN,3370963.40766311,3370981.12850523,3370981.59244465,brain,NaN
28,4,S,beast,70,NaN,3370981.83926055,3370982.86437963,3370983.36834998,smile,NaN
28,4,S,bed,71,NaN,3370983.58910925,3370983.97631499,3370984.32029838,star,NaN
28,4,S,guitar,72,NaN,3370984.58900692,3370987.13618603,3370987.55211611,clock,NaN
28,4,S,clock,73,NaN,3370987.80538398,3370991.22396338,3370991.43193551,bed,NaN
28,4,S,swamp,74,NaN,3370991.65503832,3370992.67183519,3370993.37579261,bubble,NaN
28,4,S,star,75,NaN,0,0,0,,NaN
28,5,T,milk,76,NaN,3371201.30219572,3371201.98084752,3371202.48476443,milk,NaN
28,5,T,lunch,77,NaN,3371202.7187455,3371203.19674162,3371203.84469349,lunch,NaN
28,5,T,apple,78,NaN,3371204.16860799,3371206.01260693,3371206.50054378,blade,NaN
28,5,T,blade,79,NaN,3371206.73503285,3371207.26852743,3371207.86844008,alley,NaN
28,5,T,guard,80,NaN,3371208.16824065,3371208.70043457,3371210.27635402,guard,NaN
28,5,T,alley,81,NaN,3371210.50136299,3371211.13232329,3371216.38003658,passenger,NaN
28,5,T,passenger,82,NaN,3371216.60078468,3371227.33950429,3371228.11538697,cabinet,NaN
28,5,T,ear,83,NaN,3371228.33303209,3371229.03538188,3371230.0113111,furniture,NaN
28,5,T,cabinet,84,NaN,3371230.23285065,3371230.98729406,3371231.25121954,ear,NaN
28,5,T,whip,85,NaN,3371231.43270281,3371232.72318023,3371233.28314014,brake,NaN
28,5,T,furniture,86,NaN,3371233.49918245,3371238.97081323,3371239.28280841,duck,NaN
28,5,T,brake,87,NaN,3371239.56532795,3371242.6426626,3371243.73059299,instrument,NaN
28,5,T,instrument,88,NaN,3371243.96493506,3371278.42480227,3371279.02473363,star,NaN
28,5,T,worm,89,NaN,3371279.31164504,NaN,3371291.31223636,,NaN
28,5,T,duck,90,NaN,0,0,0,,NaN
28,6,S,island,91,NaN,3371469.5272871,3371472.57452492,3371473.15844572,island,NaN
