subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
56,delay,1,highway,thunder,,1,27210.9946374369,wine,27214.2476733853,27214.5115416146
56,delay,1,fort,fence,T,1,27218.1770835094,fence,27219.7032488693,27220.351153105
56,delay,1,park,pencil,S,1,27220.5935810427,pen,27221.8791201726,27222.1270830265
56,delay,1,coast,bird,,1,27222.4267732136,wind,27225.4548875812,27225.8148198232
56,delay,1,hook,metal,,1,27226.0931596683,metal,27229.3346766404,27230.302587891
56,delay,1,peanut,soap,,1,27230.6094767592,,NaN,NaN
56,delay,1,fork,cream,,1,27238.6421924389,fence,27241.4379085461,27241.8858618616
56,delay,1,river,guard,T,1,27242.1585762374,,NaN,NaN
56,delay,1,lock,arm,,1,27250.1913070093,,NaN,NaN
56,delay,1,ribbon,cord,S,1,27258.2240232927,cord,27260.0687585875,27260.5167260897
56,delay,2,crane,cheek,,1,27270.6900531487,metal,27275.1078241625,27275.7557902763
56,delay,2,dial,collar,S,1,27276.1393089218,collar,27278.5636145595,27280.6834717389
56,delay,2,skirt,lobster,T,1,27280.955612309,swamp,27282.7153609694,27283.9952857981
56,delay,2,pants,judge,,1,27284.9053087745,tape,27291.6908412638,27292.2507639675
56,delay,2,saddle,palace,,1,27292.4880632714,,NaN,NaN
56,delay,2,wallet,sun,,1,27300.5207786492,,NaN,NaN
56,delay,2,forehead,cook,,1,27308.5534964419,,NaN,NaN
56,delay,2,bomb,pumpkin,T,1,27316.5862160456,slave,27324.8647705019,27325.5527083268
56,delay,2,clock,toad,,1,27326.03547695,,NaN,NaN
56,delay,2,ticket,whip,S,1,27334.0682086274,whip,27336.240072346,27336.8880894714
56,delay,3,animal,shower,,1,27347.6008262078,shower,27351.6951069253,27352.4551218122
56,delay,3,soil,avenue,,1,27352.7167817498,pants,27355.5668774947,27356.2628208301
56,delay,3,fuel,nurse,S,1,27356.733127214,nurse,27358.2147216635,27358.8306596985
56,delay,3,jelly,note,,1,27359.0162980747,note,27361.9424721277,27362.2224298575
56,delay,3,cave,priest,T,1,27362.5160306408,priest,27363.7903544495,27364.7422893913
56,delay,3,dentist,robin,T,1,27365.2158261112,drill,27369.0940341108,27370.0219645949
56,delay,3,circus,lightning,S,1,27370.3154334723,lightening,27373.1418045692,27375.2456652162
56,delay,3,dice,lieutenant,,1,27375.3983980527,,NaN,NaN
56,delay,3,truck,bowl,,1,27383.4310941126,,NaN,NaN
56,delay,3,gift,lamp,,1,27392.4637385571,,NaN,NaN
56,delay,4,beer,chart,,1,27410.5126750394,,NaN,NaN
56,delay,4,bean,ball,S,1,27418.5450665385,,NaN,NaN
56,delay,4,cape,ceiling,T,1,27426.5777973104,ceiling,27429.2343243279,27430.1303209086
56,delay,4,skin,chin,,1,27430.4108379556,chin,27432.0181646789,27432.3621444578
