subject,group,list,cue,target,practice,test,onset
61,delay,1,sponge,priest,S,1,179395.564027673
61,delay,1,dial,belly,,1,179400.063731402
61,delay,1,mustard,skirt,T,1,179404.56346441
61,delay,1,bolt,mouth,,NaN,179409.063138859
61,delay,1,janitor,cafe,,1,179413.562931031
61,delay,1,cellar,brass,,NaN,179418.062617856
61,delay,1,dress,nail,S,NaN,179422.562337281
61,delay,1,gallery,castle,,1,179427.062054291
61,delay,1,jewel,deck,T,NaN,179431.561730853
61,delay,1,wing,poster,,NaN,179436.061492236
61,delay,1,kiss,priest,,NaN,179440.561213472
61,delay,1,duck,belly,S,NaN,179445.060927464
61,delay,1,shield,skirt,,NaN,179449.560604025
61,delay,1,picture,mouth,S,1,179454.060363597
61,delay,1,dummy,cafe,T,NaN,179458.56012498
61,delay,1,purse,brass,T,1,179463.059809994
61,delay,1,tongue,nail,,1,179467.559525193
61,delay,1,maiden,castle,,NaN,179472.059186964
61,delay,1,mirror,deck,,1,179476.558975514
61,delay,1,fork,poster,,1,179481.058708221
61,delay,2,globe,date,,1,179569.569721275
61,delay,2,stick,circle,,1,179574.069423797
61,delay,2,racket,steel,,NaN,179578.569137185
61,delay,2,audience,cave,,NaN,179583.068867175
61,delay,2,cabinet,card,T,NaN,179587.568569998
61,delay,2,bracelet,bedroom,S,1,179592.068283084
61,delay,2,milk,morgue,,NaN,179596.56797504
61,delay,2,potato,orange,S,NaN,179601.067684202
61,delay,2,aunt,beach,,1,179605.567393968
61,delay,2,whistle,highway,T,1,179610.067099206
61,delay,2,boss,date,T,NaN,179614.56680716
61,delay,2,drain,circle,,NaN,179619.066516624
61,delay,2,glass,steel,S,1,179623.566222164
61,delay,2,pork,cave,,1,179628.0659434
61,delay,2,drum,card,,1,179632.565631432
61,delay,2,monk,bedroom,,NaN,179637.065356593
61,delay,2,cat,morgue,T,1,179641.565043116
61,delay,2,butcher,orange,,1,179646.06477552
61,delay,2,hawk,beach,S,NaN,179650.56446808
61,delay,2,porch,highway,,NaN,179655.064246971
61,delay,3,river,guard,,1,179734.60886834
61,delay,3,aisle,bite,,NaN,179739.108570861
61,delay,3,ticket,statue,T,1,179743.608274892
61,delay,3,shrimp,whip,,1,179748.107982544
61,delay,3,heel,soil,S,1,179752.607663936
61,delay,3,shovel,moon,,NaN,179757.107362231
61,delay,3,sock,beard,T,NaN,179761.607079845
61,delay,3,laundry,banner,,1,179766.106767273
61,delay,3,bubble,shore,S,NaN,179770.606463154
61,delay,3,circus,elbow,,NaN,179775.106159034
61,delay,3,wheel,guard,,NaN,179779.605873629
61,delay,3,spider,bite,T,1,179784.105554417
61,delay,3,pool,statue,,NaN,179788.605265692
61,delay,3,chicken,whip,S,NaN,179793.104969119
61,delay,3,crane,soil,,NaN,179797.604700014
61,delay,3,knee,moon,,1,179802.104353937
61,delay,3,palace,beard,,1,179806.604054345
61,delay,3,smile,banner,T,NaN,179811.103752036
61,delay,3,nest,shore,,1,179815.603456067
61,delay,3,alley,elbow,S,1,179820.103159795
61,delay,4,babe,vodka,T,NaN,179905.897449953
61,delay,4,cake,helmet,S,NaN,179910.397140098
61,delay,4,flood,forehead,,NaN,179914.896843827
61,delay,4,detective,necklace,,NaN,179919.396531255
61,delay,4,ranch,slave,,1,179923.896236795
61,delay,4,physician,trophy,,NaN,179928.395935694
61,delay,4,ant,sweat,T,1,179932.895635197
61,delay,4,novel,spike,,1,179937.395336208
61,delay,4,toast,ridge,,1,179941.895032994
61,delay,4,partner,window,S,1,179946.394748797
61,delay,4,judge,vodka,,1,179950.894430188
61,delay,4,herd,helmet,,1,179955.394151727
61,delay,4,ball,forehead,S,1,179959.893824666
61,delay,4,trail,necklace,T,1,179964.393550732
61,delay,4,reed,slave,T,NaN,179968.893226388
61,delay,4,skull,trophy,,1,179973.3929274
61,delay,4,bow,sweat,,NaN,179977.892625393
61,delay,4,toothbrush,spike,S,NaN,179982.392325499
61,delay,4,storm,ridge,,NaN,179986.892025606
61,delay,4,garbage,window,,NaN,179991.39172209
61,delay,5,worm,brat,,NaN,180089.318487667
61,delay,5,corn,blood,S,1,180093.81821011
61,delay,5,cent,bone,,NaN,180098.317880031
61,delay,5,pants,moose,,1,180102.817581345
61,delay,5,mole,ditch,S,NaN,180107.31726666
61,delay,5,candle,mate,,NaN,180111.816961333
61,delay,5,scout,scar,T,1,180116.316654195
61,delay,5,basket,floor,,1,180120.816342831
61,delay,5,church,hat,T,NaN,180125.316033882
61,delay,5,seat,turtle,,1,180129.81572614
61,delay,5,desk,brat,S,1,180134.315455828
61,delay,5,bush,blood,,NaN,180138.815105524
61,delay,5,clock,bone,,1,180143.314829175
61,delay,5,cook,moose,,NaN,180147.814487324
61,delay,5,pigeon,ditch,,1,180152.314195882
61,delay,5,coast,mate,T,1,180156.813871236
61,delay,5,neck,scar,,NaN,180161.313568626
61,delay,5,medal,floor,S,NaN,180165.813251225
61,delay,5,deer,hat,,1,180170.312948614
61,delay,5,wire,turtle,T,NaN,180174.812629402
61,delay,6,channel,button,,NaN,180577.600438415
61,delay,6,crowd,collar,S,NaN,180582.100104714
61,delay,6,cottage,essay,,1,180586.599774635
61,delay,6,stain,tail,,1,180591.099449385
61,delay,6,cigar,saddle,T,1,180595.59907282
61,delay,6,marble,metal,,NaN,180600.098779869
61,delay,6,island,brake,T,NaN,180604.59845794
61,delay,6,seed,plane,,NaN,180609.098118805
61,delay,6,leather,costume,,1,180613.597789329
61,delay,6,tooth,cloud,S,1,180618.097463778
61,delay,6,newspaper,button,S,1,180622.59713219
61,delay,6,cherry,collar,,1,180627.096804223
61,delay,6,dollar,essay,T,NaN,180631.596472937
61,delay,6,weed,tail,,NaN,180636.096146178
61,delay,6,bench,saddle,,NaN,180640.595816702
61,delay,6,building,metal,,1,180645.095486019
61,delay,6,patch,brake,,1,180649.595153827
61,delay,6,star,plane,T,1,180654.094828578
61,delay,6,pile,costume,S,NaN,180658.594500913
61,delay,6,steam,cloud,,NaN,180663.094167815
61,delay,7,knife,coal,,NaN,180748.721263713
61,delay,7,candy,vice,,1,180753.220927597
61,delay,7,cannon,cup,,1,180757.720600234
61,delay,7,salmon,lawyer,S,NaN,180762.220269853
61,delay,7,wind,organ,T,NaN,180766.719943698
61,delay,7,light,lamp,,NaN,180771.219614826
61,delay,7,cane,envelope,S,1,180775.719287765
61,delay,7,photograph,banana,,NaN,180780.218960101
61,delay,7,butter,siren,,1,180784.718678922
61,delay,7,clown,pen,T,1,180789.218306583
61,delay,7,peach,coal,S,1,180793.717970467
61,delay,7,chain,vice,T,NaN,180798.217664536
61,delay,7,sting,cup,S,NaN,180802.717315742
61,delay,7,cord,lawyer,,1,180807.21699653
61,delay,7,cereal,organ,,1,180811.716657998
61,delay,7,hill,lamp,T,1,180816.21632973
61,delay,7,ambulance,envelope,,NaN,180820.715993614
61,delay,7,skin,banana,,1,180825.215673496
61,delay,7,colonel,siren,,NaN,180829.715350058
61,delay,7,squirrel,pen,,NaN,180834.215015149
61,delay,8,spark,camel,,NaN,180919.442125958
61,delay,8,jury,apple,S,1,180923.941813688
61,delay,8,mechanic,hand,T,1,180928.44146912
61,delay,8,pie,gorilla,T,NaN,180932.9411487
61,delay,8,shed,pearl,,1,180937.440950532
61,delay,8,menu,pepper,S,NaN,180941.940485523
61,delay,8,fuel,roof,,NaN,180946.440152727
61,delay,8,missile,wheat,,1,180950.939824459
61,delay,8,horn,turkey,,1,180955.439515811
61,delay,8,mansion,factory,,NaN,180959.939167017
61,delay,8,ship,camel,,1,180964.438864407
61,delay,8,leopard,apple,,NaN,180968.938506557
61,delay,8,pump,hand,,NaN,180973.438202437
61,delay,8,willow,gorilla,,1,180977.937850624
61,delay,8,planet,pearl,S,NaN,180982.437536543
61,delay,8,mayor,pepper,,1,180986.937191371
61,delay,8,bottle,roof,S,1,180991.436907174
61,delay,8,crown,wheat,T,NaN,180995.936535137
61,delay,8,page,turkey,,NaN,181000.43620536
61,delay,8,husband,factory,T,1,181004.935874073
61,delay,9,chart,shoe,,NaN,181096.712505973
61,delay,9,cheek,cloth,,1,181101.212176497
61,delay,9,bear,tobacco,,NaN,181105.711847022
61,delay,9,frame,hockey,S,1,181110.211519961
61,delay,9,scratch,juice,,NaN,181114.71118626
61,delay,9,rice,rash,T,NaN,181119.210856784
61,delay,9,breakfast,sand,,1,181123.710522479
61,delay,9,dove,trash,T,1,181128.210193305
61,delay,9,rabbit,hardware,S,NaN,181132.709864132
61,delay,9,bank,barrel,,1,181137.209552768
61,delay,9,witch,shoe,S,1,181141.709205181
61,delay,9,hook,cloth,T,NaN,181146.20886997
61,delay,9,forest,tobacco,T,1,181150.70853657
61,delay,9,toilet,hockey,,NaN,181155.208206189
61,delay,9,prince,juice,,1,181159.707877317
61,delay,9,ankle,rash,,1,181164.207546936
61,delay,9,library,sand,S,NaN,181168.707212631
61,delay,9,soap,trash,,NaN,181173.20687742
61,delay,9,passenger,hardware,,1,181177.706542813
61,delay,9,dame,barrel,,NaN,181182.206219979
61,delay,10,spaghetti,bridge,,1,181261.867043423
61,delay,10,cabin,furniture,,1,181266.366716362
61,delay,10,wedding,cigarette,T,1,181270.866407715
61,delay,10,ferry,nose,S,NaN,181275.366051676
61,delay,10,cape,mattress,,NaN,181279.8657222
61,delay,10,gift,lobster,S,1,181284.365390612
61,delay,10,cage,coffee,,NaN,181288.865065966
61,delay,10,tent,ski,T,NaN,181293.364731057
61,delay,10,emperor,mistress,,NaN,181297.864402789
61,delay,10,powder,foot,,1,181302.364072106
61,delay,10,corner,bridge,,NaN,181306.863740819
61,delay,10,arm,furniture,T,NaN,181311.363411646
61,delay,10,farm,cigarette,,NaN,181315.863080057
61,delay,10,axe,nose,,1,181320.362752695
61,delay,10,umbrella,mattress,T,1,181324.862443745
61,delay,10,rock,lobster,,NaN,181329.362093442
61,delay,10,ribbon,coffee,S,1,181333.861761552
61,delay,10,test,ski,,1,181338.361436302
61,delay,10,army,mistress,,1,181342.861105317
61,delay,10,square,foot,S,NaN,181347.360774936
