sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
22,0,C,page,1,NaN,2930323.62329913,2930326.53638989,2930327.98426684,cow,NaN
22,0,C,wing,2,NaN,2930328.30634008,2930329.38419935,2930331.89607355,bracelet,NaN
22,0,C,cow,3,NaN,2930332.25612696,2930332.8000102,2930333.38397326,island,NaN
22,0,C,magazine,4,NaN,2930333.6226734,2930334.0479547,2930334.4799367,test,NaN
22,0,C,island,5,NaN,2930334.82259408,2930336.54381714,2930337.90370454,magazine,NaN
22,0,C,bracelet,6,NaN,2930338.20571342,2930339.36766931,2930339.68761483,wing,NaN
22,0,C,test,7,NaN,2930339.93889082,2930341.07158116,2930341.59952477,tomato,NaN
22,0,C,tomato,8,NaN,2930341.98880631,2930342.40750192,2930342.99947147,juice,NaN
22,0,C,juice,9,NaN,2930343.30538353,2930348.40721788,2930348.65517536,test,NaN
22,0,C,hose,10,NaN,2930349.13833125,2930352.69497446,2930353.87089258,physician,NaN
22,0,C,hound,11,NaN,2930354.17133971,2930359.91860792,2930360.19056735,hose,NaN
22,0,C,stove,12,NaN,2930360.38760237,2930387.72516095,2930388.133077,hair,NaN
22,0,C,gun,13,NaN,2930388.38578917,NaN,2930413.68658886,,NaN
22,0,C,hair,14,NaN,0,0,0,,NaN
22,0,C,physician,15,NaN,0,0,0,,NaN
22,1,T,star,16,NaN,2930630.13676437,2930634.4240715,2930635.08003166,star,NaN
22,1,T,toe,17,NaN,2930636.98632181,2930637.27193981,2930637.89590119,spice,NaN
22,1,T,spice,18,NaN,2930638.20291922,2930638.40785357,2930639.15180388,rabbit,NaN
22,1,T,tomb,19,NaN,2930639.41950938,2930639.70379292,2930640.09570807,tomb,NaN
22,1,T,bench,20,NaN,2930640.46944088,2930640.5997418,2930640.81570141,toe,NaN
22,1,T,mule,21,NaN,2930641.11940063,2930641.89568658,2930642.11162687,meal,NaN
22,1,T,wire,22,NaN,2930642.3859727,2930643.07156636,2930644.19949507,mountain,NaN
22,1,T,rabbit,23,NaN,2930644.51886225,NaN,2930720.22014954,,NaN
22,1,T,minister,24,NaN,0,0,0,,NaN
22,1,T,meal,25,NaN,0,0,0,,NaN
22,1,T,sail,26,NaN,0,0,0,,NaN
22,1,T,mountain,27,NaN,0,0,0,,NaN
22,1,T,copper,28,NaN,0,0,0,,NaN
22,1,T,storm,29,NaN,0,0,0,,NaN
22,1,T,boss,30,NaN,0,0,0,,NaN
22,2,S,lieutenant,31,NaN,2930903.50237055,2930904.01782556,2930904.60175119,scout,NaN
22,2,S,hand,32,NaN,2930905.00229464,2930905.40173182,2930912.79334995,lieutenent,NaN
22,2,S,mattress,33,NaN,2930913.78503468,2930915.38521929,2930915.73719739,tent,NaN
22,2,S,costume,34,NaN,2930915.98489317,2930917.7291076,2930918.04909297,sign,NaN
22,2,S,tent,35,NaN,2930918.33474266,2930918.88902784,2930919.40899576,queen,NaN
22,2,S,garbage,36,NaN,2930919.70131506,2930921.84086698,2930922.81678172,matress,NaN
22,2,S,dough,37,NaN,2930923.01776851,2930923.70476728,2930923.99273998,hand,NaN
22,2,S,essay,38,NaN,2930924.28435145,2930924.45671713,2930925.12067442,foot,NaN
22,2,S,portrait,39,NaN,2930925.35094941,2930926.12865887,2930926.40862087,beam,NaN
22,2,S,cell,40,NaN,2930926.68419551,2930926.88860797,2930927.16855698,cell,NaN
