subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
49,immediate,1,pipe,coal,S,NaN,3062.77067504518,,NaN,NaN,1
49,immediate,1,seal,vault,S,1,3067.27043764125,,NaN,NaN,1
49,immediate,1,gorilla,bell,S,1,3071.77016129884,,NaN,NaN,1
49,immediate,1,blanket,hair,S,NaN,3076.26987590098,,NaN,NaN,1
49,immediate,2,stove,corridor,S,NaN,3288.57331917865,,NaN,NaN,1
49,immediate,2,ski,plate,S,1,3293.07304313809,,NaN,NaN,1
49,immediate,2,wallet,land,S,1,3297.57276256981,,NaN,NaN,1
49,immediate,2,path,spot,S,NaN,3302.07248320892,,NaN,NaN,1
49,immediate,3,bowl,strawberry,S,1,3570.82248313345,,NaN,NaN,1
49,immediate,3,cage,tomato,S,NaN,3575.32219984853,,NaN,NaN,1
49,immediate,3,page,soap,S,1,3579.82192652461,,NaN,NaN,1
49,immediate,3,candy,mechanic,S,NaN,3584.32164173045,,NaN,NaN,1
49,immediate,4,spring,wood,S,NaN,4102.73876059149,,NaN,NaN,1
49,immediate,4,television,button,S,1,4107.23846281784,,NaN,NaN,1
49,immediate,4,ankle,date,S,NaN,4111.73822058432,,NaN,NaN,1
49,immediate,4,tide,camel,S,1,4116.23789141841,,NaN,NaN,1
49,immediate,5,hurricane,shirt,S,NaN,4353.38968776478,,NaN,NaN,1
49,immediate,5,picture,sack,S,1,4357.88941323347,,NaN,NaN,1
49,immediate,5,drain,building,S,1,4362.38913266518,,NaN,NaN,1
49,immediate,5,fork,shoe,S,NaN,4366.88885451169,,NaN,NaN,1
49,immediate,6,truck,meat,S,1,4551.74404203664,,NaN,NaN,1
49,immediate,6,trash,hammer,S,NaN,4556.24376659979,,NaN,NaN,1
49,immediate,6,dollar,wedding,S,NaN,4560.74348391856,,NaN,NaN,1
49,immediate,6,belly,squirrel,S,1,4565.24320636876,,NaN,NaN,1
49,immediate,7,rain,key,S,NaN,5121.92447113859,,NaN,NaN,1
