subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
21,delay,1,jeep,president,S,NA,589081.459781179,NA,NA,NA,1
21,delay,1,rash,butter,S,1,589085.959571245,NA,NA,NA,1
21,delay,1,forest,passenger,S,1,589090.459370969,NA,NA,NA,1
21,delay,1,wind,corner,S,NA,589094.959188805,NA,NA,NA,1
21,delay,2,port,brick,S,1,589234.602901532,NA,NA,NA,1
21,delay,2,bedroom,cellar,S,NA,589239.102690692,NA,NA,NA,1
21,delay,2,hospital,pump,S,NA,589243.602492228,NA,NA,NA,1
21,delay,2,ridge,medicine,S,1,589248.102287425,NA,NA,NA,1
21,delay,3,bite,chin,S,1,589421.261192253,NA,NA,NA,1
21,delay,3,nose,salad,S,NA,589425.76102186,NA,NA,NA,1
21,delay,3,highway,drum,S,NA,589430.260782043,NA,NA,NA,1
21,delay,3,beach,date,S,1,589434.760592936,NA,NA,NA,1
21,delay,4,jacket,lieutenant,S,NA,589572.021112976,NA,NA,NA,1
21,delay,4,radio,milk,S,1,589576.520913304,NA,NA,NA,1
21,delay,4,camel,ear,S,NA,589581.020743213,NA,NA,NA,1
21,delay,4,land,turtle,S,1,589585.520511244,NA,NA,NA,1
21,delay,5,pepper,chicken,S,1,589763.412548495,NA,NA,NA,1
21,delay,5,army,guard,S,NA,589767.912350333,NA,NA,NA,1
21,delay,5,hardware,test,S,NA,589772.412149454,NA,NA,NA,1
21,delay,5,arm,pool,S,1,589776.911943142,NA,NA,NA,1
21,delay,6,blanket,steak,S,NA,590233.72485488,NA,NA,NA,1
21,delay,6,judge,bread,S,1,590238.224653095,NA,NA,NA,1
21,delay,6,wolf,brass,S,1,590242.724454933,NA,NA,NA,1
21,delay,6,wing,chair,S,NA,590247.224194892,NA,NA,NA,1
21,delay,7,turkey,beer,S,1,590443.265483005,NA,NA,NA,1
21,delay,7,beast,physician,S,NA,590447.76528122,NA,NA,NA,1
21,delay,7,leather,tongue,S,NA,590452.265077926,NA,NA,NA,1
21,delay,7,crown,liquor,S,1,590456.764875236,NA,NA,NA,1
21,delay,8,plate,doll,S,NA,590597.44191517,NA,NA,NA,1
21,delay,8,worm,cell,S,1,590601.941715196,NA,NA,NA,1
21,delay,8,frog,janitor,S,1,590606.441511299,NA,NA,NA,1
21,delay,8,parade,club,S,NA,590610.941308609,NA,NA,NA,1
21,delay,9,bowl,dentist,S,NA,590776.550569751,NA,NA,NA,1
21,delay,9,mustard,flood,S,1,590781.0503408,NA,NA,NA,1
21,delay,9,forehead,poet,S,1,590785.550167389,NA,NA,NA,1
21,delay,9,beam,crab,S,NA,590790.049965303,NA,NA,NA,1
21,delay,10,dial,sting,S,1,590926.977176157,NA,NA,NA,1
21,delay,10,smoke,bed,S,NA,590931.476971354,NA,NA,NA,1
21,delay,10,sack,pipe,S,NA,590935.976767456,NA,NA,NA,1
21,delay,10,bomb,spoon,S,1,590940.476571407,NA,NA,NA,1
21,delay,1,jeep,president,S,NA,589118.541451865,NA,NA,NA,2
21,delay,1,rash,butter,S,1,589123.04123529,NA,NA,NA,2
21,delay,1,forest,passenger,S,1,589127.541033203,NA,NA,NA,2
21,delay,1,wind,corner,S,NA,589132.040830513,NA,NA,NA,2
21,delay,2,port,brick,S,1,589272.40121113,NA,NA,NA,2
21,delay,2,bedroom,cellar,S,NA,589276.9009855,NA,NA,NA,2
21,delay,2,hospital,pump,S,NA,589281.400791261,NA,NA,NA,2
21,delay,2,ridge,medicine,S,1,589285.90059823,NA,NA,NA,2
21,delay,3,bite,chin,S,1,589455.959647008,NA,NA,NA,2
21,delay,3,nose,salad,S,NA,589460.459444318,NA,NA,NA,2
21,delay,3,highway,drum,S,NA,589464.959239515,NA,NA,NA,2
21,delay,3,beach,date,S,1,589469.459040447,NA,NA,NA,2
21,delay,4,jacket,lieutenant,S,NA,589610.869377915,NA,NA,NA,2
21,delay,4,radio,milk,S,1,589615.369186997,NA,NA,NA,2
21,delay,4,camel,ear,S,NA,589619.868975553,NA,NA,NA,2
21,delay,4,land,turtle,S,1,589624.368777693,NA,NA,NA,2
21,delay,5,pepper,chicken,S,1,589804.49404411,NA,NA,NA,2
21,delay,5,army,guard,S,NA,589808.993845646,NA,NA,NA,2
21,delay,5,hardware,test,S,NA,589813.493647182,NA,NA,NA,2
21,delay,5,arm,pool,S,1,589817.993459282,NA,NA,NA,2
21,delay,6,blanket,steak,S,NA,590283.00598532,NA,NA,NA,2
21,delay,6,judge,bread,S,1,590287.505812513,NA,NA,NA,2
21,delay,6,wolf,brass,S,1,590292.005580543,NA,NA,NA,2
21,delay,6,wing,chair,S,NA,590296.505379664,NA,NA,NA,2
21,delay,7,turkey,beer,S,1,590481.380444071,NA,NA,NA,2
21,delay,7,beast,physician,S,NA,590485.880244399,NA,NA,NA,2
21,delay,7,leather,tongue,S,NA,590490.380050161,NA,NA,NA,2
21,delay,7,crown,liquor,S,1,590494.879824229,NA,NA,NA,2
21,delay,8,plate,doll,S,NA,590631.440399899,NA,NA,NA,2
21,delay,8,worm,cell,S,1,590635.940192983,NA,NA,NA,2
21,delay,8,frog,janitor,S,1,590640.43999482,NA,NA,NA,2
21,delay,8,parade,club,S,NA,590644.939798771,NA,NA,NA,2
21,delay,9,bowl,dentist,S,NA,590810.915718943,NA,NA,NA,2
21,delay,9,mustard,flood,S,1,590815.415496633,NA,NA,NA,2
21,delay,9,forehead,poet,S,1,590819.915297565,NA,NA,NA,2
21,delay,9,beam,crab,S,NA,590824.415093668,NA,NA,NA,2
21,delay,10,dial,sting,S,1,590963.208878884,NA,NA,NA,2
21,delay,10,smoke,bed,S,NA,590967.708673175,NA,NA,NA,2
21,delay,10,sack,pipe,S,NA,590972.208473202,NA,NA,NA,2
21,delay,10,bomb,spoon,S,1,590976.708264776,NA,NA,NA,2
