sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,butterfly,brass,1,3631325.05381445,NaN,NaN,NaN,NaN,,NaN,16,3631502.97561289,3631507.27936433,3631509.12721031,brass,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,hose,peach,2,3631329.07020292,NaN,NaN,NaN,NaN,,NaN,14,3631498.15920818,3631499.57572174,3631500.15168012,peach,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,lightning,scout,3,3631333.08664059,NaN,NaN,NaN,NaN,,NaN,15,3631500.35909384,3631501.90360281,3631502.60755088,scout,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,cigar,film,4,3631337.10300703,NaN,NaN,NaN,NaN,,NaN,2,3631466.89456975,3631469.09736249,3631469.59331246,film,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,necklace,maiden,5,3631341.11940938,NaN,NaN,NaN,NaN,,NaN,4,3631471.97759935,3631473.64908983,3631474.22503795,maiden,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,book,liquor,6,3631345.1358712,NaN,NaN,NaN,NaN,,NaN,19,3631514.29151095,3631516.77481958,3631516.97478432,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,barrel,ambassador,7,3631349.15221771,NaN,NaN,NaN,NaN,,NaN,22,3631524.82416489,3631526.28627995,3631526.47828771,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,paint,wedding,8,3631353.16865206,NaN,NaN,NaN,NaN,,NaN,12,3631493.89283745,3631494.96793059,3631495.18394513,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,hammer,organ,9,3631357.18502906,NaN,NaN,NaN,NaN,,NaN,11,3631492.17629513,3631493.48005261,3631493.68801297,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,bow,queen,10,3631361.20143444,NaN,NaN,NaN,NaN,,NaN,20,3631517.15800623,3631519.99864592,3631520.4866057,queen,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,pie,earth,11,3631365.21785339,NaN,NaN,NaN,NaN,,NaN,9,3631487.5432548,3631488.67228796,3631489.37625082,earth,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,toothbrush,movie,12,3631369.23424247,NaN,NaN,NaN,NaN,,NaN,3,3631469.9110373,3631471.18522345,3631471.71317552,movie,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,skull,station,13,3631373.25067802,NaN,NaN,NaN,NaN,,NaN,10,3631489.57643017,3631491.00816707,3631491.86411522,station,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,orange,throne,14,3631377.26705774,NaN,NaN,NaN,NaN,,NaN,13,3631495.35942769,3631497.75979425,3631497.95977499,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,monkey,frame,15,3631381.28346915,NaN,NaN,NaN,NaN,,NaN,7,3631479.37709055,3631481.84062701,3631482.06463083,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,bullet,purse,16,3631385.29988811,NaN,NaN,NaN,NaN,,NaN,25,3631532.59031875,3631533.98190579,3631534.5178568,purse,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,worm,mail,17,3631389.31628563,NaN,NaN,NaN,NaN,,NaN,24,3631529.90717819,3631531.7260345,3631532.13398979,mail,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,potato,collar,18,3631393.33272421,NaN,NaN,NaN,NaN,,NaN,1,3631464.24472923,3631465.64951452,3631466.49746615,collar,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,mirror,ferry,19,3631397.34907615,NaN,NaN,NaN,NaN,,NaN,5,3631474.56076704,3631476.74492045,3631476.95290798,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,pearl,passenger,20,3631401.36549179,NaN,NaN,NaN,NaN,,NaN,8,3631482.27688798,3631485.22447984,3631487.08037667,passenger,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,nail,armor,21,3631405.38192312,NaN,NaN,NaN,NaN,,NaN,23,3631526.6740278,3631529.0381637,3631529.62212163,armor,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,bowl,swamp,22,3631409.39829046,NaN,NaN,NaN,NaN,,NaN,21,3631520.67444466,3631524.4144447,3631524.64637562,idk,0
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,milk,salt,23,3631413.41473266,NaN,NaN,NaN,NaN,,NaN,18,3631512.17499477,3631513.56696094,3631514.030923,salt,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,beard,park,24,3631417.43111056,NaN,NaN,NaN,NaN,,NaN,17,3631509.34184753,3631511.58308378,3631511.96702656,park,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,1,N,C,badge,soldier,25,3631421.44752711,NaN,NaN,NaN,NaN,,NaN,6,3631477.21059639,3631478.37684123,3631479.09680438,soldier,1
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,2,N,T,camera,ridge,26,3631554.83888897,10,3631750.34289493,3631752.59434629,3631756.09013085,bridge,NaN,27,3631832.50422057,3631834.26202505,3631835.58192348,bridge,NaN
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,2,N,S,elephant,tobacco,27,3631559.85526235,15,3631786.75717603,NaN,NaN,,NaN,44,3631890.45046679,3631891.9789489,3631892.85891168,tobacco,NaN
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,2,N,S,marble,floor,28,3631564.87155031,14,3631781.74086272,NaN,NaN,,NaN,39,3631875.75140442,3631877.36374621,3631879.34763634,detective,NaN
60,immediate,pilot4,2015-03-06-1351m07s,3631139.99124161,2,N,T,bat,audience,29,3631569.88789652,6,3631736.72710002,3631738.12310308,3631739.02706238,audience,NaN,37,3631863.33556398,3631864.46845263,3631865.31638433,audience,NaN
