subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
78,delay,1,lieutenant,soup,T,1,830882.425402493,journal,830885.584081893,830886.376001345
78,delay,1,stick,nest,,1,830886.641486858,nest,830890.223856364,830890.591798049
78,delay,1,turkey,pumpkin,,1,830890.774564666,pumpkin,830892.207748212,830893.343701129
78,delay,1,fly,cream,S,1,830893.557726585,cream,830894.463654861,830894.975589805
78,delay,1,deck,cup,,1,830895.440944979,,NaN,NaN
78,delay,1,audience,dentist,,1,830903.473781882,dentist,830906.279106733,830907.047037975
78,delay,1,wing,journal,,1,830907.240204182,arrow,830909.350945496,830910.350895087
78,delay,1,sack,hockey,,1,830910.756663233,,NaN,NaN
78,delay,1,crown,dove,T,1,830918.789488062,arrow,830921.686383217,830922.422323335
78,delay,1,net,spoon,S,1,830922.572581159,spoon,830930.95796909,830931.717888666
78,delay,2,colonel,bomb,S,1,830942.021723139,bomb,830943.981323419,830944.565290911
78,delay,2,purse,mayor,,1,830944.871228062,mayor,830946.717173586,830947.357201912
78,delay,2,mouse,spray,,1,830947.521100878,spray,830951.189001301,830951.940964147
78,delay,2,hose,island,,1,830952.287437151,island,830954.116855257,830955.700754531
78,delay,2,robin,meat,T,1,830956.153851634,meat,830957.260658652,830957.580688511
78,delay,2,brass,briefcase,,1,830957.737101631,suitcase,830967.268259502,830968.412190277
78,delay,2,wheat,iron,,1,830968.603098657,iron,830972.763983363,830973.115916809
78,delay,2,badge,liquor,T,1,830974.302755667,liquor,830977.139822314,830978.091730887
78,delay,2,coast,satellite,S,1,830978.402492183,wing,830983.083494043,830983.387422391
78,delay,2,shepherd,bow,,1,830983.535512036,son,830987.747285702,830987.899252593
78,delay,3,brick,tunnel,,1,830998.134949572,tunnel,831000.138681024,831001.154687754
78,delay,3,salt,paper,,1,831001.634381644,paper,831002.802637191,831003.282536941
78,delay,3,dough,camp,S,1,831003.434285293,camp,831004.986491369,831005.330450277
78,delay,3,clown,hospital,T,1,831005.534164584,hospital,831006.826376075,831009.274256026
78,delay,3,lamp,drug,,1,831009.617222757,drugs,831011.658149203,831013.522076453
78,delay,3,dice,station,,1,831014.083613575,station,831017.217927151,831018.065846765
78,delay,3,judge,dress,T,1,831018.266702567,dress,831020.025804434,831020.801722288
78,delay,3,scratch,cookie,,1,831020.99985632,nail,831027.369420442,831028.297394232
78,delay,3,moose,cell,S,1,831028.566071793,cell,831030.489289053,831030.977229748
78,delay,3,picture,brush,,1,831032.515827281,bread,831033.969094928,831036.944948247
78,delay,4,knight,monk,,1,831047.248577161,monk,831049.120421598,831049.536353892
78,delay,4,bridge,ticket,,1,831050.364728507,spy,831051.864274979,831052.552255277
78,delay,4,ditch,janitor,T,1,831052.714584027,janitor,831054.696154056,831056.584064989
78,delay,4,shell,mate,S,1,831056.781007021,mate,831059.687939548,831060.071870456
78,delay,4,tape,farm,,1,831060.264117837,jacket,831061.879817768,831062.431765461
78,delay,4,toilet,knife,,1,831062.580631159,knife,831064.56767793,831065.255611139
