subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
56,delay,1,park,pencil,S,1,24818.4113900285,,NaN,NaN,1
56,delay,1,rain,cream,S,NaN,24822.9110561889,,NaN,NaN,1
56,delay,1,camel,metal,S,NaN,24827.4107018239,,NaN,NaN,1
56,delay,1,ribbon,cord,S,1,24831.910347157,,NaN,NaN,1
56,delay,2,poet,cook,S,NaN,25048.9103365924,,NaN,NaN,1
56,delay,2,dial,collar,S,1,25053.4099936975,,NaN,NaN,1
56,delay,2,ticket,whip,S,1,25057.9096701206,,NaN,NaN,1
56,delay,2,hair,palace,S,NaN,25062.409310926,,NaN,NaN,1
56,delay,3,fuel,nurse,S,1,25210.4812823426,,NaN,NaN,1
56,delay,3,battle,lamp,S,NaN,25214.9809394477,,NaN,NaN,1
56,delay,3,bubble,shower,S,NaN,25219.4805932324,,NaN,NaN,1
56,delay,3,circus,lightning,S,1,25223.9802497338,,NaN,NaN,1
56,delay,4,shark,heel,S,NaN,25425.9981379235,,NaN,NaN,1
56,delay,4,bean,ball,S,1,25430.4977663533,,NaN,NaN,1
56,delay,4,tail,chart,S,NaN,25434.9973736541,,NaN,NaN,1
56,delay,4,steam,thumb,S,1,25439.4970760357,,NaN,NaN,1
56,delay,5,store,cabinet,S,1,25592.1353909848,,NaN,NaN,1
56,delay,5,cotton,club,S,NaN,25596.6350583525,,NaN,NaN,1
56,delay,5,salt,essay,S,NaN,25601.1347885038,,NaN,NaN,1
56,delay,5,chest,leopard,S,1,25605.6343583759,,NaN,NaN,1
56,delay,6,pork,jail,S,1,26121.0282311812,,NaN,NaN,1
56,delay,6,roof,satellite,S,NaN,26125.5278873807,,NaN,NaN,1
56,delay,6,officer,bucket,S,NaN,26130.0275622946,,NaN,NaN,1
56,delay,6,square,circle,S,1,26134.5271979687,,NaN,NaN,1
56,delay,7,scissors,pipe,S,1,26275.0997579814,,NaN,NaN,1
56,delay,7,shore,doll,S,NaN,26279.5994150864,,NaN,NaN,1
56,delay,7,ambulance,snow,S,1,26284.0990718896,,NaN,NaN,1
56,delay,7,poster,hall,S,NaN,26288.5987241652,,NaN,NaN,1
56,delay,8,kiss,court,S,NaN,26475.8843650165,,NaN,NaN,1
56,delay,8,bishop,scale,S,1,26480.3840517023,,NaN,NaN,1
56,delay,8,policeman,cow,S,NaN,26484.8836873764,,NaN,NaN,1
56,delay,8,babe,drill,S,1,26489.3833529331,,NaN,NaN,1
56,delay,9,frog,trash,S,1,26630.2225536136,,NaN,NaN,1
56,delay,9,butter,land,S,NaN,26634.7222143407,,NaN,NaN,1
56,delay,9,tide,chocolate,S,1,26639.2218261692,,NaN,NaN,1
56,delay,9,sack,coal,S,NaN,26643.7215013849,,NaN,NaN,1
56,delay,10,bracelet,palm,S,NaN,26837.0900455422,,NaN,NaN,1
56,delay,10,book,crowd,S,1,26841.5896996289,,NaN,NaN,1
56,delay,10,spot,glove,S,NaN,26846.0893636763,,NaN,NaN,1
56,delay,10,vodka,ditch,S,1,26850.5890334588,,NaN,NaN,1
56,delay,1,park,pencil,S,1,24867.6075986849,,NaN,NaN,2
56,delay,1,rain,cream,S,NaN,24872.1072545826,,NaN,NaN,2
56,delay,1,camel,metal,S,NaN,24876.6069095747,,NaN,NaN,2
56,delay,1,ribbon,cord,S,1,24881.1065334769,,NaN,NaN,2
56,delay,2,poet,cook,S,NaN,25094.4235120895,,NaN,NaN,2
56,delay,2,dial,collar,S,1,25098.9231701,,NaN,NaN,2
56,delay,2,ticket,whip,S,1,25103.4228492397,,NaN,NaN,2
56,delay,2,hair,palace,S,NaN,25107.9224776696,,NaN,NaN,2
56,delay,3,fuel,nurse,S,1,25254.811221841,,NaN,NaN,2
56,delay,3,battle,lamp,S,NaN,25259.3108783423,,NaN,NaN,2
