subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
87,immediate,1,tape,button,,1,113197.661794686,button,113199.158939836,113199.694896826
87,immediate,1,beef,coal,,1,113200.094621483,coal,113202.086782265,113202.358735607
87,immediate,1,plane,apartment,,1,113202.644435577,apartment,113204.038637073,113204.862562701
87,immediate,1,boot,emperor,T,1,113205.094252629,emporer,113206.886505654,113207.478427737
87,immediate,1,pencil,knight,S,1,113207.9773746,knight,113209.37434311,113209.902292755
87,immediate,1,salmon,movie,,1,113210.343866116,boot,113212.374136346,113212.694114746
87,immediate,1,cloth,rice,T,1,113212.943690503,rice,113213.838070691,113214.158037017
87,immediate,1,mayor,wood,S,1,113214.610230797,wood,113215.373980896,113215.669918846
87,immediate,1,canal,aspirin,,1,113215.84346104,beef,113218.597848811,113218.965757791
87,immediate,1,board,tiger,,1,113219.326541719,pencil,113222.413619189,113224.085460788
87,immediate,2,bread,card,,1,113392.064114003,card,113393.531548544,113393.883578965
87,immediate,2,pond,jelly,S,1,113394.230297818,jelly,113395.059437216,113395.459379201
87,immediate,2,instrument,hose,,1,113395.646861204,hose,113399.019244434,113399.22717342
87,immediate,2,spaghetti,butcher,T,1,113399.713234215,butcher,113400.843107881,113401.555018506
87,immediate,2,ribbon,judge,,1,113401.846403426,judge,113402.778999311,113403.274938891
87,immediate,2,suitcase,smile,,1,113403.579612238,smile,113404.914861583,113405.39481394
87,immediate,2,cane,animal,T,1,113405.729450539,animal,113407.778695051,113408.322647012
87,immediate,2,parade,peanut,,1,113408.579253344,peanut,113409.538589683,113410.042526045
87,immediate,2,cherry,ear,S,1,113410.31244646,ear,113411.114506734,113411.290469122
87,immediate,2,chart,bell,,1,113411.562366019,board,113415.506242458,113416.394156219
87,immediate,3,swamp,river,T,1,113595.482457671,river,113596.623654148,113597.407567497
87,immediate,3,ceiling,bear,,1,113597.681972123,bear,113598.695508666,113599.031469762
87,immediate,3,deer,tide,,1,113600.915062008,,NaN,NaN
87,immediate,3,bedroom,moose,,1,113608.947802236,moose,113610.710825794,113611.206753602
87,immediate,3,lamp,bite,S,1,113611.664271325,bite,113613.022691806,113613.302630157
87,immediate,3,potato,church,,1,113613.947448775,couch,113614.886562703,113615.286508311
87,immediate,3,ambassador,child,S,1,113615.930625743,child,113616.918501532,113617.806362169
87,immediate,3,ambulance,paint,,1,113617.980498093,river,113619.822266386,113620.44623898
87,immediate,3,cabin,steel,,1,113620.630278742,steel,113622.006140434,113622.430122567
87,immediate,3,avenue,boss,T,1,113622.563474997,boss,113623.478048016,113623.838012737
87,immediate,4,pier,barrel,S,1,114110.494536303,barrel,114111.697514729,114112.177410037
87,immediate,4,slave,mate,T,1,114112.510725762,soldier,114119.304993604,114120.088946494
87,immediate,4,island,detective,,1,114120.193504717,detective,114121.936851599,114123.464809696
87,immediate,4,plate,doll,,1,114123.60991235,doll,114124.640706583,114125.000652891
87,immediate,4,gold,powder,,1,114125.226459255,powder,114126.200600491,114126.880614544
87,immediate,4,hair,king,S,1,114127.04299481,king,114128.43247062,114128.864477606
87,immediate,4,newspaper,eye,,1,114129.059512375,eye,114130.232394434,114130.456358638
87,immediate,4,string,dentist,,1,114130.6094134,dentist,114131.840267821,114132.888199005
87,immediate,4,rabbi,fruit,T,1,114133.225873374,fruit,114134.008159174,114134.488076517
87,immediate,4,metal,beer,,1,114134.692446146,beer,114135.656043029,114135.992008954
87,immediate,5,furniture,date,S,1,114313.012950662,date,114313.941603546,114314.26158104
87,immediate,5,table,tea,,1,114314.579176977,tea,114316.013503341,114316.213469353
87,immediate,5,ant,chocolate,,1,114316.445704715,chocolate,114317.317460408,114318.029334812
87,immediate,5,leopard,puppy,T,1,114318.562216002,puppy,114319.333337459,114319.853219993
87,immediate,5,bow,jeep,,1,114320.462076489,jeep,114322.053141634,114322.477103543
87,immediate,5,hotel,dove,,1,114322.795237972,restaurant,114327.052851259,114328.180772591
87,immediate,5,cellar,liquor,,1,114328.394829334,liquor,114330.164678514,114330.604625232
87,immediate,5,hood,mistress,,1,114330.861305214,mistress,114332.17254852,114332.788498677
87,immediate,5,knee,channel,T,1,114332.927829148,,NaN,NaN
87,immediate,5,rope,laundry,S,1,114340.960561227,laundry,114343.011917145,114343.851852333
87,immediate,6,factory,medal,T,1,114510.765049542,medal,114511.69807616,114512.177963922
87,immediate,6,admiral,physician,S,1,114512.481261459,physician,114513.505923106,114514.777816079
87,immediate,6,road,queen,,1,114515.081078903,queen,114517.081698289,114517.545655876
87,immediate,6,colonel,sign,,1,114518.264175097,sign,114520.649523477,114521.049434373
87,immediate,6,ankle,sponge,,1,114522.180568241,sponge,114523.865320659,114524.305247154
87,immediate,6,stain,bone,,1,114524.530382516,,NaN,NaN
87,immediate,6,toast,neck,S,1,114532.563121537,neck,114533.520728002,114533.848690506
87,immediate,6,spider,hand,T,1,114534.179701946,hand,114534.968675727,114535.272601705
87,immediate,6,hill,bean,,1,114535.496241123,bean,114536.800625604,114537.064449353
87,immediate,6,cheese,ring,,1,114537.296105172,ring,114538.520419516,114538.776392879
87,immediate,7,audience,hound,,1,115011.661540533,hound,115013.148663219,115013.724594456
87,immediate,7,horse,brat,T,1,115013.961045386,brat,115014.708555617,115015.04451792
87,immediate,7,lane,wreck,S,1,115015.2442823,wreck,115016.220475478,115016.636438192
87,immediate,7,cheek,bowl,,1,115016.760841822,bowl,115017.71637431,115018.028345062
87,immediate,7,bird,meal,,1,115018.160736116,meal,115020.772168558,115020.996145439
87,immediate,7,trophy,seed,,1,115021.510489418,factory,115026.091871373,115026.739808956
87,immediate,7,bomb,spice,,1,115026.893439337,spice,115028.70769234,115029.203672368
87,immediate,7,goat,tower,S,1,115029.359911294,tower,115030.267648126,115030.603580848
87,immediate,7,cave,skull,T,1,115030.759808304,skull,115031.579604088,115031.987488522
87,immediate,7,rifle,golf,,1,115032.409688562,,NaN,NaN
87,immediate,8,vodka,pony,,1,115218.996276138,pony,115223.464320103,115223.888246395
87,immediate,8,willow,throne,S,1,115224.345558863,throne,115225.456161835,115225.880144874
87,immediate,8,cafe,drum,,1,115226.078755601,drum,115227.968062076,115228.407978308
87,immediate,8,circus,spray,T,1,115228.661898219,spray,115229.432012419,115229.911940326
87,immediate,8,garbage,spot,,1,115230.261781767,spot,115231.119877463,115231.399857469
87,immediate,8,mattress,cloud,,1,115231.578349016,cloud,115235.039633162,115235.407612472
87,immediate,8,corner,wolf,,1,115235.794706724,wolf,115236.679573662,115236.975520366
87,immediate,8,drug,lieutenant,,1,115237.127942461,,NaN,NaN
87,immediate,8,corpse,nail,S,1,115245.160690839,nail,115246.654933144,115246.990906918
