sub_num,list,practice,target,study_order,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score
11,0,C,plug,1,NaN,NaN,NaN,NaN,,NaN
11,0,C,envelope,2,NaN,NaN,NaN,NaN,,NaN
11,0,C,spring,3,NaN,NaN,NaN,NaN,,NaN
11,0,C,spark,4,NaN,NaN,NaN,NaN,,NaN
11,0,C,medicine,5,NaN,NaN,NaN,NaN,,NaN
11,0,C,telephone,6,NaN,NaN,NaN,NaN,,NaN
11,0,C,cord,7,NaN,NaN,NaN,NaN,,NaN
11,0,C,sweat,8,NaN,NaN,NaN,NaN,,NaN
11,0,C,lion,9,NaN,NaN,NaN,NaN,,NaN
11,0,C,body,10,NaN,NaN,NaN,NaN,,NaN
11,0,C,honeymoon,11,NaN,NaN,NaN,NaN,,NaN
11,0,C,closet,12,NaN,NaN,NaN,NaN,,NaN
11,0,C,boot,13,NaN,NaN,NaN,NaN,,NaN
11,0,C,partner,14,NaN,NaN,NaN,NaN,,NaN
11,0,C,gravy,15,NaN,NaN,NaN,NaN,,NaN
11,1,S,rabbi,16,1,2852717.60416144,NaN,NaN,,NaN
11,1,S,doll,17,2,2852721.62057285,NaN,NaN,,NaN
11,1,S,mule,18,3,2852725.63697219,NaN,NaN,,NaN
11,1,S,sheep,19,4,2852729.6533845,NaN,NaN,,NaN
11,1,S,arrow,20,5,2852733.66978837,NaN,NaN,,NaN
11,1,S,furniture,21,6,2852737.68619464,NaN,NaN,,NaN
11,1,S,hammer,22,7,2852741.70260605,NaN,NaN,,NaN
11,1,S,cape,23,8,2852745.71902833,NaN,NaN,,NaN
11,1,S,steel,24,9,2852749.73541439,NaN,NaN,,NaN
11,1,S,lobster,25,10,2852753.75182429,NaN,NaN,,NaN
11,1,S,emperor,26,11,2852757.76824717,NaN,NaN,,NaN
11,1,S,lieutenant,27,12,2852761.78463473,NaN,NaN,,NaN
11,1,S,sun,28,13,2852765.8010392,NaN,NaN,,NaN
11,1,S,bourbon,29,14,2852769.81744487,NaN,NaN,,NaN
11,1,S,store,30,15,2852773.83385326,NaN,NaN,,NaN
11,2,T,cellar,31,1,2852987.32002038,2852988.29650772,2852988.86445811,herd,NaN
11,2,T,orchestra,32,2,2852989.15322799,2852989.72841848,2852992.27228542,chicken,NaN
11,2,T,bomb,33,3,2852992.61967123,2852993.13624428,2852994.04018003,peach,NaN
11,2,T,record,34,4,2852994.73588738,2852996.09608568,2852997.11201987,mayor,NaN
11,2,T,seed,35,5,2852997.41936933,2852998.99996016,2853000.24785364,bomb,NaN
11,2,T,clock,36,6,2853001.2691263,2853014.03114968,2853015.23905813,clock,NaN
11,2,T,mayor,37,7,2853015.61820637,2853025.31054662,2853025.84650336,soil,NaN
11,2,T,bishop,38,8,2853026.16751833,2853026.55045777,2853027.56641399,seed,NaN
11,2,T,soil,39,9,2853028.03404077,2853031.35021774,2853031.99816477,spike,NaN
11,2,T,spike,40,10,2853032.25043775,2853065.15645987,2853066.46836238,forest,NaN
11,2,T,chicken,41,11,2853066.88154566,NaN,2853077.38267472,,NaN
11,2,T,forest,42,12,0,0,0,,NaN
11,2,T,stove,43,13,0,0,0,,NaN
11,2,T,peach,44,14,0,0,0,,NaN
11,2,T,herd,45,15,0,0,0,,NaN
11,3,S,needle,46,1,2853285.88396496,NaN,NaN,,NaN
11,3,S,officer,47,2,2853289.90037667,NaN,NaN,,NaN
11,3,S,jelly,48,3,2853293.9167736,NaN,NaN,,NaN
11,3,S,animal,49,4,2853297.93318682,NaN,NaN,,NaN
11,3,S,colonel,50,5,2853301.94959098,NaN,NaN,,NaN
11,3,S,hat,51,6,2853305.96601447,NaN,NaN,,NaN
11,3,S,instrument,52,7,2853309.98239539,NaN,NaN,,NaN
11,3,S,alley,53,8,2853313.99880952,NaN,NaN,,NaN
11,3,S,net,54,9,2853318.01524145,NaN,NaN,,NaN
11,3,S,knife,55,10,2853322.03161392,NaN,NaN,,NaN
11,3,S,eye,56,11,2853326.04803016,NaN,NaN,,NaN
