subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
20,immediate,1,ship,vault,T,1,588899.761271254,wreck,588906.07459796,588906.658618578
20,immediate,1,maiden,cafe,S,1,588906.893688919,cafe,588908.186508333,588908.538492188
20,immediate,1,lock,spring,,1,588908.726861719,,NA,NA
20,immediate,1,blanket,chin,,1,588916.759485517,,NA,NA
20,immediate,1,mule,wallet,,1,588924.792121389,maiden,588929.225498722,588929.785493095
20,immediate,1,wolf,colonel,S,1,588930.124980116,maiden,588934.585288684,588935.097271319
20,immediate,1,chapel,mechanic,,1,588935.291169509,mechanic,588940.76896296,588941.696918035
20,immediate,1,glove,pepper,,1,588941.85725881,,NA,NA
20,immediate,1,siren,plate,T,1,588949.889876571,maiden,588957.536192403,588958.000140661
20,immediate,1,instrument,envelope,,1,588958.205786196,envelope,588960.200067976,588962.17602181
20,immediate,2,wheel,mountain,,1,589127.940589854,,NA,NA
20,immediate,2,frog,rope,T,1,589135.972859282,rope,589137.343807379,589137.623749026
20,immediate,2,bell,ant,,1,589137.722669646,ant,589139.343739162,589139.51964627
20,immediate,2,tongue,judge,S,1,589139.655827384,judge,589140.943626753,589141.455575883
20,immediate,2,pocket,fork,,1,589141.638982722,,NA,NA
20,immediate,2,reed,leopard,,1,589149.671562148,leopard,589152.135056124,589152.9510148
20,immediate,2,child,army,,1,589153.15455162,smile,589154.359073977,589154.686936807
20,immediate,2,ferry,smile,S,1,589154.871065064,smile,589155.614927802,589155.990918281
20,immediate,2,moon,neck,T,1,589156.154278749,neck,589157.238839223,589157.486884225
20,immediate,2,salad,metal,,1,589157.704133122,metal,589160.670700068,589161.062638416
20,immediate,3,thumb,fruit,,1,589329.537988704,fruit,589332.950633263,589333.358581662
20,immediate,3,trail,soil,S,1,589333.504021076,soil,589335.094538381,589335.470472112
20,immediate,3,artist,audience,,1,589335.703744342,audience,589336.950443099,589337.822386844
20,immediate,3,bubble,magazine,,1,589337.986871397,magazine,589339.014331772,589339.85427715
20,immediate,3,salt,partner,T,1,589340.069996882,partner,589341.03022712,589341.71820289
20,immediate,3,apple,swamp,,1,589341.903182662,,NA,NA
20,immediate,3,river,sugar,S,1,589349.935708962,sugar,589352.437747497,589352.81362599
20,immediate,3,drug,forehead,,1,589353.018745402,forehead,589354.341621392,589355.653538466
20,immediate,3,spice,test,T,1,589355.985126108,,NA,NA
20,immediate,3,milk,hound,,1,589364.017672331,hound,589365.997073276,589366.493037409
20,immediate,4,spoon,monk,,1,589848.93760759,monk,589851.590326537,589851.966309469
20,immediate,4,pipe,lemon,,1,589852.253631314,lemon,589855.582189604,589856.022208512
20,immediate,4,aspirin,tide,T,1,589856.286559677,tide,589857.262074624,589857.558053487
20,immediate,4,lane,mouse,,1,589857.836411032,pony,589859.718010311,589860.32595394
20,immediate,4,sun,tomb,S,1,589860.552814603,,NA,NA
20,immediate,4,storm,wine,,1,589868.585383766,,NA,NA
20,immediate,4,shower,toe,T,1,589876.617929083,toe,589877.861129113,589878.053141052
20,immediate,4,herd,pony,,1,589878.201112071,pony,589881.588950409,589881.940917058
20,immediate,4,truck,cage,S,1,589882.10073322,cage,589884.188806608,589884.572801508
