subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
4,delay,1,pen,passage,,1,496647.266542066,,NA,NA
4,delay,1,carpet,ground,T,1,496655.298925317,floor,496659.214617785,496660.734478466
4,delay,1,seat,strawberry,,1,496660.998470862,candy,496665.678183495,496667.310075406
4,delay,1,table,cigarette,,1,496667.66460719,,NA,NA
4,delay,1,tobacco,jacket,S,1,496675.697299831,jacket,496683.373041717,496684.372981952
4,delay,1,orange,gate,,1,496684.746583286,,NA,NA
4,delay,1,tank,wheat,,1,496692.77927653,cup,496697.460156693,496697.956075169
4,delay,1,palm,hardware,S,1,496698.37882624,tabacoo,496701.347932585,496704.803593927
4,delay,1,squirrel,hat,,1,496705.711564943,,NA,NA
4,delay,1,machine,surf,T,1,496713.744272374,,NA,NA
4,delay,2,ski,spike,,1,496731.793164035,,NA,NA
4,delay,2,marble,chart,S,1,496739.825534308,chart,496741.849262506,496742.505193213
4,delay,2,goat,anchor,,1,496742.87529226,,NA,NA
4,delay,2,tower,glove,T,1,496751.907925438,f,496754.648434732,496754.648434732
4,delay,2,carriage,nail,,1,496760.940523903,,NA,NA
4,delay,2,medal,witch,T,1,496768.973218053,chart,496771.455335653,496772.079278522
4,delay,2,drug,armor,,1,496772.389612608,,NA,NA
4,delay,2,aspirin,necklace,,1,496780.422309777,,NA,NA
4,delay,2,turkey,cannon,S,1,496788.455005436,camera,496790.270079668,496791.694005816
4,delay,2,elephant,flood,,1,496793.354615998,,NA,NA
4,delay,3,tent,purse,,1,496811.403478683,purse,496816.476445361,496823.915960504
4,delay,3,bow,mansion,S,1,496824.235495074,,NA,NA
4,delay,3,pump,cow,T,1,496832.268193148,cow,496839.202974484,496839.786954516
4,delay,3,corpse,medicine,,1,496840.150901696,,NA,NA
4,delay,3,club,cane,,1,496848.183597054,,NA,NA
4,delay,3,scissors,juice,,1,496856.216291808,,NA,NA
4,delay,3,bourbon,aunt,,1,496864.248985052,hat,496871.224896151,496871.408883186
4,delay,3,shark,guard,T,1,496872.015026662,,NA,NA
4,delay,3,skin,physician,S,1,496880.047751902,physician,496882.808153269,496885.079977893
4,delay,3,tape,neck,,1,496885.463972595,,NA,NA
4,delay,4,forehead,alcohol,,1,496903.512866973,cake,496907.638562647,496909.598422326
