sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,grass,ticket,1,3720129.72755646,NaN,NaN,NaN,NaN,,NaN,23,3720339.6786304,3720340.82896101,3720342.72481239,lemon,0
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,brain,thread,2,3720133.7439065,NaN,NaN,NaN,NaN,,NaN,20,3720330.21261755,NaN,3720334.34530803,,0
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,iron,toast,3,3720137.76030454,NaN,NaN,NaN,NaN,,NaN,24,3720343.29501249,3720347.30856534,3720348.10852175,toast,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,tent,fort,4,3720141.77666212,NaN,NaN,NaN,NaN,,NaN,13,3720312.63060926,3720313.52654757,3720313.90250073,fort,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,castle,factory,5,3720145.79300009,NaN,NaN,NaN,NaN,,NaN,7,3720288.68239018,3720290.75991999,3720291.83981807,factory,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,muscle,globe,6,3720149.80941775,NaN,NaN,NaN,NaN,,NaN,2,3720274.36678793,3720275.65674391,3720276.32875455,globe,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,lemon,carpet,7,3720153.82573247,NaN,NaN,NaN,NaN,,NaN,5,3720281.44959067,3720282.30438539,3720283.07233838,grass,0
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,camera,steak,8,3720157.84211994,NaN,NaN,NaN,NaN,,NaN,11,3720303.48130674,3720306.83896687,3720307.57490345,steak,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,fork,movie,9,3720161.8585047,NaN,NaN,NaN,NaN,,NaN,6,3720284.29935725,3720287.98403511,3720288.43998354,movie,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,foot,cream,10,3720165.87483149,NaN,NaN,NaN,NaN,,NaN,4,3720279.64972632,3720280.57648271,3720281.14442954,cream,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,table,earth,11,3720169.89121383,NaN,NaN,NaN,NaN,,NaN,9,3720294.9985931,3720296.60756279,3720297.20751968,earth,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,whale,corner,12,3720173.90756508,NaN,NaN,NaN,NaN,,NaN,16,3720320.9633548,3720322.12602695,3720322.73400478,corner,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,nose,menu,13,3720177.92393293,NaN,NaN,NaN,NaN,,NaN,8,3720292.28212944,3720293.98371546,3720294.64760586,menu,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,bucket,trash,14,3720181.9403035,NaN,NaN,NaN,NaN,,NaN,19,3720328.2628011,3720329.22963044,3720329.85359579,trash,1
50,delay,pilot4,2015-03-04-1331m08s,3719994.65328749,1,N,C,key,bank,15,3720185.95662185,NaN,NaN,NaN,NaN,,NaN,1,3720266.80066424,3720271.04107538,3720274.05685614,door,0
