subject,group,list,cue,target,practice,test,onset
20,immediate,1,flame,colonel,,NA,588717.410484229
20,immediate,1,ship,vault,T,1,588721.910102843
20,immediate,1,farm,mechanic,,NA,588726.409719042
20,immediate,1,factory,pepper,T,NA,588730.909328299
20,immediate,1,maiden,cafe,S,1,588735.408940273
20,immediate,1,lock,spring,,1,588739.908536852
20,immediate,1,rabbi,plate,,NA,588744.408163616
20,immediate,1,blanket,chin,,1,588748.907761705
20,immediate,1,mule,wallet,,1,588753.407367038
20,immediate,1,porch,envelope,S,NA,588757.906983237
20,immediate,1,wolf,colonel,S,1,588762.406613322
20,immediate,1,automobile,vault,,NA,588766.906222277
20,immediate,1,chapel,mechanic,,1,588771.405833043
20,immediate,1,glove,pepper,,1,588775.905446224
20,immediate,1,suitcase,cafe,,NA,588780.405054274
20,immediate,1,hawk,spring,,NA,588784.904667455
20,immediate,1,siren,plate,T,1,588789.404227812
20,immediate,1,pier,chin,T,NA,588793.903908004
20,immediate,1,elbow,wallet,S,NA,588798.403481341
20,immediate,1,instrument,envelope,,1,588802.903114444
20,immediate,2,wheel,mountain,,1,588967.405281566
20,immediate,2,machine,leopard,,NA,588971.904887804
20,immediate,2,dirt,army,S,NA,588976.404489515
20,immediate,2,frog,rope,T,1,588980.904068587
20,immediate,2,coal,smile,,NA,588985.403674826
20,immediate,2,bell,ant,,1,588989.90321828
20,immediate,2,tongue,judge,S,1,588994.402837196
20,immediate,2,brain,neck,,NA,588998.902428644
20,immediate,2,toilet,metal,T,NA,589003.402018281
20,immediate,2,pocket,fork,,1,589007.901639008
20,immediate,2,goat,mountain,,NA,589012.401201478
20,immediate,2,reed,leopard,,1,589016.900833676
20,immediate,2,child,army,,1,589021.40039675
20,immediate,2,cake,rope,,NA,589025.900015364
20,immediate,2,ferry,smile,S,1,589030.399528935
20,immediate,2,pound,ant,S,NA,589034.899174414
20,immediate,2,sheep,judge,,NA,589039.398751071
20,immediate,2,moon,neck,T,1,589043.898368176
20,immediate,2,salad,metal,,1,589048.39791646
20,immediate,2,sword,fork,T,NA,589052.897520283
20,immediate,3,copper,swamp,S,NA,589166.303646724
20,immediate,3,spike,sugar,,NA,589170.803220664
20,immediate,3,thumb,fruit,,1,589175.302795209
20,immediate,3,trail,soil,S,1,589179.802355264
20,immediate,3,janitor,forehead,,NA,589184.30193826
20,immediate,3,artist,audience,,1,589188.801497712
20,immediate,3,bubble,magazine,,1,589193.301071955
20,immediate,3,pearl,test,,NA,589197.800644688
20,immediate,3,salt,partner,T,1,589202.300222553
20,immediate,3,hand,hound,T,NA,589206.799785325
20,immediate,3,apple,swamp,,1,589211.299361379
20,immediate,3,river,sugar,S,1,589215.798931094
20,immediate,3,nose,fruit,T,NA,589220.298502016
20,immediate,3,duck,soil,,NA,589224.798105236
20,immediate,3,drug,forehead,,1,589229.297636918
20,immediate,3,collar,audience,,NA,589233.797231686
20,immediate,3,thunder,magazine,S,NA,589238.29676699
20,immediate,3,spice,test,T,1,589242.796343647
20,immediate,3,camel,partner,,NA,589247.295935397
20,immediate,3,milk,hound,,1,589251.795479455
20,immediate,4,spoon,monk,,1,589683.786936837
20,immediate,4,pipe,lemon,,1,589688.286506552
20,immediate,4,package,wine,,NA,589692.786059363
20,immediate,4,aspirin,tide,T,1,589697.285615193
20,immediate,4,rocket,toe,,NA,589701.785181889
20,immediate,4,lane,mouse,,1,589706.284748284
20,immediate,4,path,pony,S,NA,589710.784312867
20,immediate,4,sun,tomb,S,1,589715.283872621
20,immediate,4,coffin,cage,,NA,589719.783436903
20,immediate,4,dough,ball,T,NA,589724.283002995
20,immediate,4,crane,monk,S,NA,589728.78256124
20,immediate,4,snow,lemon,T,NA,589733.282125521
20,immediate,4,storm,wine,,1,589737.781693727
20,immediate,4,rice,tide,,NA,589742.281254084
20,immediate,4,shower,toe,T,1,589746.780817159
20,immediate,4,record,mouse,,NA,589751.280385062
20,immediate,4,herd,pony,,1,589755.779949344
20,immediate,4,snake,tomb,,NA,589760.279510607
20,immediate,4,truck,cage,S,1,589764.779077001
20,immediate,4,jacket,ball,,1,589769.278639774
20,immediate,5,chest,pudding,,NA,589891.333500759
20,immediate,5,crowd,bite,S,NA,589895.833071983
20,immediate,5,turtle,date,,1,589900.332628416
20,immediate,5,scout,cellar,,NA,589904.832191792
20,immediate,5,bedroom,tail,,NA,589909.331756979
20,immediate,5,shop,wreck,T,NA,589913.831319148
20,immediate,5,grass,jury,,1,589918.330868035
20,immediate,5,jewel,boss,,1,589922.830432317
20,immediate,5,spot,puppy,T,1,589927.330003842
20,immediate,5,stove,flesh,S,1,589931.829570841
20,immediate,5,owl,pudding,S,1,589936.329121237
20,immediate,5,circus,bite,,1,589940.828692461
20,immediate,5,cookie,date,T,NA,589945.328260667
20,immediate,5,detective,cellar,,1,589949.827822835
20,immediate,5,bolt,tail,T,1,589954.327383797
20,immediate,5,aisle,wreck,,1,589958.826948682
20,immediate,5,garbage,jury,S,NA,589963.326510247
20,immediate,5,feast,boss,,NA,589967.82607815
20,immediate,5,basket,puppy,,NA,589972.325638206
20,immediate,5,forest,flesh,,NA,589976.825203695
20,immediate,6,fort,ambulance,T,1,590089.380948644
20,immediate,6,officer,gorilla,S,NA,590093.880549751
20,immediate,6,garden,jail,T,NA,590098.380079018
20,immediate,6,dial,gentleman,,NA,590102.879651751
