subject,group,list,cue,target,practice,test,onset
28,immediate,1,camel,child,T,1,942604.000092364
28,immediate,1,fireplace,college,T,NaN,942608.49973136
28,immediate,1,test,building,,NaN,942612.999368544
28,immediate,1,furniture,jail,S,NaN,942617.498947473
28,immediate,1,coal,butcher,,1,942621.998639894
28,immediate,1,barrel,spring,,NaN,942626.498261081
28,immediate,1,cow,cape,S,1,942630.997910943
28,immediate,1,coast,bee,,1,942635.497536356
28,immediate,1,trail,blade,,NaN,942639.997186217
28,immediate,1,desk,basket,,1,942644.496768768
28,immediate,1,cave,child,,NaN,942648.996484432
28,immediate,1,breakfast,college,,1,942653.496097771
28,immediate,1,siren,building,T,1,942657.995734955
28,immediate,1,liquor,jail,,1,942662.495375762
28,immediate,1,vodka,butcher,,NaN,942666.995011437
28,immediate,1,bracelet,spring,,1,942671.494648621
28,immediate,1,bank,cape,,NaN,942675.994287919
28,immediate,1,pound,bee,T,NaN,942680.493925103
28,immediate,1,pipe,blade,S,1,942684.993574663
28,immediate,1,turkey,basket,S,NaN,942689.493201585
28,immediate,2,dummy,stove,S,1,942815.533101638
28,immediate,2,flesh,mail,T,1,942820.032735503
28,immediate,2,record,ambulance,,NaN,942824.532391703
28,immediate,2,candle,doll,T,NaN,942829.032024662
28,immediate,2,wind,salmon,S,NaN,942833.531668487
28,immediate,2,briefcase,blood,,NaN,942838.031292692
28,immediate,2,stake,belly,,1,942842.530951307
28,immediate,2,monkey,frog,,1,942847.030581247
28,immediate,2,candy,toilet,,1,942851.530234128
28,immediate,2,vest,ferry,,NaN,942856.029850485
28,immediate,2,boat,stove,,NaN,942860.529518457
28,immediate,2,whistle,mail,,NaN,942865.029148699
28,immediate,2,page,ambulance,S,1,942869.528793128
28,immediate,2,priest,doll,,1,942874.028457478
28,immediate,2,sheep,salmon,,1,942878.528058442
28,immediate,2,pump,blood,,1,942883.027709209
28,immediate,2,hand,belly,S,NaN,942887.527358467
28,immediate,2,glove,frog,T,NaN,942892.026988709
28,immediate,2,babe,toilet,,NaN,942896.526638873
28,immediate,2,cloud,ferry,T,1,942901.026267304
28,immediate,3,aspirin,mouse,,NaN,943019.750114248
28,immediate,3,dove,tomb,,NaN,943024.249758676
28,immediate,3,dress,artist,,1,943028.749402803
28,immediate,3,gorilla,market,S,1,943033.249042101
28,immediate,3,ditch,hair,,1,943037.748681398
28,immediate,3,chicken,ambassador,,1,943042.248319488
28,immediate,3,medal,port,,NaN,943046.747986253
28,immediate,3,rabbi,lightning,T,1,943051.247595064
28,immediate,3,weed,club,S,NaN,943055.747248548
28,immediate,3,dame,stain,T,NaN,943060.246880903
28,immediate,3,cream,mouse,,1,943064.746530161
28,immediate,3,kiss,tomb,S,1,943069.246172175
28,immediate,3,bread,artist,,NaN,943073.745794569
28,immediate,3,banner,market,,NaN,943078.24545409
28,immediate,3,barn,hair,T,NaN,943082.745088256
