sub_num,list,practice,target,study_order,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score
32,0,C,chapel,1,NaN,NaN,NaN,NaN,,NaN
32,0,C,smile,2,NaN,NaN,NaN,NaN,,NaN
32,0,C,drill,3,NaN,NaN,NaN,NaN,,NaN
32,0,C,badge,4,NaN,NaN,NaN,NaN,,NaN
32,0,C,breast,5,NaN,NaN,NaN,NaN,,NaN
32,0,C,briefcase,6,NaN,NaN,NaN,NaN,,NaN
32,0,C,coast,7,NaN,NaN,NaN,NaN,,NaN
32,0,C,moose,8,NaN,NaN,NaN,NaN,,NaN
32,0,C,hook,9,NaN,NaN,NaN,NaN,,NaN
32,0,C,beast,10,NaN,NaN,NaN,NaN,,NaN
32,0,C,hotel,11,NaN,NaN,NaN,NaN,,NaN
32,0,C,powder,12,NaN,NaN,NaN,NaN,,NaN
32,0,C,crab,13,NaN,NaN,NaN,NaN,,NaN
32,0,C,castle,14,NaN,NaN,NaN,NaN,,NaN
32,0,C,camera,15,NaN,NaN,NaN,NaN,,NaN
32,1,T,lawyer,16,1,3380095.38085398,3380096.60911384,3380097.03307396,horn,NaN
32,1,T,husband,17,2,3380097.49742479,3380098.06502655,3380099.40893599,magezine,NaN
32,1,T,gravy,18,3,3380101.84714237,3380102.75276726,3380103.41670493,anchor,NaN
32,1,T,ceiling,19,4,3380103.96367395,3380104.06467943,3380104.57667316,seal,NaN
32,1,T,ball,20,5,3380104.88027006,3380105.52862036,3380107.88050218,physician,NaN
32,1,T,detective,21,6,3380108.69669439,3380109.05643056,3380110.08838014,lawyer,NaN
32,1,T,gown,22,7,3380112.19650135,3380113.68019212,3380114.83210285,husband,NaN
32,1,T,ribbon,23,8,3380115.67957364,3380116.20806812,3380116.93601905,sting,NaN
32,1,T,boot,24,9,3380117.94610103,3380118.16794876,3380119.15989307,ribbon,NaN
32,1,T,physician,25,10,3380119.86263888,3380128.51943546,3380128.90338458,gown,NaN
32,1,T,sting,26,11,3380129.71201251,NaN,3380185.41357598,,NaN
32,1,T,horn,27,12,0,0,0,,NaN
32,1,T,magazine,28,13,0,0,0,,NaN
32,1,T,anchor,29,14,0,0,0,,NaN
32,1,T,seal,30,15,0,0,0,,NaN
32,2,S,toad,31,1,3380396.0779797,NaN,NaN,,NaN
32,2,S,queen,32,2,3380400.09439172,NaN,NaN,,NaN
32,2,S,smoke,33,3,3380404.1108155,NaN,NaN,,NaN
32,2,S,root,34,4,3380408.12722903,NaN,NaN,,NaN
32,2,S,pillow,35,5,3380412.14360663,NaN,NaN,,NaN
32,2,S,deer,36,6,3380416.16001955,NaN,NaN,,NaN
32,2,S,mountain,37,7,3380420.17640047,NaN,NaN,,NaN
32,2,S,cell,38,8,3380424.19281007,NaN,NaN,,NaN
32,2,S,pier,39,9,3380428.20923355,NaN,NaN,,NaN
32,2,S,wheel,40,10,3380432.22562112,NaN,NaN,,NaN
32,2,S,monk,41,11,3380436.24204521,NaN,NaN,,NaN
32,2,S,salad,42,12,3380440.25846778,NaN,NaN,,NaN
32,2,S,chain,43,13,3380444.2748484,NaN,NaN,,NaN
32,2,S,ridge,44,14,3380448.29125921,NaN,NaN,,NaN
32,2,S,gentleman,45,15,3380452.3076679,NaN,NaN,,NaN
32,3,T,king,46,1,3380665.09380191,3380665.5950345,3380665.98699795,king,NaN
32,3,T,meal,47,2,3380666.52703687,3380666.89895981,3380668.77883957,bishop,NaN
32,3,T,knight,48,3,3380669.57685548,3380669.77880154,3380673.68258305,ambassador,NaN
32,3,T,hound,49,4,3380674.62651893,3380675.95446279,3380676.61841616,beef,NaN
32,3,T,bishop,50,5,3380677.45966678,3380678.01034127,3380678.40230774,cat,NaN
32,3,T,beef,51,6,3380680.1094756,3380684.62606284,3380685.28997697,hound,NaN
32,3,T,earth,52,7,3380686.20909108,3380702.38507742,3380702.84905216,axe,NaN
32,3,T,axe,53,8,3380703.32463139,NaN,3380755.12607597,,NaN
32,3,T,collar,54,9,0,0,0,,NaN
32,3,T,mole,55,10,0,0,0,,NaN
32,3,T,ambassador,56,11,0,0,0,,NaN
32,3,T,ankle,57,12,0,0,0,,NaN
32,3,T,movie,58,13,0,0,0,,NaN
32,3,T,lunch,59,14,0,0,0,,NaN
32,3,T,cat,60,15,0,0,0,,NaN
32,4,S,basket,61,1,3380962.92439342,NaN,NaN,,NaN
32,4,S,scale,62,2,3380966.94077011,NaN,NaN,,NaN
32,4,S,boat,63,3,3380970.95721805,NaN,NaN,,NaN
32,4,S,dice,64,4,3380974.97363187,NaN,NaN,,NaN
32,4,S,barn,65,5,3380978.99002487,NaN,NaN,,NaN
32,4,S,hammer,66,6,3380983.00643568,NaN,NaN,,NaN
32,4,S,plane,67,7,3380987.02285342,NaN,NaN,,NaN
32,4,S,squirrel,68,8,3380991.03924189,NaN,NaN,,NaN
32,4,S,jelly,69,9,3380995.05564757,NaN,NaN,,NaN
32,4,S,belly,70,10,3380999.07205324,NaN,NaN,,NaN
32,4,S,giant,71,11,3381003.08845107,NaN,NaN,,NaN
32,4,S,statue,72,12,3381007.1048655,NaN,NaN,,NaN
32,4,S,satellite,73,13,3381011.12126876,NaN,NaN,,NaN
32,4,S,light,74,14,3381015.13767262,NaN,NaN,,NaN
32,4,S,siren,75,15,3381019.15407286,NaN,NaN,,NaN
