subject,group,list,cue,target,practice,test,onset
50,immediate,1,page,candle,,1,2325762.51863248
50,immediate,1,table,rice,,1,2325767.01831766
50,immediate,1,uniform,tree,S,1,2325771.51799076
50,immediate,1,island,note,,1,2325776.01764847
50,immediate,1,potato,instrument,T,NaN,2325780.51732007
50,immediate,1,policeman,wood,,NaN,2325785.01701188
50,immediate,1,sword,ship,,NaN,2325789.51668046
50,immediate,1,rabbit,neck,,NaN,2325794.01636685
50,immediate,1,body,furniture,S,NaN,2325798.51602637
50,immediate,1,chair,package,T,1,2325803.01568045
50,immediate,1,seat,candle,S,NaN,2325807.51536835
50,immediate,1,ski,rice,T,NaN,2325812.01502938
50,immediate,1,statue,tree,,NaN,2325816.51470158
50,immediate,1,collar,note,,NaN,2325821.01438706
50,immediate,1,trail,instrument,,1,2325825.5140837
50,immediate,1,city,wood,T,1,2325830.01372059
50,immediate,1,avenue,ship,S,1,2325834.51340154
50,immediate,1,shark,neck,,1,2325839.01311418
50,immediate,1,meat,furniture,,1,2325843.51273628
50,immediate,1,cigar,package,,NaN,2325848.01240998
50,immediate,2,spot,janitor,,NaN,2325973.51999379
50,immediate,2,bus,monk,S,1,2325978.01962555
50,immediate,2,cake,skin,,1,2325982.51935087
50,immediate,2,pencil,chin,,NaN,2325987.01894308
50,immediate,2,badge,photograph,T,1,2325991.51868078
50,immediate,2,toothbrush,goat,T,NaN,2325996.01836143
50,immediate,2,tongue,net,,1,2326000.51802759
50,immediate,2,morphine,cigarette,,1,2326005.01768862
50,immediate,2,cup,beast,S,NaN,2326009.51736595
50,immediate,2,chocolate,hound,,NaN,2326014.01703845
50,immediate,2,building,janitor,T,1,2326018.51672906
50,immediate,2,blade,monk,,NaN,2326023.01641242
50,immediate,2,doll,skin,,NaN,2326027.51609307
50,immediate,2,nest,chin,,1,2326032.01574716
50,immediate,2,soldier,photograph,,NaN,2326036.51544622
50,immediate,2,mattress,goat,,1,2326041.0150988
50,immediate,2,spice,net,T,NaN,2326045.51477342
50,immediate,2,land,cigarette,S,NaN,2326050.01445074
50,immediate,2,path,beast,,1,2326054.51411721
50,immediate,2,officer,hound,S,1,2326059.01381054
50,immediate,3,plane,shed,S,NaN,2326177.67184841
50,immediate,3,deck,stake,,1,2326182.17152725
50,immediate,3,brandy,needle,S,1,2326186.67119884
50,immediate,3,pound,gold,T,1,2326191.17089791
50,immediate,3,jacket,station,T,NaN,2326195.67054656
50,immediate,3,barrel,boss,,NaN,2326200.17025407
50,immediate,3,flag,bone,,1,2326204.66995917
50,immediate,3,choir,lane,,1,2326209.1696036
50,immediate,3,clown,saddle,,NaN,2326213.66927127
50,immediate,3,book,plug,,NaN,2326218.16895192
50,immediate,3,college,shed,,1,2326222.66861446
50,immediate,3,swamp,stake,S,NaN,2326227.16827972
50,immediate,3,cage,needle,,NaN,2326231.66796821
50,immediate,3,sack,gold,,NaN,2326236.16763589
50,immediate,3,arrow,station,,1,2326240.66736604
50,immediate,3,hall,boss,,1,2326245.16698964
50,immediate,3,fence,bone,T,NaN,2326249.6666718
50,immediate,3,ferry,lane,,NaN,2326254.16633736
50,immediate,3,garden,saddle,S,1,2326258.66598963
50,immediate,3,pond,plug,T,1,2326263.16566425
50,immediate,4,pillow,apple,,NaN,2326686.13510715
50,immediate,4,boat,milk,S,1,2326690.63476968
50,immediate,4,bowl,bite,T,1,2326695.13443615
50,immediate,4,iron,ridge,T,NaN,2326699.63410774
50,immediate,4,flame,novel,,1,2326704.13378658
50,immediate,4,newspaper,paper,,1,2326708.63345878
50,immediate,4,pudding,train,,1,2326713.13310049
50,immediate,4,colonel,paint,S,NaN,2326717.6328077
50,immediate,4,channel,president,,NaN,2326722.13247417
50,immediate,4,vest,tobacco,,NaN,2326726.6321515
50,immediate,4,moose,apple,,1,2326731.13181947
50,immediate,4,muscle,milk,,NaN,2326735.63153543
50,immediate,4,ribbon,bite,,NaN,2326740.13117383
50,immediate,4,bean,ridge,,1,2326744.63084482
50,immediate,4,bush,novel,,NaN,2326749.13052396
50,immediate,4,sand,paper,S,NaN,2326753.63019344
50,immediate,4,barn,train,T,NaN,2326758.12986352
50,immediate,4,court,paint,,1,2326762.6295487
50,immediate,4,apartment,president,T,1,2326767.12922875
50,immediate,4,leather,tobacco,S,1,2326771.62889431
50,immediate,5,siren,pier,,1,2326883.9707532
50,immediate,5,banner,hardware,,NaN,2326888.47042932
50,immediate,5,lung,cherry,T,NaN,2326892.97010454
50,immediate,5,flesh,jeep,,NaN,2326897.46977644
50,immediate,5,witch,knight,,NaN,2326901.96944381
50,immediate,5,drain,golf,,1,2326906.46915072
50,immediate,5,stomach,gravy,T,1,2326910.96880148
50,immediate,5,pump,queen,S,NaN,2326915.46847791
50,immediate,5,briefcase,palm,,1,2326919.96814316
50,immediate,5,marble,automobile,S,1,2326924.46781536
50,immediate,5,thunder,pier,,NaN,2326928.9674939
50,immediate,5,knife,hardware,,1,2326933.46716459
50,immediate,5,thumb,cherry,,1,2326937.96684222
50,immediate,5,tiger,jeep,T,1,2326942.4665117
50,immediate,5,bourbon,knight,S,1,2326946.96619265
50,immediate,5,smile,golf,T,NaN,2326951.46585972
50,immediate,5,toast,gravy,,NaN,2326955.9655129
50,immediate,5,frog,queen,,1,2326960.46521498
50,immediate,5,menu,palm,S,NaN,2326964.9648902
