subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
39,delay,1,hammer,package,T,1,1880695.79670435,jacket,1880703.17061719,1880703.83455127,1
39,delay,1,ski,physician,T,NaN,1880704.36234651,physican,1880706.11445322,1880707.6102911,1
39,delay,1,pumpkin,muscle,T,NaN,1880708.24539402,,NaN,NaN,1
39,delay,1,vice,alcohol,T,1,1880716.278077,alcohol,1880720.84149155,1880724.23321133,1
39,delay,2,gun,sail,T,1,1880910.87943808,bun,1880916.64483676,1880917.01276857,1
39,delay,2,monk,pearl,T,NaN,1880917.46190255,pearl,1880918.86068788,1880919.47662586,1
39,delay,2,tomato,priest,T,1,1880919.79505056,pearl,1880924.55631942,1880925.22023177,1
39,delay,2,deer,needle,T,NaN,1880927.1778074,needle,1880929.63597494,1880930.52389391,1
39,delay,3,morphine,stain,T,1,1881070.78331549,stain,1881073.25870531,1881073.94663653,1
39,delay,3,jelly,arm,T,NaN,1881074.43268654,plane,1881080.5222226,1881081.25015801,1
39,delay,3,tongue,wine,T,1,1881081.59876009,dirt,1881087.61779523,1881088.04173436,1
39,delay,3,quarter,spaghetti,T,NaN,1881088.31489101,spaghetti,1881090.59357382,1881094.12932443,1
39,delay,4,finger,pillow,T,1,1881274.78363243,pillow,1881277.9334979,1881278.9573909,1
39,delay,4,boss,scratch,T,NaN,1881280.7828256,scratch,1881282.03724625,1881283.27711382,1
39,delay,4,movie,flood,T,NaN,1881283.79925734,plane,1881285.66094764,1881286.40489584,1
39,delay,4,leopard,body,T,1,1881286.81566343,body,1881288.180805,1881288.65282987,1
39,delay,5,garden,queen,T,NaN,1881424.10498893,queen,1881426.37192037,1881427.04379444,1
39,delay,5,cheek,slave,T,1,1881427.85438448,slave,1881431.74752141,1881432.69152014,1
39,delay,5,toast,reed,T,NaN,1881433.17060663,lunch,1881439.33102846,1881441.53089335,1
39,delay,5,chain,land,T,1,1881442.5032101,,NaN,NaN,1
39,delay,6,bedroom,steak,T,1,1881949.17968245,steak,1881950.94599391,1881951.76192386,1
39,delay,6,building,seal,T,NaN,1881952.31244337,,NaN,NaN,1
39,delay,6,rock,cotton,T,NaN,1881960.34513299,,NaN,NaN,1
39,delay,6,mustard,chart,T,1,1881968.37782261,chart,1881973.52050632,1881974.22449772,1
39,delay,7,beast,cat,T,NaN,1882114.08314936,cat,1882115.34335423,1882115.86331723,1
39,delay,7,butterfly,mechanic,T,1,1882116.21599208,,NaN,NaN,1
39,delay,7,wall,ribbon,T,1,1882124.2486817,,NaN,NaN,1
39,delay,7,guard,window,T,NaN,1882132.28137162,,NaN,NaN,1
39,delay,8,ticket,butter,T,NaN,1882330.93247767,,NaN,NaN,1
39,delay,8,passenger,glove,T,1,1882338.96484402,glove,1882341.25679555,1882341.79271369,1
39,delay,8,portrait,closet,T,1,1882341.99793569,,NaN,NaN,1
39,delay,8,bullet,straw,T,NaN,1882350.03062562,,NaN,NaN,1
39,delay,9,throne,gorilla,T,NaN,1882499.93563193,gorilla,1882503.04632177,1882504.12617409,1
39,delay,9,shed,briefcase,T,1,1882504.38495487,,NaN,NaN,1
39,delay,9,robin,coast,T,NaN,1882512.41764751,,NaN,NaN,1
39,delay,9,scissors,suit,T,1,1882520.45037244,suit,1882522.8770188,1882523.30895134,1
39,delay,10,stake,chest,T,NaN,1882709.16889608,,NaN,NaN,1
39,delay,10,city,willow,T,1,1882717.20126666,,NaN,NaN,1
39,delay,10,shoe,dress,T,NaN,1882725.23395748,dress,1882728.1917764,1882729.00768493,1
39,delay,10,skull,desk,T,1,1882729.43362769,,NaN,NaN,1
39,delay,1,hammer,package,T,1,1880748.60908403,jacket,1880753.12739837,1880753.78330885,2
39,delay,1,ski,physician,T,NaN,1880754.14167254,physician,1880755.27124569,1880757.23911478,2
39,delay,1,pumpkin,muscle,T,NaN,1880758.15804572,bloom,1880761.31093958,1880762.18280622,2
39,delay,1,vice,alcohol,T,1,1880762.7076437,alcohol,1880763.74269675,1880770.35027247,2
39,delay,2,gun,sail,T,1,1880954.89257792,wire,1880962.8338682,1880963.27378661,2
39,delay,2,monk,pearl,T,NaN,1880964.02483808,pearl,1880965.20969201,1880965.88959027,2
39,delay,2,tomato,priest,T,1,1880966.22466132,priest,1880968.785445,1880969.89736968,2
39,delay,2,deer,needle,T,NaN,1880970.24100583,needle,1880971.28929048,1880972.46520683,2
39,delay,3,morphine,stain,T,1,1881118.72946364,stain,1881120.20768475,1881120.83161494,2
39,delay,3,jelly,arm,T,NaN,1881121.17894173,road,1881126.04729189,1881126.53525257,2
39,delay,3,tongue,wine,T,1,1881126.87848606,soldier,1881129.4951029,1881130.61503457,2
39,delay,3,quarter,spaghetti,T,NaN,1881131.12814513,spaghetti,1881132.34289361,1881134.26272465,2
39,delay,4,finger,pillow,T,1,1881313.11390326,pillow,1881316.538974,1881317.69090377,2
39,delay,4,boss,scratch,T,NaN,1881319.54637701,scratch,1881320.46679,1881321.54662814,2
39,delay,4,movie,flood,T,NaN,1881321.94620157,plane,1881323.17854088,1881323.85848834,2
39,delay,4,leopard,body,T,1,1881324.22933325,body,1881325.16242124,1881325.60235897,2
39,delay,5,garden,queen,T,NaN,1881474.5843015,queen,1881476.15267925,1881476.76057704,2
39,delay,5,cheek,slave,T,1,1881478.03372796,slave,1881479.03248316,1881479.65642422,2
39,delay,5,toast,reed,T,NaN,1881480.0335375,lunch,1881484.69611329,1881485.42404024,2
39,delay,5,chain,land,T,1,1881485.79973909,plane,1881492.0556442,1881492.7675786,2
39,delay,6,bedroom,steak,T,1,1881999.04235676,steak,1882000.55873688,1882002.13464834,2
39,delay,6,building,seal,T,NaN,1882002.44176146,sock,1882003.95857745,1882004.35848321,2
39,delay,6,rock,cotton,T,NaN,1882004.99156107,chart,1882006.67039443,1882007.36631091,2
39,delay,6,mustard,chart,T,1,1882008.00798255,,NaN,NaN,2
39,delay,7,beast,cat,T,NaN,1882164.36247509,cat,1882165.95609751,1882166.42800797,2
39,delay,7,butterfly,mechanic,T,1,1882166.72861637,,NaN,NaN,2
39,delay,7,wall,ribbon,T,1,1882174.7613072,,NaN,NaN,2
39,delay,7,guard,window,T,NaN,1882182.79398233,,NaN,NaN,2
39,delay,8,ticket,butter,T,NaN,1882382.11173301,,NaN,NaN,2
39,delay,8,passenger,glove,T,1,1882390.14408396,glove,1882392.55747669,1882393.18939003,2
