subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
54,delay,1,highway,train,T,1,22951.3983393547,train,22952.9706785144,22955.258547044
54,delay,1,port,radio,,1,22955.6644235358,water,22958.4184224896,22959.0023963689
54,delay,1,football,dummy,,1,22959.5308601543,starw,22962.5382198049,22963.1381393927
54,delay,1,arrow,shore,S,1,22963.4805979844,head,22966.2340312756,22966.8020045102
54,delay,1,prison,hammer,,1,22966.9470390099,boot,22970.0578337175,22970.633784485
54,delay,1,seed,cellar,T,1,22970.8467742593,straw,22975.4575540255,22976.5455181804
54,delay,1,strawberry,quarter,,1,22976.7964263647,rain,22979.0893701616,22979.6573427924
54,delay,1,sugar,brick,,1,22979.9962380721,water,22982.4891777035,22983.057164823
54,delay,1,breakfast,sponge,,1,22983.5460032497,flames,22986.9929754003,22987.8168976757
54,delay,1,hurricane,alcohol,S,1,22987.9623906821,,NaN,NaN
54,delay,2,fort,trash,S,1,23008.0114563276,port,23009.3999062461,23009.9118450773
54,delay,2,coast,shower,,1,23010.0610070424,board,23015.623589277,23016.8554898098
54,delay,2,dirt,hand,,1,23017.5772052465,path,23020.1352833097,23020.831260193
54,delay,2,dough,dove,,1,23021.1769772307,ballon,23023.9511341776,23026.0310332639
54,delay,2,reed,basement,T,1,23026.3099740441,seed,23027.8069825825,23028.3748875995
54,delay,2,rifle,key,,1,23028.4931850335,flame,23030.7668129924,23031.3267664354
54,delay,2,road,path,,1,23031.5263276092,path,23032.8307126413,23033.3266843328
54,delay,2,moose,artist,,1,23033.6261960338,dirt,23039.6543541984,23040.1503406804
54,delay,2,leopard,arm,S,1,23040.3091059301,arm,23041.8622469724,23042.3982222378
54,delay,2,nurse,mouth,T,1,23042.6422603684,mouth,23043.7421879551,23044.3820839505
54,delay,3,cross,neck,,1,23054.9585351814,bow,23058.3094690529,23058.7413464037
54,delay,3,rope,bell,T,1,23058.9412722096,tie,23061.6132992889,23061.9012327158
54,delay,3,straw,cell,S,1,23062.0910771103,string,23065.685059052,23066.5970112852
54,delay,3,child,puppy,,1,23066.8241130432,puppy,23068.8529132378,23069.8288499391
54,delay,3,cook,fuel,,1,23070.0405659161,rain,23072.7567225256,23073.3326980445
54,delay,3,snow,machine,,1,23073.6403394096,shovel,23075.5246318288,23076.6764735978
54,delay,3,soup,rain,,1,23076.890147359,port,23081.0683322824,23081.6602619615
54,delay,3,badge,purse,S,1,23081.7898403497,trail,23084.484124773,23085.3800706263
54,delay,3,worm,brandy,,1,23085.6895635252,path,23087.8199578077,23088.3639238873
54,delay,3,hound,bed,T,1,23088.6894077718,,NaN,NaN
54,delay,4,spike,mountain,,1,23110.7383502635,mountain,23113.0507083007,23114.3786232666
54,delay,4,milk,battle,,1,23114.8377345243,,NaN,NaN
54,delay,4,morgue,butterfly,T,1,23123.8705329936,butterfly,23127.3299907725,23129.5538473659
54,delay,4,picture,bush,,1,23130.1534717466,ballon,23132.6897337673,23135.2575910924
54,delay,4,mule,scissors,S,1,23135.6031306436,breifcase,23138.801457864,23140.5373302597
54,delay,4,shrimp,cloth,,1,23140.769491287,flame,23144.785146618,23145.4650516205
54,delay,4,lung,stake,,1,23145.685829971,milk,23150.3048824771,23151.4647926352
54,delay,4,poster,string,,1,23151.73545162,ballon,23153.8407270424,23156.0725475855
54,delay,4,frog,fountain,T,1,23156.3684615638,,NaN,NaN
54,delay,4,bee,anchor,S,1,23164.4013225155,,NaN,NaN
54,delay,5,shop,wind,,1,23182.4505206722,rain,23185.5270888691,23186.1191957328
54,delay,5,grass,shoulder,,1,23186.6499260926,shoulder,23194.0546905774,23195.7745741004
54,delay,5,factory,barn,T,1,23195.982670018,barn,23198.1664792696,23198.7503858368
54,delay,5,channel,toothbrush,,1,23199.0991412735,frame,23204.5421728024,23205.7900531524
54,delay,5,spaghetti,costume,S,1,23205.9320456309,lunch,23208.7179378127,23209.4938629835
54,delay,5,ankle,pudding,,1,23210.1151059983,string,23213.9577063076,23214.917630894
54,delay,5,bolt,bucket,,1,23215.2314510815,thunder,23216.5495544879,23217.9494341714
54,delay,5,cereal,college,S,1,23218.0979486732,milk,23219.4854097386,23221.7412905619
54,delay,5,hose,book,T,1,23222.0476834849,moose,23224.7891530425,23226.8850416052
54,delay,5,hair,suitcase,,1,23227.0307591862,,NaN,NaN
54,delay,6,fireplace,kiss,,1,23245.0799325914,kiss,23248.5479619394,23249.1159104225
54,delay,6,clock,banner,S,1,23249.4293185879,train,23254.7076321285,23255.4275820581
54,delay,6,stove,automobile,,1,23255.7622514699,,NaN,NaN
54,delay,6,glove,mayor,T,1,23263.795080124,grass,23266.707046544,23267.8269824074
54,delay,6,tank,ferry,,1,23267.9614564635,trunk,23270.4348583987,23271.3547812223
54,delay,6,shell,lunch,T,1,23271.7612457134,lunch,23273.0747166631,23273.8506517948
54,delay,6,tower,bracelet,,1,23274.244437777,palace,23276.4665741403,23279.8583618906
54,delay,6,morphine,salt,,1,23280.0773551139,ankle,23285.5621025986,23286.9380294597
54,delay,6,hospital,clown,,1,23287.193626848,,NaN,NaN
54,delay,6,novel,table,S,1,23295.2264413152,table,23298.3294794425,23299.3853795237
54,delay,7,cottage,brass,,1,23309.6592015706,place,23312.5607533394,23314.0326744099
54,delay,7,drill,leaf,S,1,23314.2752482773,test,23315.5366000901,23316.7205364196
54,delay,7,bench,pumpkin,,1,23316.9083795638,path,23318.9284267788,23321.0882955838
54,delay,7,stick,spot,T,1,23321.4414296232,string,23322.9042246302,23323.760180191
54,delay,7,instrument,candy,,1,23324.041297595,guiter,23326.3040692994,23327.1760276179
54,delay,7,vice,racket,S,1,23327.3243954217,water,23330.3918985285,23331.6237891002
54,delay,7,leather,plane,T,1,23331.9241369193,pocket,23333.1357318554,23334.0716495886
54,delay,7,dice,physician,,1,23334.4573149621,f,23340.7673798624,23340.7673798624
54,delay,7,wine,alley,,1,23344.4900165382,,NaN,NaN
54,delay,7,policeman,soldier,,1,23353.5227836153,,NaN,NaN
54,delay,8,crowd,thumb,S,1,23371.571967887,wine,23375.981609627,23376.3575751246
54,delay,8,pencil,mail,,1,23376.6546596682,ballon,23380.0293691775,23381.1333388068
54,delay,8,rash,bean,T,1,23381.471028205,stain,23382.797262181,23383.5732229698
54,delay,8,medal,iron,,1,23383.8875390931,iro,23385.7491177746,23386.1650886572
54,delay,8,package,chicken,,1,23386.5373408244,drill,23391.8527816322,23392.6927609979
54,delay,8,palace,orchestra,,1,23392.9369711817,,NaN,NaN
54,delay,8,ditch,drum,T,1,23400.9697986283,path,23403.7962141658,23404.2761501982
54,delay,8,lock,pork,,1,23404.6195378772,key,23405.9961043536,23406.4680429312
54,delay,8,potato,orange,,1,23406.6194126104,lunch,23408.6999579526,23409.4039090485
54,delay,8,music,sign,S,1,23409.7192212692,flames,23411.2518366678,23412.107777438
54,delay,9,shed,bomb,,1,23422.2021250682,path,23424.1392061224,23424.6431601764
54,delay,9,audience,tide,,1,23424.9516476206,crowd,23426.1951001666,23427.3550308503
54,delay,9,pier,stain,S,1,23427.5181064852,stain,23430.5948708831,23434.186662316
54,delay,9,mirror,corpse,T,1,23434.4843620253,corpse,23435.6025993917,23436.6425727808
54,delay,9,skin,board,,1,23436.8842130332,leoperd,23441.2503388995,23442.7302580285
54,delay,9,army,sheep,T,1,23443.3004462215,sheep,23446.3701190095,23447.1060569061
54,delay,9,seat,mole,S,1,23447.4001848515,,NaN,NaN
54,delay,9,sail,eye,,1,23455.4330590846,eyes,23457.4975461291,23458.1374557076
54,delay,9,tooth,scout,,1,23458.3161984455,scout,23463.4892293194,23464.1851573034
54,delay,9,forest,dame,,1,23464.4324804425,,NaN,NaN
54,delay,10,portrait,balloon,S,1,23482.4816921824,ballon,23484.0482053796,23485.424185064
54,delay,10,camera,sword,T,1,23485.8144825923,flames,23489.0959721745,23490.8718644438
54,delay,10,butcher,squirrel,,1,23491.1641453831,squrrils,23498.1114913721,23500.0393769381
54,delay,10,snake,horn,,1,23500.34689364,horns,23502.4472670558,23503.7672029796
54,delay,10,shepherd,golf,,1,23504.4966393786,golf,23512.3827914815,23512.8387611084
54,delay,10,hook,jewel,S,1,23513.0460809755,jewel,23515.1426960856,23516.3266115875
54,delay,10,guitar,thunder,T,1,23516.6291994184,flmaes,23518.0225247809,23519.3504059399
54,delay,10,globe,note,,1,23519.4623612519,stain,23525.1741591806,23525.8381193802
54,delay,10,minister,ball,,1,23526.161935858,game,23535.7496191437,23536.157541861
54,delay,10,ribbon,boot,,1,23536.5279494369,boot,23537.8135369034,23538.7414789149
