sub_num,version,datetime,exp_onset,list,practice,target,study_order,study_onset
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,root,1,2677368.92051046
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,drill,2,2677372.9370678
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,deck,3,2677376.95366257
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,film,4,2677380.97024134
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,drug,5,2677384.98681891
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,smile,6,2677389.00339406
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,avenue,7,2677393.01997796
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,gate,8,2677397.03655703
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,globe,9,2677401.05313158
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,gallery,10,2677405.06970824
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,barn,11,2677409.0863181
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,hand,12,2677413.10287121
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,animal,13,2677417.11943308
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,building,14,2677421.13604053
25,pilot1,2015-02-26-1134m04s,2677334.04595317,0,C,tomb,15,2677425.15261085
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,breakfast,16,2677582.49938829
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,ambassador,17,2677586.51597521
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,wolf,18,2677590.53256244
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,salad,19,2677594.5491566
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,candy,20,2677598.56573688
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,knee,21,2677602.58233196
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,turtle,22,2677606.59889926
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,cafe,23,2677610.61549644
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,magician,24,2677614.63208004
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,bone,25,2677618.64867179
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,hair,26,2677622.66525751
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,vest,27,2677626.68186556
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,hawk,28,2677630.69843648
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,gorilla,29,2677634.71501797
25,pilot1,2015-02-26-1134m04s,2677334.04595317,1,S,alcohol,30,2677638.73161636
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,hill,31,2677853.32749285
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,jacket,32,2677857.34407373
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,knight,33,2677861.3606199
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,highway,34,2677865.37726659
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,meat,35,2677869.39384174
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,foot,36,2677873.41043168
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,lane,37,2677877.4270189
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,elephant,38,2677881.44361186
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,ear,39,2677885.46019939
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,wall,40,2677889.47679355
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,cellar,41,2677893.49338078
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,desk,42,2677897.50997404
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,tiger,43,2677901.52655915
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,city,44,2677905.54315724
25,pilot1,2015-02-26-1134m04s,2677334.04595317,2,T,cigar,45,2677909.55974567
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,brush,46,2678155.43842298
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,quarter,47,2678159.45500537
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,orchestra,48,2678163.47162972
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,beard,49,2678167.4881928
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,sword,50,2678171.50481564
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,port,51,2678175.5213766
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,golf,52,2678179.53797439
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,prisoner,53,2678183.5545592
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,drain,54,2678187.57116061
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,planet,55,2678191.58773153
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,shoulder,56,2678195.60435407
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,arrow,57,2678199.62094432
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,bean,58,2678203.63751252
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,deer,59,2678207.65410669
25,pilot1,2015-02-26-1134m04s,2677334.04595317,3,S,spray,60,2678211.67069331
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,plane,61,2678425.3166635
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,pillow,62,2678429.3332622
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,club,63,2678433.34985697
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,pigeon,64,2678437.36643966
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,beer,65,2678441.38303322
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,pony,66,2678445.39962437
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,bat,67,2678449.41621492
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,breast,68,2678453.43280727
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,wheat,69,2678457.44940083
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,sock,70,2678461.46599138
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,net,71,2678465.48258524
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,rice,72,2678469.49918273
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,parade,73,2678473.51575999
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,spice,74,2678477.53236231
25,pilot1,2015-02-26-1134m04s,2677334.04595317,4,T,collar,75,2678481.54894832
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,star,76,2678724.52770348
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,banner,77,2678728.54429553
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,church,78,2678732.56090026
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,snake,79,2678736.57747662
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,chocolate,80,2678740.59407199
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,soil,81,2678744.61068578
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,scissors,82,2678748.62725248
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,camel,83,2678752.64384755
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,sand,84,2678756.66043779
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,guard,85,2678760.67702502
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,mistress,86,2678764.69361526
25,pilot1,2015-02-26-1134m04s,2677334.04595317,5,S,crane,87,2678768.71021124
