sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
1,0,C,sweat,1,NaN,2764544.32914732,2764544.81972774,2764546.73160417,sweat,NaN
1,0,C,sheep,2,NaN,2764547.01197577,2764547.67555726,2764548.58748501,sheep,NaN
1,0,C,partner,3,NaN,2764549.01220578,2764549.74744057,2764551.099358,partner,NaN
1,0,C,mole,4,NaN,2764551.87864672,2764554.16321641,2764554.70715489,hill,NaN
1,0,C,hill,5,NaN,2764555.01179014,2764558.08303201,2764558.49097523,meat,NaN
1,0,C,straw,6,NaN,2764558.92819578,2764561.6828206,2764562.55476995,horse,NaN
1,0,C,mate,7,NaN,2764562.91125161,2764563.57870912,2764564.37067208,root,NaN
1,0,C,meat,8,NaN,2764564.67782956,2764567.53051626,2764568.22646689,ocean,NaN
1,0,C,ocean,9,NaN,2764568.56085941,2764570.05034442,2764573.62618901,orange,NaN
1,0,C,orange,10,NaN,2764573.89390055,2764577.90592401,2764578.59388959,mate,NaN
1,0,C,morgue,11,NaN,2764578.89356037,2764582.97769533,2764583.48966492,bush,NaN
1,0,C,colonel,12,NaN,2764583.85989993,2764586.88949842,2764588.02542757,colonel,NaN
1,0,C,bush,13,NaN,2764588.35965166,2764595.10504359,2764595.84101247,straw,NaN
1,0,C,horse,14,NaN,2764596.22580253,NaN,2764634.42709691,,NaN
1,0,C,root,15,NaN,0,0,0,,NaN
1,1,S,ribbon,16,NaN,2764819.37797315,2764820.81313541,2764821.19710294,sand,NaN
1,1,S,port,17,NaN,2764821.51114494,2764822.06907794,2764822.74098678,lion,NaN
1,1,S,monk,18,NaN,2764823.14440501,2764823.42097213,2764825.04489035,lane,NaN
1,1,S,laundry,19,NaN,2764825.44425177,2764825.7488523,2764826.50078978,steel,NaN
1,1,S,cart,20,NaN,2764826.81083111,2764828.10070846,2764829.61264937,ribbon,NaN
1,1,S,fly,21,NaN,2764829.91060083,2764830.06862608,2764830.69259078,monk,NaN
1,1,S,steel,22,NaN,2764831.06055167,2764832.65249526,2764834.10841401,laundry,NaN
1,1,S,sword,23,NaN,2764834.54365987,2764836.09229962,2764836.54028432,fly,NaN
1,1,S,anchor,24,NaN,2764836.91022624,2764837.51623558,2764837.97219991,cart,NaN
1,1,S,cream,25,NaN,2764838.46007971,2764839.14016739,2764840.20408586,sword,NaN
1,1,S,stain,26,NaN,2764840.49325991,2764846.29177567,2764847.06772868,stain,NaN
1,1,S,lane,27,NaN,2764847.37616328,2764850.01158246,2764850.75552402,stove,NaN
1,1,S,stove,28,NaN,2764851.02592592,2764851.59549089,2764852.9873825,anchor,NaN
1,1,S,sand,29,NaN,2764853.4924238,NaN,2764909.39322547,,NaN
1,1,S,lion,30,NaN,0,0,0,,NaN
1,2,T,telephone,31,NaN,2765118.30858824,2765120.62927992,2765121.19723484,clock,NaN
1,2,T,ball,32,NaN,2765121.50839059,2765121.68520761,2765122.25317732,reed,NaN
1,2,T,shoulder,33,NaN,2765122.49165379,2765122.71715356,2765125.53300559,portrait,NaN
1,2,T,automobile,34,NaN,2765125.75808731,2765129.52479747,2765132.00465931,automobile,NaN
1,2,T,clock,35,NaN,2765132.35768392,2765132.6206468,2765134.22053349,telephone,NaN
1,2,T,reed,36,NaN,2765134.47420976,2765134.588546,2765135.06850202,clay,NaN
1,2,T,portrait,37,NaN,2765135.44080739,2765136.51640583,2765137.80436495,powder,NaN
1,2,T,clay,38,NaN,2765138.10730714,2765139.34828471,2765140.02024818,city,NaN
1,2,T,bucket,39,NaN,2765140.40715329,2765141.12416075,2765142.14008106,bridge,NaN
1,2,T,bridge,40,NaN,2765142.47365134,2765149.15575415,2765151.11566105,shoulder,NaN
1,2,T,city,41,NaN,2765151.32310284,2765151.4996325,2765152.03560192,ball,NaN
1,2,T,candy,42,NaN,2765152.50637304,2765163.91504432,2765164.44295624,candy,NaN
1,2,T,jewel,43,NaN,2765164.77222521,2765201.19304098,2765204.02484018,telephone,NaN
1,2,T,powder,44,NaN,2765204.3863331,NaN,2765208.38661533,,NaN
1,2,T,carpet,45,NaN,0,0,0,,NaN
1,3,S,beach,46,NaN,2765389.50764472,2765389.85504864,2765390.63098868,beach,NaN
1,3,S,button,47,NaN,2765391.10755194,2765391.35895137,2765392.24686328,button,NaN
1,3,S,organ,48,NaN,2765392.94077132,2765393.12685443,2765393.95080018,alley,NaN
1,3,S,trophy,49,NaN,2765394.3740096,2765394.53476777,2765395.39069509,racket,NaN
1,3,S,sack,50,NaN,2765396.54053123,2765396.99063068,2765397.52659557,chin,NaN
1,3,S,racket,51,NaN,2765397.94043989,2765401.50243907,2765402.27837941,jail,NaN
1,3,S,spring,52,NaN,2765402.60677875,2765402.75832395,2765403.7102947,marble,NaN
1,3,S,key,53,NaN,2765404.04002187,2765405.51023457,2765406.07817862,sack,NaN
1,3,S,fountain,54,NaN,2765406.45653753,2765408.79004533,2765409.58997857,spring,NaN
1,3,S,chin,55,NaN,2765409.83965536,2765411.51789936,2765411.94186008,key,NaN
1,3,S,canal,56,NaN,2765412.35617197,2765416.22165002,2765418.83744584,organ,NaN
1,3,S,mountain,57,NaN,2765419.22238773,2765419.57346634,2765420.80539756,mountain,NaN
1,3,S,jail,58,NaN,2765421.65555206,2765421.90133594,2765423.06127852,fountain,NaN
1,3,S,marble,59,NaN,2765423.35545568,2765433.83673047,2765434.5406734,canal,NaN
1,3,S,alley,60,NaN,2765435.27129537,2765464.62713923,2765466.40299474,trophy,NaN
1,4,T,lung,61,NaN,2765693.35455045,2765696.50286196,2765697.01477631,nail,NaN
1,4,T,saddle,62,NaN,2765697.35431833,2765697.97472093,2765698.64670343,lung,NaN
1,4,T,journal,63,NaN,2765698.93755303,2765699.6146648,2765701.11857749,journal,NaN
1,4,T,brat,64,NaN,2765701.52070473,2765702.38247339,2765706.07034147,chocolate,NaN
1,4,T,chocolate,65,NaN,2765706.32042335,2765706.79827428,2765707.19027516,brat,NaN
1,4,T,maiden,66,NaN,2765707.6536456,2765708.08621046,2765709.47814071,football,NaN
1,4,T,thunder,67,NaN,2765709.78684727,2765709.96609717,2765710.63809294,blade,NaN
1,4,T,shrimp,68,NaN,2765710.88677455,2765711.11807069,2765711.87001028,club,NaN
1,4,T,blade,69,NaN,2765712.25334544,2765713.53393346,2765714.55786841,shrimp,NaN
1,4,T,throne,70,NaN,2765714.88649323,2765718.61367384,2765719.41360345,throne,NaN
1,4,T,picture,71,NaN,2765719.71951823,2765720.7575476,2765722.43745448,admiral,NaN
1,4,T,nail,72,NaN,2765722.73599574,2765723.15738261,2765724.94933381,picture,NaN
1,4,T,club,73,NaN,2765725.31916978,2765726.13324544,2765727.05319144,saddle,NaN
1,4,T,admiral,74,NaN,2765727.48569654,NaN,2765783.38720725,,NaN
1,4,T,football,75,NaN,0,0,0,,NaN
1,5,S,priest,76,NaN,2765964.68693719,2765966.0486079,2765967.7684817,priest,NaN
1,5,S,forehead,77,NaN,2765968.57004762,2765971.12033213,2765971.99223227,bread,NaN
1,5,S,sugar,78,NaN,2765972.4697714,2765973.08040233,2765974.10414167,glass,NaN
1,5,S,crab,79,NaN,2765974.36964399,2765974.64011109,2765975.50406573,pocket,NaN
1,5,S,bed,80,NaN,2765975.96953913,2765976.26403384,2765977.43992479,sugar,NaN
1,5,S,pearl,81,NaN,2765977.73608479,2765978.77590019,2765979.55985969,tiger,NaN
1,5,S,carriage,82,NaN,2765979.88595745,2765980.36782114,2765981.01578055,gold,NaN
1,5,S,toad,83,NaN,2765981.33585707,2765985.10358808,2765986.91948026,chicken,NaN
1,5,S,bread,84,NaN,2765987.75210863,2765988.35937034,2765988.96727588,crab,NaN
1,5,S,glass,85,NaN,2765989.50199445,2765990.67128673,2765991.95120586,carriage,NaN
1,5,S,chicken,86,NaN,2765992.2518181,2765998.21488563,2766000.02278249,pearl,NaN
1,5,S,nest,87,NaN,2766000.40126365,2766000.774742,2766001.1987157,nest,NaN
1,5,S,tiger,88,NaN,2766001.58452359,2766005.96648927,2766006.39843776,bed,NaN
1,5,S,golf,89,NaN,2766006.65086801,2766010.25423318,2766010.82220892,toad,NaN
1,5,S,pocket,90,NaN,2766011.06725328,NaN,2766054.76827946,,NaN
1,6,T,rock,91,NaN,2766265.85068756,2766270.32851073,2766271.42445454,brandy,NaN
1,6,T,spice,92,NaN,2766271.83363473,2766273.34430456,2766274.50422178,branch,NaN
