subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
15,delay,1,peach,pipe,S,1,579270.14678214,NA,NA,NA,1
15,delay,1,wine,portrait,S,NA,579274.646423852,NA,NA,NA,1
15,delay,1,essay,guard,S,1,579279.146062847,NA,NA,NA,1
15,delay,1,arm,leopard,S,NA,579283.645701541,NA,NA,NA,1
15,delay,2,pound,lunch,S,1,579430.917282578,NA,NA,NA,1
15,delay,2,dice,sock,S,NA,579435.416921271,NA,NA,NA,1
15,delay,2,mule,barn,S,1,579439.91659679,NA,NA,NA,1
15,delay,2,fireplace,boot,S,NA,579444.416207412,NA,NA,NA,1
15,delay,3,hook,cat,S,1,579659.23243046,NA,NA,NA,1
15,delay,3,puppy,nose,S,NA,579663.732072474,NA,NA,NA,1
15,delay,3,suit,deer,S,NA,579668.231716902,NA,NA,NA,1
15,delay,3,artist,band,S,1,579672.731355898,NA,NA,NA,1
15,delay,4,pond,bracelet,S,1,579833.251920779,NA,NA,NA,1
15,delay,4,soil,copper,S,NA,579837.751562793,NA,NA,NA,1
15,delay,4,lobster,tape,S,1,579842.251159531,NA,NA,NA,1
15,delay,4,steak,hospital,S,NA,579846.750803658,NA,NA,NA,1
15,delay,5,dentist,emperor,S,NA,580059.517256076,NA,NA,NA,1
15,delay,5,bedroom,ambulance,S,1,580064.016897788,NA,NA,NA,1
15,delay,5,cane,college,S,1,580068.516551272,NA,NA,NA,1
15,delay,5,shell,swamp,S,NA,580073.016184532,NA,NA,NA,1
15,delay,6,babe,bus,S,1,580524.513618261,NA,NA,NA,1
15,delay,6,television,orange,S,NA,580529.013246994,NA,NA,NA,1
15,delay,6,corpse,mansion,S,1,580533.512886291,NA,NA,NA,1
15,delay,6,bat,bush,S,NA,580538.012566941,NA,NA,NA,1
15,delay,7,package,turkey,S,1,580754.928594153,NA,NA,NA,1
15,delay,7,boat,detective,S,NA,580759.428240091,NA,NA,NA,1
15,delay,7,ditch,mail,S,NA,580763.927880596,NA,NA,NA,1
15,delay,7,knee,forehead,S,1,580768.427518987,NA,NA,NA,1
15,delay,8,mole,branch,S,1,580922.915228836,NA,NA,NA,1
15,delay,8,salad,sign,S,NA,580927.414791767,NA,NA,NA,1
15,delay,8,shore,sugar,S,1,580931.914512562,NA,NA,NA,1
15,delay,8,palace,bank,S,NA,580936.414156991,NA,NA,NA,1
15,delay,9,body,cake,S,NA,581137.648126248,NA,NA,NA,1
15,delay,9,flesh,orchestra,S,1,581142.147769469,NA,NA,NA,1
15,delay,9,page,toe,S,NA,581146.647411483,NA,NA,NA,1
15,delay,9,thunder,train,S,1,581151.147051988,NA,NA,NA,1
15,delay,10,trash,heel,S,1,581297.185431657,NA,NA,NA,1
15,delay,10,globe,wing,S,NA,581301.68506371,NA,NA,NA,1
15,delay,10,choir,umbrella,S,NA,581306.184714779,NA,NA,NA,1
15,delay,10,board,kiss,S,1,581310.684358906,NA,NA,NA,1
15,delay,1,peach,pipe,S,1,579314.859878333,NA,NA,NA,2
15,delay,1,wine,portrait,S,NA,579319.359501331,NA,NA,NA,2
15,delay,1,essay,guard,S,1,579323.859150891,NA,NA,NA,2
15,delay,1,arm,leopard,S,NA,579328.358801055,NA,NA,NA,2
15,delay,2,pound,lunch,S,1,579481.096614587,NA,NA,NA,2
15,delay,2,dice,sock,S,NA,579485.596263543,NA,NA,NA,2
15,delay,2,mule,barn,S,1,579490.095938458,NA,NA,NA,2
