sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,nest,dirt,1,3026828.36068488,NaN,NaN,NaN,NaN,,NaN,4,3026989.20028048,3026990.49058827,3026991.39452915,dirt,1
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,candle,portrait,2,3026832.37710353,NaN,NaN,NaN,NaN,,NaN,18,3027078.22781735,3027080.68581764,3027083.05368677,portrait,1
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,train,collar,3,3026836.39350015,NaN,NaN,NaN,NaN,,NaN,15,3027054.66269436,NaN,3027064.76294583,,0
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,sheep,parade,4,3026840.40990371,NaN,NaN,NaN,NaN,,NaN,21,3027100.80971095,3027103.38863438,3027104.51652747,parade,1
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,strawberry,colonel,5,3026844.42631875,NaN,NaN,NaN,NaN,,NaN,10,3027023.23138488,NaN,3027033.33154972,,0
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,iron,palm,6,3026848.44271899,NaN,NaN,NaN,NaN,,NaN,17,3027074.6114112,3027076.70203134,3027077.40598846,palm,1
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,cat,jeep,7,3026852.45912979,NaN,NaN,NaN,NaN,,NaN,19,3027084.1107666,NaN,3027094.21127162,,0
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,rice,patch,8,3026856.47551977,NaN,NaN,NaN,NaN,,NaN,12,3027043.46342779,3027045.15171333,3027046.04763957,patch,1
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,necklace,club,9,3026860.49193692,NaN,NaN,NaN,NaN,,NaN,1,3026971.95137731,3026977.21130332,3026978.3232272,club,1
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,camel,lunch,10,3026864.50833776,NaN,NaN,NaN,NaN,,NaN,25,3027130.6910417,NaN,3027140.69179692,,0
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,toothbrush,corpse,11,3026868.52476849,NaN,NaN,NaN,NaN,,NaN,9,3027013.21533056,NaN,3027023.21645645,,0
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,eye,beast,12,3026872.54115696,NaN,NaN,NaN,NaN,,NaN,16,3027064.7786965,3027073.07024065,3027073.93417748,beast,1
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,tomato,detective,13,3026876.55756384,NaN,NaN,NaN,NaN,,NaN,14,3027050.24632177,3027052.83129783,3027053.99122622,pencil,0
35,immediate,pilot4,2015-02-27-1351m58s,3026418.87650029,1,N,C,helmet,soldier,14,3026880.57398099,NaN,NaN,NaN,NaN,,NaN,7,3027002.31607162,3027003.91388522,3027005.32979448,soldier,1
