sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,banana,ground,1,3029011.70967259,NaN,NaN,NaN,NaN,,NaN,25,3029266.50343517,3029270.91158576,3029271.34353606,floor,0
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,statue,powder,2,3029015.72596205,NaN,NaN,NaN,NaN,,NaN,6,3029176.06153268,3029177.31654431,3029178.2204689,powder,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,drill,officer,3,3029019.74227929,NaN,NaN,NaN,NaN,,NaN,17,3029223.07397631,3029225.12199017,3029225.78595893,officer,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,lobster,steel,4,3029023.75853645,NaN,NaN,NaN,NaN,,NaN,8,3029182.94426037,3029186.58806486,3029188.31595058,steel,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,salad,stove,5,3029027.77484856,NaN,NaN,NaN,NaN,,NaN,22,3029243.57214666,3029245.45696012,3029245.99289845,stove,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,knife,dust,6,3029031.79117605,NaN,NaN,NaN,NaN,,NaN,12,3029203.32575064,3029204.78709025,3029205.23502787,dusty,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,pillow,globe,7,3029035.80745314,NaN,NaN,NaN,NaN,,NaN,18,3029226.19036058,3029227.70588653,3029228.24182365,globe,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,grass,instrument,8,3029039.82378124,NaN,NaN,NaN,NaN,,NaN,10,3029197.62627232,3029198.66739472,3029199.94731083,instrument,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,neck,admiral,9,3029043.84009485,NaN,NaN,NaN,NaN,,NaN,11,3029200.44266496,3029201.54724521,3029202.98711808,admirable,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,key,coal,10,3029047.85639428,NaN,NaN,NaN,NaN,,NaN,7,3029178.59463848,3029181.9162683,3029182.14023923,coal,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,cat,hat,11,3029051.87270427,NaN,NaN,NaN,NaN,,NaN,21,3029242.13893313,3029243.04907123,3029243.23301938,hat,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,whistle,trash,12,3029055.88898226,NaN,NaN,NaN,NaN,,NaN,19,3029228.62348416,3029231.70564475,3029232.44160336,trash,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,bucket,jail,13,3029059.90529255,NaN,NaN,NaN,NaN,,NaN,16,3029219.24100595,3029222.29816184,3029222.68211941,jail,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,rope,drug,14,3029063.92157628,NaN,NaN,NaN,NaN,,NaN,14,3029207.22539896,3029209.75483068,3029210.22676844,pull,0
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,net,pile,15,3029067.93794754,NaN,NaN,NaN,NaN,,NaN,5,3029171.39529674,3029175.10065624,3029175.57259461,trash,0
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,record,chapel,16,3029071.9542186,NaN,NaN,NaN,NaN,,NaN,15,3029210.49179565,3029218.56238675,3029218.9543016,pile,0
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,river,canal,17,3029075.97049719,NaN,NaN,NaN,NaN,,NaN,13,3029205.65889864,3029206.48300678,3029206.86692269,canal,1
37,delay,pilot4,2015-02-27-1434m04s,3028844.34220672,1,N,C,square,jury,18,3029079.98680205,NaN,NaN,NaN,NaN,,NaN,4,3029169.11216385,3029170.70888205,3029171.03684765,jury,1
