subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
60,delay,1,button,helmet,T,NaN,179289.3137685,,NaN,NaN,1
60,delay,1,meat,lemon,T,1,179297.346165432,lemon,179300.360594186,179300.864532951,1
60,delay,1,film,mustard,T,1,179302.112443283,mustard,179305.568244547,179308.504067652,1
60,delay,1,mistress,hurricane,T,NaN,179308.695265393,willow,179311.623884384,179312.255827705,1
60,delay,2,apple,piano,T,1,179455.96766072,,NaN,NaN,1
60,delay,2,window,duck,T,NaN,179464.000064595,,NaN,NaN,1
60,delay,2,table,hill,T,NaN,179472.032770012,,NaN,NaN,1
60,delay,2,magazine,clown,T,1,179480.065497765,photograph,179481.581446304,179483.94927328,1
60,delay,3,chest,bite,T,1,179671.717809529,bite,179673.953588444,179674.329509672,1
60,delay,3,spaghetti,land,T,NaN,179674.45059898,land,179675.481481862,179675.905379104,1
60,delay,3,building,diamond,T,NaN,179676.050492791,,NaN,NaN,1
60,delay,3,scar,bow,T,1,179684.08320847,bite,179685.560823105,179688.640649412,1
60,delay,4,beef,umbrella,T,NaN,179833.822078873,umbrella,179838.879408434,179840.055328636,1
60,delay,4,tomb,ticket,T,1,179840.237924725,ticket,179841.2392465,179841.767209644,1
60,delay,4,wolf,road,T,NaN,179841.904488664,roadf,179843.871082969,179844.231060487,1
60,delay,4,pump,quarter,T,1,179844.354286247,,NaN,NaN,1
60,delay,5,worm,trail,T,NaN,180030.373717162,path,180032.467464823,180033.387403078,1
60,delay,5,cook,mechanic,T,1,180035.906302747,mechanic,180037.275209118,180038.315139174,1
60,delay,5,balloon,storm,T,1,180038.722773658,,NaN,NaN,1
60,delay,5,robin,partner,T,NaN,180046.755478471,,NaN,NaN,1
60,delay,6,lobster,cat,T,1,180509.553679661,,NaN,NaN,1
60,delay,6,wheat,turtle,T,NaN,180517.586099232,,NaN,NaN,1
60,delay,6,straw,nurse,T,NaN,180525.618818836,,NaN,NaN,1
60,delay,6,wedding,pigeon,T,1,180533.651535723,pigeon,180535.444495993,180537.020422473,1
60,delay,7,seed,herd,T,1,180731.720042874,,NaN,NaN,1
60,delay,7,music,animal,T,NaN,180739.752439806,animal,180741.167839231,180743.007697629,1
60,delay,7,furniture,spice,T,NaN,180743.485488239,,NaN,NaN,1
60,delay,7,trophy,powder,T,1,180752.518119402,,NaN,NaN,1
60,delay,8,briefcase,muscle,T,1,180905.773402279,muscle,180907.621605763,180909.141502121,1
60,delay,8,cloth,wreck,T,NaN,180909.339474755,,NaN,NaN,1
60,delay,8,note,tomato,T,NaN,180917.372194057,,NaN,NaN,1
60,delay,8,corpse,canal,T,1,180925.404912453,,NaN,NaN,1
60,delay,9,basket,seal,T,1,181124.106718206,brain,181126.072130187,181127.200010987,1
60,delay,9,channel,coal,T,NaN,181127.606125082,closet,181131.703775889,181132.679661862,1
60,delay,9,sock,flood,T,1,181132.989047283,,NaN,NaN,1
60,delay,9,priest,detective,T,NaN,181141.021765378,,NaN,NaN,1
