sub_num,list,practice,target,study_order,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score
55,0,C,dummy,1,NaN,NaN,NaN,NaN,,NaN
55,0,C,wire,2,NaN,NaN,NaN,NaN,,NaN
55,0,C,paint,3,NaN,NaN,NaN,NaN,,NaN
55,0,C,table,4,NaN,NaN,NaN,NaN,,NaN
55,0,C,knee,5,NaN,NaN,NaN,NaN,,NaN
55,0,C,pumpkin,6,NaN,NaN,NaN,NaN,,NaN
55,0,C,beer,7,NaN,NaN,NaN,NaN,,NaN
55,0,C,parade,8,NaN,NaN,NaN,NaN,,NaN
55,0,C,nest,9,NaN,NaN,NaN,NaN,,NaN
55,0,C,frame,10,NaN,NaN,NaN,NaN,,NaN
55,0,C,city,11,NaN,NaN,NaN,NaN,,NaN
55,0,C,squirrel,12,NaN,NaN,NaN,NaN,,NaN
55,0,C,helmet,13,NaN,NaN,NaN,NaN,,NaN
55,0,C,train,14,NaN,NaN,NaN,NaN,,NaN
55,0,C,admiral,15,NaN,NaN,NaN,NaN,,NaN
55,1,S,circle,16,1,3537708.00990812,NaN,NaN,,NaN
55,1,S,sword,17,2,3537712.02637024,NaN,NaN,,NaN
55,1,S,shell,18,3,3537716.04270287,NaN,NaN,,NaN
55,1,S,clown,19,4,3537720.05915442,NaN,NaN,,NaN
55,1,S,blanket,20,5,3537724.07555497,NaN,NaN,,NaN
55,1,S,president,21,6,3537728.09196457,NaN,NaN,,NaN
55,1,S,statue,22,7,3537732.10836028,NaN,NaN,,NaN
55,1,S,pond,23,8,3537736.1247726,NaN,NaN,,NaN
55,1,S,hand,24,9,3537740.1411834,NaN,NaN,,NaN
55,1,S,smoke,25,10,3537744.15759361,NaN,NaN,,NaN
55,1,S,heel,26,11,3537748.17393106,NaN,NaN,,NaN
55,1,S,chapel,27,12,3537752.19041129,NaN,NaN,,NaN
55,1,S,dirt,28,13,3537756.20682391,NaN,NaN,,NaN
55,1,S,cook,29,14,3537760.22321117,NaN,NaN,,NaN
55,1,S,bat,30,15,3537764.23961141,NaN,NaN,,NaN
55,2,T,camera,31,1,3537981.10886678,3537983.91107382,3537984.48700172,camera,NaN
55,2,T,ski,32,2,3537984.74197382,3537984.87099551,3537985.15095811,ski,NaN
55,2,T,pen,33,3,3537985.39193357,3537987.36684346,3537988.11879211,hockey,NaN
55,2,T,sheep,34,4,3537988.35842586,3537988.63876486,3537988.96675671,cane,NaN
55,2,T,fountain,35,5,3537989.14170288,3537991.44663183,3537992.47056767,portrait,NaN
55,2,T,portrait,36,6,3537992.6914498,3537993.66253227,3537994.42245511,fountain,NaN
55,2,T,horn,37,7,3537994.67466289,3537998.72629469,3537999.21425296,bread,NaN
55,2,T,park,38,8,3537999.50768125,NaN,3538044.24801543,,NaN
55,2,T,metal,39,9,3538044.25473545,NaN,3538071.12626402,,NaN
55,2,T,hockey,40,10,0,0,0,,NaN
55,2,T,cane,41,11,0,0,0,,NaN
55,2,T,gift,42,12,0,0,0,,NaN
55,2,T,shark,43,13,0,0,0,,NaN
55,2,T,bread,44,14,0,0,0,,NaN
