subject,group,list,cue,target,practice,test,onset
84,delay,1,thread,garlic,T,1,112825.950135213
84,delay,1,toothbrush,rope,,1,112830.449720624
84,delay,1,knife,pudding,S,1,112834.949309959
84,delay,1,star,cross,,1,112839.448924046
84,delay,1,basement,plug,S,NaN,112843.948482894
84,delay,1,rash,gorilla,,NaN,112848.44810513
84,delay,1,vest,pigeon,,NaN,112852.947660054
84,delay,1,bear,bolt,T,NaN,112857.447251804
84,delay,1,soldier,avenue,,1,112861.946831782
84,delay,1,road,smoke,,NaN,112866.44642655
84,delay,1,cottage,garlic,,NaN,112870.946022526
84,delay,1,card,rope,,NaN,112875.44560522
84,delay,1,ceiling,pudding,,NaN,112879.945166785
84,delay,1,foot,cross,T,NaN,112884.444761251
84,delay,1,trophy,plug,,1,112888.944340625
84,delay,1,vault,gorilla,T,1,112893.443925734
84,delay,1,dirt,pigeon,,1,112897.943458624
84,delay,1,bush,bolt,,1,112902.443099575
84,delay,1,mayor,avenue,S,NaN,112906.942681363
84,delay,1,whale,smoke,S,1,112911.442303298
84,delay,2,book,flesh,,1,113004.450175812
84,delay,2,honeymoon,missile,,NaN,113008.949755789
84,delay,2,ferry,pound,T,1,113013.449320675
84,delay,2,diamond,elbow,,1,113017.948891899
84,delay,2,pumpkin,steam,S,NaN,113022.448459802
84,delay,2,patch,fence,,NaN,113026.948031026
84,delay,2,monkey,lunch,S,1,113031.447591082
84,delay,2,hockey,shell,,NaN,113035.947165626
84,delay,2,scratch,light,,1,113040.446729002
84,delay,2,church,vice,T,NaN,113044.946297812
84,delay,2,bite,flesh,T,NaN,113049.445865414
84,delay,2,cabin,missile,,1,113053.945450824
84,delay,2,cereal,pound,,NaN,113058.44499458
84,delay,2,shore,elbow,S,NaN,113062.944562484
84,delay,2,belly,steam,,1,113067.444125256
84,delay,2,breast,fence,T,1,113071.943690142
84,delay,2,stake,lunch,,NaN,113076.443248084
84,delay,2,forehead,shell,S,1,113080.942820818
84,delay,2,turtle,light,,NaN,113085.442381779
84,delay,2,dice,vice,,1,113089.941965077
84,delay,3,helmet,prisoner,S,NaN,113176.26688277
84,delay,3,hand,scar,,1,113180.766470898
84,delay,3,herd,fountain,,1,113185.266019181
84,delay,3,note,moose,,1,113189.76556173
84,delay,3,bottle,sock,,NaN,113194.265119069
84,delay,3,music,television,S,1,113198.764677917
84,delay,3,guard,toe,,NaN,113203.264240689
84,delay,3,apple,army,T,1,113207.763798028
84,delay,3,messenger,colonel,,NaN,113212.263356575
84,delay,3,toad,dust,T,NaN,113216.762914216
84,delay,3,pepper,prisoner,,1,113221.26247246
84,delay,3,tongue,scar,T,NaN,113225.762034025
84,delay,3,brat,fountain,,NaN,113230.261593175
84,delay,3,suit,moose,S,NaN,113234.761152023
84,delay,3,mouth,sock,T,1,113239.260714796
84,delay,3,kiss,television,,NaN,113243.760269116
84,delay,3,artist,toe,S,1,113248.259830077
84,delay,3,chocolate,army,,NaN,113252.759389529
84,delay,3,skin,colonel,,1,113257.258947774
84,delay,3,forest,dust,,1,113261.75850632
84,delay,4,cellar,band,S,NaN,113351.916326358
84,delay,4,potato,platform,,1,113356.415879773
84,delay,4,bread,turkey,,NaN,113360.915442545
84,delay,4,globe,land,,NaN,113365.414996262
84,delay,4,liquor,jacket,,1,113369.914553902
84,delay,4,gift,blouse,,NaN,113374.414108827
84,delay,4,sponge,cannon,T,NaN,113378.913664355
84,delay,4,closet,picture,T,1,113383.413226523
84,delay,4,dummy,butcher,S,1,113387.91277541
84,delay,4,hook,rice,,1,113392.412338485
84,delay,4,anchor,band,,1,113396.911896125
84,delay,4,policeman,platform,S,NaN,113401.411452559
84,delay,4,butterfly,turkey,S,1,113405.911009294
84,delay,4,salmon,land,T,1,113410.410587461
84,delay,4,leather,jacket,,NaN,113414.910122463
84,delay,4,shovel,blouse,,1,113419.409682217
84,delay,4,siren,cannon,,1,113423.909236537
84,delay,4,necklace,picture,,NaN,113428.408791462
84,delay,4,sun,butcher,,NaN,113432.908349102
84,delay,4,paper,rice,T,NaN,113437.407930589
84,delay,5,shrimp,cake,S,1,113556.412826272
84,delay,5,surf,bed,,NaN,113560.912379083
84,delay,5,club,pants,,1,113565.411926763
84,delay,5,shoe,marble,T,NaN,113569.91148863
84,delay,5,port,spark,,NaN,113574.41103631
84,delay,5,piano,peanut,S,NaN,113578.910596365
84,delay,5,ribbon,cabinet,,NaN,113583.410153101
84,delay,5,weed,library,,1,113587.909706516
84,delay,5,tomato,gallery,T,1,113592.409262345
84,delay,5,child,rifle,,1,113596.908819986
84,delay,5,park,cake,,NaN,113601.40837159
84,delay,5,cane,bed,T,1,113605.907951568
84,delay,5,restaurant,pants,,NaN,113610.407480835
84,delay,5,automobile,marble,,1,113614.907032439
84,delay,5,hospital,spark,,1,113619.406590381
84,delay,5,arrow,peanut,,1,113623.906135948
84,delay,5,leopard,cabinet,S,1,113628.405701739
84,delay,5,clown,library,T,NaN,113632.905250626
84,delay,5,store,gallery,,NaN,113637.404805551
84,delay,5,island,rifle,S,NaN,113641.904360475
84,delay,6,powder,bee,,1,114061.113040796
84,delay,6,reed,lane,T,NaN,114065.612598437
84,delay,6,skull,trail,,NaN,114070.112155474
84,delay,6,boss,wire,,1,114074.611712813
84,delay,6,bench,button,,1,114079.111270454
84,delay,6,poster,bourbon,,NaN,114083.610828095
84,delay,6,wheat,pencil,S,NaN,114088.110400828
84,delay,6,detective,envelope,,NaN,114092.60993583
84,delay,6,brain,bullet,T,1,114097.109512789
84,delay,6,physician,dentist,S,1,114101.609057149
84,delay,6,toilet,bee,T,NaN,114106.108615393
84,delay,6,squirrel,lane,,1,114110.608176053
84,delay,6,vodka,trail,T,1,114115.107729769
84,delay,6,brass,wire,,NaN,114119.607316086
84,delay,6,eye,button,S,NaN,114124.106842636
84,delay,6,jury,bourbon,S,1,114128.606421105
84,delay,6,spike,pencil,,1,114133.105960333
84,delay,6,pool,envelope,,1,114137.60551737
84,delay,6,partner,bullet,,NaN,114142.105077124
84,delay,6,moon,dentist,,NaN,114146.604635067
84,delay,7,cheek,board,T,NaN,114236.495831923
84,delay,7,bubble,rabbi,,NaN,114240.995407373
84,delay,7,straw,ranch,,1,114245.494952638
84,delay,7,ocean,shepherd,,NaN,114249.994523561
84,delay,7,camp,goat,S,NaN,114254.494026567
84,delay,7,armor,square,,NaN,114258.993631598
84,delay,7,key,wing,T,1,114263.493147886
84,delay,7,wine,shower,,1,114267.992754426
84,delay,7,page,neck,S,1,114272.492308143
84,delay,7,newspaper,shoulder,,1,114276.991873632
84,delay,7,hound,board,,1,114281.491437008
84,delay,7,brush,rabbi,S,1,114285.990997969
84,delay,7,toast,ranch,S,NaN,114290.490557723
84,delay,7,jail,shepherd,T,1,114294.99007552
84,delay,7,lemon,goat,,1,114299.489636481
84,delay,7,apartment,square,,1,114303.989255095
84,delay,7,bank,wing,,NaN,114308.488805491
84,delay,7,duck,shower,T,NaN,114312.988371886
84,delay,7,pillow,neck,,NaN,114317.487930432
84,delay,7,doll,shoulder,,NaN,114321.987496223
84,delay,8,snake,laundry,T,NaN,114408.362455889
84,delay,8,orange,soup,,NaN,114412.862034659
84,delay,8,corn,test,S,NaN,114417.361585357
84,delay,8,jewel,bridge,T,1,114421.861166542
84,delay,8,milk,tobacco,,NaN,114426.360714222
84,delay,8,city,nose,,1,114430.860277296
84,delay,8,maiden,machine,,1,114435.359838257
84,delay,8,soap,plate,S,1,114439.859401935
84,delay,8,garden,carriage,,NaN,114444.35896833
84,delay,8,portrait,shark,,1,114448.858533517
84,delay,8,hammer,laundry,,1,114453.358097798
84,delay,8,blanket,soup,S,1,114457.85765725
84,delay,8,tide,test,,1,114462.357255037
84,delay,8,tomb,bridge,,NaN,114466.856787926
84,delay,8,poet,tobacco,,1,114471.356363376
84,delay,8,dollar,nose,T,NaN,114475.85591498
84,delay,8,queen,machine,S,NaN,114480.355481978
84,delay,8,gentleman,plate,,NaN,114484.855048675
84,delay,8,mouse,carriage,T,1,114489.354613258
84,delay,8,shirt,shark,,NaN,114493.854176634
84,delay,9,highway,candy,T,1,114584.412081913
84,delay,9,date,floor,S,NaN,114588.911645289
84,delay,9,aisle,basket,S,1,114593.411212589
84,delay,9,horn,stove,,NaN,114597.910774456
84,delay,9,truck,balloon,T,NaN,114602.41033753
84,delay,9,cookie,mole,,1,114606.909901208
84,delay,9,breakfast,ridge,,1,114611.409481186
84,delay,9,window,admiral,,NaN,114615.909030073
84,delay,9,spider,film,,1,114620.408593449
84,delay,9,dough,porch,,NaN,114624.908156825
84,delay,9,coach,candy,,NaN,114629.407720805
84,delay,9,puppy,floor,,1,114633.907284784
84,delay,9,robin,basket,,NaN,114638.406848462
84,delay,9,beast,stove,S,1,114642.906444438
84,delay,9,scout,balloon,,1,114647.40597612
84,delay,9,hood,mole,T,NaN,114651.905571491
84,delay,9,circus,ridge,,NaN,114656.405085062
84,delay,9,tooth,admiral,T,1,114660.904692206
84,delay,9,corridor,film,S,NaN,114665.404235057
84,delay,9,bloom,porch,,1,114669.903796018
84,delay,10,spray,meal,,1,114749.362809353
84,delay,10,lung,tent,,NaN,114753.862381785
84,delay,10,stain,salad,,NaN,114758.361951801
84,delay,10,spoon,college,,1,114762.861523931
84,delay,10,janitor,emperor,,1,114767.361088213
84,delay,10,guitar,bomb,,NaN,114771.860676642
84,delay,10,mule,grass,S,1,114776.360218285
84,delay,10,knee,umbrella,S,NaN,114780.859789509
84,delay,10,leaf,cook,T,1,114785.359351376
84,delay,10,novel,crown,T,NaN,114789.858895131
84,delay,10,mechanic,meal,S,NaN,114794.358487787
84,delay,10,cat,tent,T,1,114798.858051465
84,delay,10,sign,salad,S,1,114803.35761635
84,delay,10,bean,college,T,NaN,114807.857184857
84,delay,10,glove,emperor,,NaN,114812.356749441
84,delay,10,building,bomb,,1,114816.856317948
84,delay,10,shield,grass,,NaN,114821.355881626
84,delay,10,cape,umbrella,,1,114825.855443794
84,delay,10,brick,cook,,NaN,114830.355014717
84,delay,10,gun,crown,,1,114834.854579904
