subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
84,delay,1,knife,pudding,S,1,112918.974898571,,NaN,NaN,1
84,delay,1,basement,plug,S,NaN,112923.474482473,,NaN,NaN,1
84,delay,1,mayor,avenue,S,NaN,112927.974062149,,NaN,NaN,1
84,delay,1,whale,smoke,S,1,112932.473644541,,NaN,NaN,1
84,delay,2,pumpkin,steam,S,NaN,113116.439378989,,NaN,NaN,1
84,delay,2,monkey,lunch,S,1,113120.938942667,,NaN,NaN,1
84,delay,2,shore,elbow,S,NaN,113125.438506948,,NaN,NaN,1
84,delay,2,forehead,shell,S,1,113129.938073644,,NaN,NaN,1
84,delay,3,helmet,prisoner,S,NaN,113269.291124836,,NaN,NaN,1
84,delay,3,music,television,S,1,113273.790661045,,NaN,NaN,1
84,delay,3,suit,moose,S,NaN,113278.290245551,,NaN,NaN,1
84,delay,3,artist,toe,S,1,113282.789778138,,NaN,NaN,1
84,delay,4,cellar,band,S,NaN,113480.870283276,,NaN,NaN,1
84,delay,4,dummy,butcher,S,1,113485.36985933,,NaN,NaN,1
84,delay,4,policeman,platform,S,NaN,113489.869356601,,NaN,NaN,1
84,delay,4,butterfly,turkey,S,1,113494.368912129,,NaN,NaN,1
84,delay,5,shrimp,cake,S,1,113649.436945485,,NaN,NaN,1
84,delay,5,piano,peanut,S,NaN,113653.936499504,,NaN,NaN,1
84,delay,5,leopard,cabinet,S,1,113658.436059258,,NaN,NaN,1
84,delay,5,island,rifle,S,NaN,113662.935610258,,NaN,NaN,1
84,delay,6,wheat,pencil,S,NaN,114173.285350774,,NaN,NaN,1
84,delay,6,physician,dentist,S,1,114177.784925922,,NaN,NaN,1
84,delay,6,eye,button,S,NaN,114182.284469376,,NaN,NaN,1
84,delay,6,jury,bourbon,S,1,114186.784030035,,NaN,NaN,1
84,delay,7,camp,goat,S,NaN,114329.520090893,,NaN,NaN,1
84,delay,7,page,neck,S,1,114334.019670267,,NaN,NaN,1
84,delay,7,brush,rabbi,S,1,114338.519220965,,NaN,NaN,1
84,delay,7,toast,ranch,S,NaN,114343.018798528,,NaN,NaN,1
84,delay,8,corn,test,S,NaN,114523.984594854,,NaN,NaN,1
84,delay,8,soap,plate,S,1,114528.484164267,,NaN,NaN,1
84,delay,8,blanket,soup,S,1,114532.983725832,,NaN,NaN,1
84,delay,8,queen,machine,S,NaN,114537.48328951,,NaN,NaN,1
84,delay,9,date,floor,S,NaN,114677.43640095,,NaN,NaN,1
84,delay,9,aisle,basket,S,1,114681.935969458,,NaN,NaN,1
84,delay,9,beast,stove,S,1,114686.435533136,,NaN,NaN,1
84,delay,9,corridor,film,S,NaN,114690.935100134,,NaN,NaN,1
84,delay,10,mule,grass,S,1,114862.018622852,,NaN,NaN,1
84,delay,10,knee,umbrella,S,NaN,114866.518192265,,NaN,NaN,1
84,delay,10,mechanic,meal,S,NaN,114871.017758056,,NaN,NaN,1
84,delay,10,sign,salad,S,1,114875.517322941,,NaN,NaN,1
84,delay,1,knife,pudding,S,1,112963.354114604,,NaN,NaN,2
84,delay,1,basement,plug,S,NaN,112967.853657756,,NaN,NaN,2
84,delay,1,mayor,avenue,S,NaN,112972.353250713,,NaN,NaN,2
84,delay,1,whale,smoke,S,1,112976.85280926,,NaN,NaN,2
84,delay,2,pumpkin,steam,S,NaN,113153.235799909,,NaN,NaN,2
84,delay,2,monkey,lunch,S,1,113157.73536238,,NaN,NaN,2
84,delay,2,shore,elbow,S,NaN,113162.234922737,,NaN,NaN,2
84,delay,2,forehead,shell,S,1,113166.734484906,,NaN,NaN,2
84,delay,3,helmet,prisoner,S,NaN,113316.586469817,,NaN,NaN,2
84,delay,3,music,television,S,1,113321.08602293,,NaN,NaN,2
84,delay,3,suit,moose,S,NaN,113325.585584797,,NaN,NaN,2
84,delay,3,artist,toe,S,1,113330.085142438,,NaN,NaN,2
84,delay,4,cellar,band,S,NaN,113533.381767257,,NaN,NaN,2
84,delay,4,dummy,butcher,S,1,113537.881318861,,NaN,NaN,2
84,delay,4,policeman,platform,S,NaN,113542.380877408,,NaN,NaN,2
84,delay,4,butterfly,turkey,S,1,113546.880427804,,NaN,NaN,2
84,delay,5,shrimp,cake,S,1,113700.565231447,,NaN,NaN,2
84,delay,5,piano,peanut,S,NaN,113705.064788182,,NaN,NaN,2
84,delay,5,leopard,cabinet,S,1,113709.564342805,,NaN,NaN,2
84,delay,5,island,rifle,S,NaN,113714.063902257,,NaN,NaN,2
84,delay,6,wheat,pencil,S,NaN,114213.464761438,,NaN,NaN,2
84,delay,6,physician,dentist,S,1,114217.964318174,,NaN,NaN,2
84,delay,6,eye,button,S,NaN,114222.46387672,,NaN,NaN,2
84,delay,6,jury,bourbon,S,1,114226.963435267,,NaN,NaN,2
84,delay,7,camp,goat,S,NaN,114368.732959061,,NaN,NaN,2
84,delay,7,page,neck,S,1,114373.232523041,,NaN,NaN,2
84,delay,7,brush,rabbi,S,1,114377.732089737,,NaN,NaN,2
84,delay,7,toast,ranch,S,NaN,114382.231649189,,NaN,NaN,2
84,delay,8,corn,test,S,NaN,114561.381006599,,NaN,NaN,2
84,delay,8,soap,plate,S,1,114565.880541299,,NaN,NaN,2
84,delay,8,blanket,soup,S,1,114570.380126106,,NaN,NaN,2
84,delay,8,queen,machine,S,NaN,114574.879670164,,NaN,NaN,2
84,delay,9,date,floor,S,NaN,114713.332969203,,NaN,NaN,2
84,delay,9,aisle,basket,S,1,114717.832513563,,NaN,NaN,2
84,delay,9,beast,stove,S,1,114722.332082674,,NaN,NaN,2
84,delay,9,corridor,film,S,NaN,114726.831645144,,NaN,NaN,2
84,delay,10,mule,grass,S,1,114900.564924467,,NaN,NaN,2
84,delay,10,knee,umbrella,S,NaN,114905.064470034,,NaN,NaN,2
84,delay,10,mechanic,meal,S,NaN,114909.564044276,,NaN,NaN,2
84,delay,10,sign,salad,S,1,114914.06360071,,NaN,NaN,2
