sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
16,0,C,sock,1,NaN,3118443.64032535,3118446.17774448,3118446.92966618,monk,NaN
16,0,C,monk,2,NaN,3118447.77339646,3118447.92162261,3118448.1855843,arm,NaN
16,0,C,peach,3,NaN,3118448.3899482,3118449.52954429,3118450.00151466,peach,NaN
16,0,C,bourbon,4,NaN,3118450.22315737,3118450.8494581,3118451.56139227,battle,NaN
16,0,C,spider,5,NaN,3118452.02303199,3118452.54535101,3118453.41733249,bourbon,NaN
16,0,C,battle,6,NaN,3118453.83956331,3118454.65724226,3118456.09715004,spike,NaN
16,0,C,armor,7,NaN,3118456.35603138,3118457.01710013,3118457.68903318,battle,NaN
16,0,C,test,8,NaN,3118457.90590252,3118458.12098614,3118458.85699185,armor,NaN
16,0,C,elbow,9,NaN,3118459.13914816,3118461.53684834,3118461.69682622,arm,NaN
16,0,C,jail,10,NaN,3118461.90560067,3118464.58466211,3118464.88058587,jail,NaN
16,0,C,spike,11,NaN,3118465.23870118,3118466.86453707,3118468.02444854,magazine,NaN
16,0,C,magazine,12,NaN,3118468.28846729,3118468.81638554,3118469.42438027,ticket,NaN
16,0,C,arm,13,NaN,3118469.70502735,3118469.77634157,3118470.08831503,cent,NaN
16,0,C,cent,14,NaN,3118470.338317,3118475.04007174,3118475.44002852,monk,NaN
16,0,C,ticket,15,NaN,3118475.85457648,3118520.28540265,3118520.9813339,spike,NaN
16,1,T,tomato,16,NaN,3118744.61791819,3118748.00006459,3118749.20795102,coffee,NaN
16,1,T,movie,17,NaN,3118749.75088244,3118750.43988273,3118751.01587946,shore',NaN
16,1,T,shore,18,NaN,3118751.13411127,3118752.03181387,3118752.3917973,shore,NaN
16,1,T,balloon,19,NaN,3118752.6506391,3118753.31173924,3118753.75170859,tide,NaN
16,1,T,copper,20,NaN,3118753.95054782,3118754.23169446,3118754.97563688,tomato,NaN
16,1,T,lock,21,NaN,3118755.31712596,3118756.05556273,3118756.53550241,finger,NaN
16,1,T,liquor,22,NaN,3118756.78366402,3118757.63146922,3118758.43944203,copper,NaN
16,1,T,lamp,23,NaN,3118759.06683544,3118759.80737546,3118760.40730006,table,NaN
16,1,T,tide,24,NaN,3118760.66672412,3118761.83927324,3118762.04720917,ate,NaN
16,1,T,cigarette,25,NaN,3118762.23331114,3118771.06271978,3118771.74265415,movie,NaN
16,1,T,finger,26,NaN,3118771.96589634,3118785.18987865,3118785.8378265,tomato,NaN
16,1,T,coffee,27,NaN,3118786.11485838,NaN,3118834.71600727,,NaN
16,1,T,mate,28,NaN,0,0,0,,NaN
16,1,T,clay,29,NaN,0,0,0,,NaN
16,1,T,table,30,NaN,0,0,0,,NaN
16,2,S,chart,31,NaN,3119013.36469886,3119014.32847021,3119015.22439041,cottage,NaN
16,2,S,poster,32,NaN,3119015.54786387,3119015.9443446,3119017.61624536,seal,NaN
16,2,S,television,33,NaN,3119018.13101555,3119018.52021487,3119019.42413185,throne,NaN
16,2,S,bone,34,NaN,3119019.68091778,3119020.17610818,3119020.60007613,drug,NaN
16,2,S,mattress,35,NaN,3119020.83082339,3119021.50402903,3119021.83199938,port,NaN
16,2,S,thread,36,NaN,3119022.04740869,3119022.13599871,3119023.98387483,television,NaN
16,2,S,throne,37,NaN,3119024.33056894,3119024.49582156,3119025.9037561,mattress,NaN
16,2,S,drug,38,NaN,3119026.1137494,3119026.59173373,3119028.26362302,restaurant,NaN
16,2,S,restaurant,39,NaN,3119028.48023971,3119033.69534658,3119034.24727147,chart,NaN
16,2,S,seal,40,NaN,3119034.51314233,3119035.2952096,3119035.92718079,thread,NaN
16,2,S,pile,41,NaN,3119036.12968863,3119048.57446125,3119050.67031275,music,NaN
16,2,S,port,42,NaN,3119051.21193538,3119051.79824857,3119052.23016742,cave,NaN
16,2,S,cave,43,NaN,3119052.49513577,3119087.66017649,3119088.14808911,bone,NaN
16,2,S,music,44,NaN,3119088.52583311,NaN,3119103.42650284,,NaN
16,2,S,cottage,45,NaN,0,0,0,,NaN
16,3,T,branch,46,NaN,3119313.62588177,3119315.31881449,3119315.88677641,alley,NaN
16,3,T,hall,47,NaN,3119316.1756699,3119316.99069321,3119317.39868752,moon,NaN
16,3,T,leopard,48,NaN,3119317.7755622,3119317.91866936,3119318.74258201,animal,NaN
16,3,T,alley,49,NaN,3119319.07547666,3119319.4385697,3119320.23054231,leopard,NaN
16,3,T,moon,50,NaN,3119320.42535583,3119322.19043737,3119322.92635916,branch,NaN
16,3,T,boat,51,NaN,3119323.07518266,3119323.98231037,3119324.42227339,brick,NaN
16,3,T,cigar,52,NaN,3119324.87505124,3119329.45400002,3119330.61391089,cottage,NaN
16,3,T,animal,53,NaN,3119330.82459814,3119343.47716361,3119344.62108515,alcohol,NaN
16,3,T,alcohol,54,NaN,3119344.95687992,3119347.12494786,3119347.62891621,cigar,NaN
16,3,T,spice,55,NaN,3119347.95667467,3119348.51686378,3119349.00482982,spice,NaN
16,3,T,sail,56,NaN,3119349.60655161,NaN,3119403.70720365,,NaN
16,3,T,pork,57,NaN,0,0,0,,NaN
16,3,T,turtle,58,NaN,0,0,0,,NaN
16,3,T,brick,59,NaN,0,0,0,,NaN
16,3,T,page,60,NaN,0,0,0,,NaN
16,4,S,cord,61,NaN,3119584.93917852,3119586.57495115,3119587.20687796,cord,NaN
16,4,S,stain,62,NaN,3119587.42234644,3119588.03882331,3119588.58277437,wreck,NaN
16,4,S,dame,63,NaN,3119588.83889382,3119589.70270767,3119590.0147077,fuel,NaN
16,4,S,shirt,64,NaN,3119590.35545334,3119590.91067137,3119591.20663558,horn,NaN
16,4,S,wreck,65,NaN,3119591.55537106,3119592.3905703,3119592.99053112,gift,NaN
16,4,S,tomb,66,NaN,3119593.22189989,3119593.59050643,3119594.35045207,needle,NaN
16,4,S,gift,67,NaN,3119594.55513804,3119594.91040092,3119596.61428126,elephant,NaN
16,4,S,collar,68,NaN,3119596.85496134,3119597.48628235,3119598.04623572,banana,NaN
16,4,S,elephant,69,NaN,3119598.3048451,3119599.76612924,3119600.16607575,tomb,NaN
16,4,S,needle,70,NaN,3119600.40470661,3119604.1739026,3119604.78984068,needle,NaN
16,4,S,horn,71,NaN,3119604.97104189,3119606.46175291,3119606.78172437,shirt,NaN
16,4,S,fuel,72,NaN,3119607.00422613,3119607.46168862,3119608.06964924,stain,NaN
16,4,S,lobster,73,NaN,3119608.40410835,3119608.99761754,3119609.63756468,collar,NaN
16,4,S,herd,74,NaN,3119609.83733992,3119625.32467692,3119627.29252106,elephant,NaN
16,4,S,banana,75,NaN,3119627.50268944,NaN,3119675.02280741,,NaN
16,5,T,lightning,76,NaN,3119883.16714187,3119883.98951149,3119884.30146956,gown,NaN
16,5,T,toilet,77,NaN,3119884.93369913,3119885.76539485,3119886.34134722,toilet,NaN
16,5,T,gown,78,NaN,3119886.55023728,3119887.21328674,3119887.38929953,gun,NaN
16,5,T,window,79,NaN,3119887.75014504,3119889.03720512,3119890.11712101,lightening,NaN
16,5,T,film,80,NaN,3119890.36661557,3119891.48507406,3119891.96501555,window,NaN
16,5,T,cotton,81,NaN,3119892.21649686,3119896.18078466,3119896.89272396,ranch,NaN
16,5,T,store,82,NaN,3119897.23278593,3119897.73268451,3119898.05267468,corn,NaN
16,5,T,corn,83,NaN,3119898.36600796,3119899.18060507,3119899.63656346,tower,NaN
16,5,T,hotel,84,NaN,3119899.83259854,3119900.31655095,3119901.54844734,hotel,NaN
16,5,T,gun,85,NaN,3119901.98244167,3119902.35641895,3119903.14033441,maiden,NaN
16,5,T,maiden,86,NaN,3119903.48232275,3119903.56434884,3119904.10030191,coast,NaN
16,5,T,coast,87,NaN,3119904.54887264,3119907.00413196,3119907.42806881,cloth,NaN
